É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 16:16:50

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1986/12/1,8.9,13.8,3.9
1986/12/2,9.2,16.6,2.8
1986/12/3,13.7,19.4,8.0
1986/12/4,10.8,14.0,8.1
1986/12/5,9.7,15.6,5.0
1986/12/6,10.4,19.0,3.6
1986/12/7,9.5,13.3,6.7
1986/12/8,8.2,14.0,3.3
1986/12/9,7.9,15.7,1.3
1986/12/10,10.6,15.8,7.5
1986/12/11,9.2,17.2,3.8
1986/12/12,8.5,18.1,2.0
1986/12/13,11.4,19.1,4.4
1986/12/14,14.1,17.5,12.3
1986/12/15,12.5,15.7,7.6
1986/12/16,9.1,15.0,5.6
1986/12/17,7.9,15.3,2.7
1986/12/18,12.6,17.0,6.7
1986/12/19,8.7,11.6,5.3
1986/12/20,6.2,10.0,1.6
1986/12/21,7.5,12.7,0.7
1986/12/22,7.8,12.1,2.3
1986/12/23,8.0,14.7,1.4
1986/12/24,10.1,17.3,5.2
1986/12/25,9.8,11.9,6.3
1986/12/26,6.9,14.0,3.1
1986/12/27,4.8,6.8,3.0
1986/12/28,5.7,9.0,2.8
1986/12/29,5.0,10.6,0.7
1986/12/30,7.3,13.7,0.2
1986/12/31,12.4,17.6,8.1
1987/1/1,9.1,14.5,4.8
1987/1/2,12.9,19.0,5.8
1987/1/3,12.5,17.5,7.3
1987/1/4,7.7,14.5,3.4
1987/1/5,6.4,7.3,5.2
1987/1/6,8.1,13.0,3.5
1987/1/7,6.8,12.6,0.6
1987/1/8,8.3,12.6,2.8
1987/1/9,8.8,14.1,2.7
1987/1/10,8.1,11.0,4.7
1987/1/11,5.1,11.6,1.4
1987/1/12,5.5,9.6,1.4
1987/1/13,1.7,3.4,0.5
1987/1/14,1.7,4.7,-0.5
1987/1/15,5.6,12.6,0.7
1987/1/16,9.9,16.7,1.4
1987/1/17,10.8,15.4,7.3
1987/1/18,6.7,8.1,5.5
1987/1/19,5.6,7.9,4.2
1987/1/20,4.6,9.4,2.3
1987/1/21,4.7,11.1,-1.5
1987/1/22,6.3,13.5,-0.3
1987/1/23,12.9,16.6,7.9
1987/1/24,5.9,11.3,3.3
1987/1/25,2.6,5.7,0.7
1987/1/26,3.1,9.0,-1.3
1987/1/27,4.8,11.6,0.7
1987/1/28,5.9,12.5,1.0
1987/1/29,6.5,15.5,0.1
1987/1/30,7.9,14.0,3.0
1987/1/31,5.9,9.3,3.1
1987/2/1,4.4,10.8,0.4
1987/2/2,3.9,7.3,0.5
1987/2/3,2.8,4.9,0.8
1987/2/4,3.6,6.4,1.0
1987/2/5,5.6,11.3,0.5
1987/2/6,6.8,13.5,1.9
1987/2/7,8.0,16.7,1.4
1987/2/8,7.7,15.2,2.4
1987/2/9,8.0,18.2,0.5
1987/2/10,10.6,19.8,3.0
1987/2/11,16.9,22.3,8.5
1987/2/12,14.5,18.7,9.4
1987/2/13,9.0,15.1,5.0
1987/2/14,9.8,16.8,2.8
1987/2/15,7.0,11.7,2.1
1987/2/16,6.7,14.3,-0.1
1987/2/17,8.9,11.0,6.2
1987/2/18,9.1,12.8,6.5
1987/2/19,6.6,9.2,4.5
1987/2/20,6.8,14.0,1.4
1987/2/21,5.2,8.7,1.2
1987/2/22,7.6,13.5,4.5
1987/2/23,7.7,14.9,1.9
1987/2/24,9.7,17.4,3.8
1987/2/25,3.3,9.2,0.9
1987/2/26,3.8,7.2,2.2
1987/2/27,2.8,8.1,-1.3
1987/2/28,3.1,8.1,-1.9
1987/3/1,5.0,8.6,1.6
1987/3/2,3.4,9.5,0.4
1987/3/3,5.2,13.8,-1.9
1987/3/4,8.0,14.6,0.8
1987/3/5,12.2,20.5,6.0
1987/3/6,12.7,21.2,4.9
1987/3/7,7.9,11.6,3.9
1987/3/8,7.6,12.3,3.4
1987/3/9,6.7,10.2,5.0
1987/3/10,6.1,12.1,0.4
1987/3/11,7.9,13.2,4.6
1987/3/12,8.6,16.6,1.4
1987/3/13,13.0,16.7,9.7
1987/3/14,11.6,13.6,7.8
1987/3/15,8.9,15.1,2.2
1987/3/16,9.2,14.2,3.0
1987/3/17,8.8,14.0,5.8
1987/3/18,11.4,17.0,6.5
1987/3/19,14.5,21.1,5.3
1987/3/20,13.2,19.1,8.1
1987/3/21,12.6,18.9,7.9
1987/3/22,15.0,22.2,8.7
1987/3/23,15.4,18.6,14.1
1987/3/24,14.1,16.9,11.1
1987/3/25,7.2,11.9,3.9
1987/3/26,5.3,11.0,0.8
1987/3/27,5.0,10.2,-1.1
1987/3/28,8.0,14.6,3.3
1987/3/29,9.0,11.7,5.4
1987/3/30,12.0,13.3,8.9
1987/3/31,10.2,14.5,4.6
