É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:43

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2008/12/1,5.5,12.4,-0.7
2008/12/2,7.5,14.8,1.4
2008/12/3,7.3,15.2,1.8
2008/12/4,7.9,14.8,0.8
2008/12/5,9.2,15.0,4.6
2008/12/6,5.3,11.9,0.5
2008/12/7,2.3,9.4,-3.0
2008/12/8,3.6,11.0,-3.1
2008/12/9,4.9,9.9,0.0
2008/12/10,8.9,14.6,6.3
2008/12/11,8.4,14.6,3.6
2008/12/12,7.5,15.8,1.7
2008/12/13,7.9,13.9,2.3
2008/12/14,5.9,9.0,1.0
2008/12/15,3.6,10.1,-1.5
2008/12/16,4.0,11.4,-1.8
2008/12/17,5.2,6.3,3.3
2008/12/18,6.1,11.4,1.6
2008/12/19,5.0,12.3,-0.9
2008/12/20,5.5,13.0,-0.5
2008/12/21,6.8,13.1,-0.2
2008/12/22,12.4,18.6,5.1
2008/12/23,5.6,10.2,1.7
2008/12/24,3.8,9.5,-2.0
2008/12/25,6.1,11.8,-0.4
2008/12/26,3.4,8.2,0.1
2008/12/27,4.2,10.1,-1.0
2008/12/28,5.4,12.1,-2.0
2008/12/29,3.7,12.3,-3.0
2008/12/30,5.5,15.5,-2.2
2008/12/31,5.2,9.6,1.0
2009/1/1,2.4,9.2,-4.5
2009/1/2,3.0,10.5,-4.2
2009/1/3,3.1,11.5,-3.8
2009/1/4,2.2,9.4,-4.0
2009/1/5,3.6,10.0,-3.4
2009/1/6,4.8,12.5,-1.0
2009/1/7,5.0,9.0,1.3
2009/1/8,4.4,10.7,-1.5
2009/1/9,1.4,3.6,0.4
2009/1/10,3.9,8.8,1.6
2009/1/11,2.6,8.8,-1.8
2009/1/12,0.5,7.3,-3.1
2009/1/13,0.7,8.4,-5.2
2009/1/14,0.3,8.2,-5.9
2009/1/15,1.4,6.2,-3.9
2009/1/16,-0.3,8.2,-6.9
2009/1/17,2.5,12.0,-4.4
2009/1/18,3.2,7.9,-2.0
2009/1/19,6.3,13.7,1.8
2009/1/20,4.0,9.2,-0.6
2009/1/21,5.1,8.6,2.8
2009/1/22,4.7,6.1,3.2
2009/1/23,7.4,12.9,4.6
2009/1/24,4.8,8.1,-0.3
2009/1/25,0.7,8.0,-5.4
2009/1/26,0.8,7.8,-5.3
2009/1/27,2.8,11.0,-4.1
2009/1/28,3.7,10.8,-2.8
2009/1/29,5.9,14.3,-2.1
2009/1/30,8.9,12.7,6.5
2009/1/31,10.1,13.9,8.3
2009/2/1,6.6,11.1,0.3
2009/2/2,3.7,9.9,-2.6
2009/2/3,6.1,13.1,-0.3
2009/2/4,6.7,12.0,1.5
2009/2/5,6.9,13.1,2.4
2009/2/6,6.9,12.4,1.7
2009/2/7,4.4,11.8,-1.8
2009/2/8,5.8,13.2,-0.9
2009/2/9,3.1,7.9,-2.5
2009/2/10,6.8,15.2,0.3
2009/2/11,6.8,12.8,2.4
2009/2/12,8.8,16.8,1.6
2009/2/13,8.5,15.4,1.2
2009/2/14,15.2,24.8,9.5
2009/2/15,11.6,18.3,3.7
2009/2/16,9.6,15.7,2.2
2009/2/17,2.9,8.2,-0.9
2009/2/18,3.2,10.6,-3.6
2009/2/19,5.7,10.3,0.0
2009/2/20,5.4,11.5,2.2
2009/2/21,5.9,11.8,1.0
2009/2/22,5.9,12.9,-2.1
2009/2/23,7.3,12.2,5.2
2009/2/24,5.6,7.4,3.4
2009/2/25,7.4,11.2,4.7
2009/2/26,7.3,9.3,4.9
2009/2/27,6.1,6.7,5.4
2009/2/28,6.8,9.1,5.4
2009/3/1,7.4,12.8,4.5
2009/3/2,6.2,11.5,1.7
2009/3/3,1.6,4.4,0.2
2009/3/4,4.6,9.2,0.4
2009/3/5,6.3,12.6,-0.5
2009/3/6,6.1,7.3,5.1
2009/3/7,10.1,17.2,3.7
2009/3/8,9.1,15.0,6.2
2009/3/9,9.8,12.9,6.6
2009/3/10,10.5,18.6,5.7
2009/3/11,5.7,11.7,0.8
2009/3/12,6.9,13.6,0.2
2009/3/13,6.9,11.6,2.4
2009/3/14,9.6,13.1,5.2
2009/3/15,7.2,15.3,-1.0
2009/3/16,8.3,17.6,0.3
2009/3/17,10.5,18.5,3.3
2009/3/18,11.6,21.5,2.5
2009/3/19,14.0,23.2,4.6
2009/3/20,13.7,23.4,6.2
2009/3/21,10.0,18.3,2.5
2009/3/22,13.1,19.1,7.4
2009/3/23,13.2,18.6,6.4
2009/3/24,9.3,16.7,4.8
2009/3/25,7.2,11.5,3.4
2009/3/26,6.7,11.5,2.2
2009/3/27,7.4,14.0,1.4
2009/3/28,6.4,12.2,2.0
2009/3/29,6.8,14.4,-0.7
2009/3/30,8.9,15.9,4.4
2009/3/31,9.9,15.0,6.4
