ダウンロードした時刻：2017/07/24 15:43:00

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,10.5,18.5,3.4
1997/1/2,4.4,8.4,2.0
1997/1/3,5.0,7.3,3.4
1997/1/4,4.1,7.9,0.4
1997/1/5,2.2,5.1,-1.6
1997/1/6,4.2,6.3,1.3
1997/1/7,1.8,4.7,0.3
1997/1/8,2.8,5.1,0.3
1997/1/9,3.4,6.5,1.2
1997/1/10,3.6,10.6,-0.8
1997/1/11,4.0,6.8,2.5
1997/1/12,3.6,9.9,-0.3
1997/1/13,3.4,12.0,-2.4
1997/1/14,5.9,10.3,-0.5
1997/1/15,4.8,9.2,0.9
1997/1/16,4.1,10.1,-0.3
1997/1/17,5.8,11.4,2.6
1997/1/18,6.9,10.1,4.1
1997/1/19,5.7,10.2,2.3
1997/1/20,5.7,10.5,0.8
1997/1/21,2.3,8.4,-5.0
1997/1/22,0.6,3.0,-4.9
1997/1/23,2.9,7.3,-0.5
1997/1/24,4.0,5.4,2.8
1997/1/25,4.2,6.1,2.1
1997/1/26,6.3,8.6,4.4
1997/1/27,5.3,9.1,2.2
1997/1/28,3.7,5.9,1.7
1997/1/29,2.3,4.0,0.1
1997/1/30,1.9,6.4,0.1
1997/1/31,3.5,9.0,0.8
1997/2/1,3.8,6.6,1.0
1997/2/2,2.9,6.0,-0.3
1997/2/3,2.9,4.4,0.2
1997/2/4,3.0,4.8,2.1
1997/2/5,4.0,9.8,0.3
1997/2/6,3.9,8.0,0.9
1997/2/7,4.4,8.0,1.3
1997/2/8,4.3,11.3,-1.0
1997/2/9,4.9,13.0,-0.7
1997/2/10,5.4,11.9,-0.3
1997/2/11,2.9,5.6,0.3
1997/2/12,1.2,4.0,0.3
1997/2/13,1.2,4.7,-0.1
1997/2/14,3.0,9.5,-1.2
1997/2/15,4.1,10.0,-1.2
1997/2/16,4.9,8.2,3.6
1997/2/17,3.4,7.3,0.8
1997/2/18,2.0,6.2,0.4
1997/2/19,3.3,7.5,0.7
1997/2/20,7.3,11.4,2.4
1997/2/21,3.4,9.4,0.3
1997/2/22,1.8,4.3,-1.6
1997/2/23,2.1,10.4,-3.7
1997/2/24,5.9,15.5,-2.1
1997/2/25,7.3,13.7,1.6
1997/2/26,8.3,10.2,7.2
1997/2/27,6.6,12.3,1.4
1997/2/28,12.2,20.8,0.8
1997/3/1,8.3,17.3,1.5
1997/3/2,5.8,11.8,-0.2
1997/3/3,6.1,11.9,3.8
1997/3/4,5.9,12.4,-0.3
1997/3/5,8.3,14.9,2.7
1997/3/6,11.8,20.4,1.2
1997/3/7,12.0,16.8,4.9
1997/3/8,8.9,15.1,2.5
1997/3/9,10.5,15.0,5.9
1997/3/10,9.7,15.5,3.9
1997/3/11,9.8,12.9,5.4
1997/3/12,7.8,12.8,3.4
1997/3/13,11.0,16.8,5.7
1997/3/14,12.0,16.2,9.5
1997/3/15,8.8,9.7,7.8
1997/3/16,7.0,8.1,5.3
1997/3/17,6.3,9.8,2.2
1997/3/18,6.1,13.4,-0.5
1997/3/19,8.1,12.4,5.1
1997/3/20,7.5,11.4,3.5
1997/3/21,7.9,14.5,1.3
1997/3/22,9.6,14.5,6.0
1997/3/23,6.7,15.1,2.5
1997/3/24,5.5,10.3,1.1
1997/3/25,8.7,14.8,-0.2
1997/3/26,10.1,18.2,4.4
1997/3/27,10.1,16.0,6.5
1997/3/28,11.0,19.6,3.4
1997/3/29,11.7,14.4,8.3
1997/3/30,8.6,13.6,2.7
1997/3/31,7.7,13.5,2.6
1997/4/1,9.9,18.4,1.6
1997/4/2,12.4,17.1,9.0
1997/4/3,12.7,15.0,10.9
1997/4/4,10.7,11.6,10.1
1997/4/5,11.2,12.4,10.4
1997/4/6,11.5,12.9,10.9
1997/4/7,9.9,11.3,5.9
1997/4/8,11.5,17.7,4.0
1997/4/9,12.2,17.2,5.8
1997/4/10,11.1,17.4,5.1
1997/4/11,12.6,18.1,9.6
1997/4/12,12.2,17.7,6.2
1997/4/13,15.6,19.8,10.7
1997/4/14,15.5,19.6,10.0
1997/4/15,11.9,14.3,8.6
1997/4/16,10.0,15.6,4.2
1997/4/17,11.9,18.8,4.3
1997/4/18,10.8,13.7,9.3
1997/4/19,11.9,17.9,7.5
1997/4/20,12.7,18.8,6.5
1997/4/21,13.2,18.1,8.8
1997/4/22,14.2,17.7,12.0
1997/4/23,11.4,15.2,7.1
1997/4/24,10.5,17.0,5.2
1997/4/25,12.3,19.3,4.8
1997/4/26,14.5,22.2,7.4
1997/4/27,16.0,23.3,8.0
1997/4/28,14.9,18.0,11.7
1997/4/29,18.8,23.9,12.1
1997/4/30,15.5,18.9,12.2
1997/5/1,16.6,23.6,10.0
