ダウンロードした時刻：2019/10/10 16:21:50

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,8.2,10.3,5.6
2013/12/2,7.7,14.1,3.3
2013/12/3,7.9,14.2,3.1
2013/12/4,7.8,14.1,3.7
2013/12/5,8.1,14.6,2.5
2013/12/6,9.1,14.9,5.0
2013/12/7,7.5,13.6,2.2
2013/12/8,8.4,14.6,2.9
2013/12/9,8.2,12.4,4.5
2013/12/10,8.9,11.7,6.0
2013/12/11,7.9,11.3,6.2
2013/12/12,6.9,10.7,3.4
2013/12/13,7.5,11.9,4.2
2013/12/14,7.3,12.0,4.3
2013/12/15,6.5,12.4,3.0
2013/12/16,7.5,11.8,3.1
2013/12/17,7.3,9.3,5.7
2013/12/18,6.8,10.0,5.1
2013/12/19,6.4,9.3,3.6
2013/12/20,6.2,9.4,2.9
2013/12/21,4.7,7.6,2.6
2013/12/22,5.0,10.7,1.6
2013/12/23,3.3,7.9,-0.1
2013/12/24,5.8,11.6,1.5
2013/12/25,5.7,9.0,1.4
2013/12/26,6.6,9.2,3.9
2013/12/27,6.0,8.4,4.3
2013/12/28,3.5,6.8,0.6
2013/12/29,3.1,8.4,-1.0
2013/12/30,5.3,8.7,1.3
2013/12/31,8.4,13.8,5.2
2014/1/1,9.3,13.6,3.4
2014/1/2,7.4,14.9,2.5
2014/1/3,7.4,12.9,2.7
2014/1/4,8.4,14.9,4.3
2014/1/5,6.9,12.5,1.9
2014/1/6,5.8,10.9,0.7
2014/1/7,6.8,13.4,1.0
2014/1/8,8.3,9.9,6.7
2014/1/9,5.0,9.0,1.4
2014/1/10,2.6,6.0,0.6
2014/1/11,3.9,8.9,0.5
2014/1/12,3.6,8.5,-1.1
2014/1/13,4.3,9.4,0.0
2014/1/14,5.1,11.0,0.5
2014/1/15,5.3,9.4,2.5
2014/1/16,4.4,10.6,-1.0
2014/1/17,4.7,10.1,0.1
2014/1/18,5.2,9.1,1.3
2014/1/19,5.2,10.7,0.7
2014/1/20,6.1,12.6,0.5
2014/1/21,4.0,7.1,0.9
2014/1/22,2.5,6.5,-0.7
2014/1/23,3.4,10.3,-3.2
2014/1/24,6.3,13.3,0.0
2014/1/25,9.9,12.8,6.5
2014/1/26,9.1,12.1,5.0
2014/1/27,5.3,11.0,0.5
2014/1/28,7.3,13.9,2.0
2014/1/29,9.1,16.6,2.4
2014/1/30,12.1,16.0,8.8
2014/1/31,10.8,16.5,5.5
2014/2/1,11.4,18.6,4.9
2014/2/2,14.9,19.2,12.1
2014/2/3,13.2,16.5,10.3
2014/2/4,5.1,10.3,2.4
2014/2/5,4.4,8.2,1.1
2014/2/6,3.4,5.2,1.3
2014/2/7,5.0,5.5,3.8
2014/2/8,6.8,10.6,4.0
2014/2/9,5.9,9.1,3.2
2014/2/10,5.4,7.2,3.1
2014/2/11,4.2,8.2,2.1
2014/2/12,5.0,9.4,1.3
2014/2/13,3.9,6.5,1.6
2014/2/14,4.6,6.5,2.2
2014/2/15,6.5,8.7,4.8
2014/2/16,6.6,12.7,0.8
2014/2/17,6.1,11.7,3.4
2014/2/18,5.0,6.0,4.0
2014/2/19,5.5,10.4,3.0
2014/2/20,5.7,11.6,0.7
2014/2/21,6.3,13.0,1.1
2014/2/22,7.0,13.3,1.3
2014/2/23,7.6,14.7,1.0
2014/2/24,8.4,16.4,1.7
2014/2/25,9.6,17.3,2.7
2014/2/26,9.8,11.9,8.1
2014/2/27,12.8,17.0,9.3
2014/2/28,11.9,18.5,6.5
2014/3/1,11.6,13.5,9.8
2014/3/2,10.5,14.6,7.6
2014/3/3,8.6,13.0,5.5
2014/3/4,10.2,15.9,3.7
2014/3/5,10.0,13.5,6.8
2014/3/6,6.2,8.8,3.5
2014/3/7,5.3,10.4,1.1
2014/3/8,5.4,10.7,-0.2
2014/3/9,6.9,11.6,1.7
2014/3/10,6.9,12.3,2.5
2014/3/11,6.8,13.9,-0.6
2014/3/12,11.8,18.8,3.5
2014/3/13,11.5,15.3,7.0
2014/3/14,5.8,7.9,3.3
2014/3/15,7.4,13.6,1.2
2014/3/16,11.5,18.6,4.6
2014/3/17,13.5,19.7,6.2
2014/3/18,16.3,20.9,13.5
2014/3/19,15.5,19.9,12.7
2014/3/20,11.9,14.2,7.9
2014/3/21,7.9,12.3,4.4
2014/3/22,8.1,15.2,2.2
2014/3/23,11.0,19.2,3.6
2014/3/24,12.8,19.4,5.0
2014/3/25,14.4,15.6,13.2
2014/3/26,17.4,21.6,14.8
2014/3/27,17.2,23.1,12.5
2014/3/28,16.9,24.7,9.2
2014/3/29,15.6,18.1,13.9
2014/3/30,15.2,17.6,11.2
2014/3/31,13.6,19.8,8.0
