ダウンロードした時刻：2019/10/10 16:18:19

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,15.1,18.1,12.2
1993/12/2,12.9,16.3,9.6
1993/12/3,14.4,20.6,10.8
1993/12/4,8.5,12.4,5.1
1993/12/5,8.6,12.9,4.9
1993/12/6,9.0,13.1,6.3
1993/12/7,8.3,13.2,5.0
1993/12/8,8.8,13.3,4.4
1993/12/9,9.5,14.1,6.7
1993/12/10,11.2,15.4,6.7
1993/12/11,10.9,14.8,7.3
1993/12/12,7.9,11.7,4.8
1993/12/13,8.3,12.1,3.2
1993/12/14,9.1,11.2,5.8
1993/12/15,7.2,10.2,5.3
1993/12/16,6.4,9.3,4.1
1993/12/17,6.5,9.3,4.0
1993/12/18,6.3,9.7,3.0
1993/12/19,7.4,11.9,2.8
1993/12/20,8.0,9.9,6.4
1993/12/21,7.3,14.0,3.8
1993/12/22,5.1,7.6,2.7
1993/12/23,6.5,9.1,4.5
1993/12/24,8.4,13.4,4.0
1993/12/25,8.5,14.9,3.7
1993/12/26,8.7,15.0,2.1
1993/12/27,9.6,12.3,7.1
1993/12/28,8.6,11.2,5.2
1993/12/29,6.8,10.2,4.4
1993/12/30,6.5,11.4,1.0
1993/12/31,9.2,14.6,5.6
1994/1/1,5.8,9.6,1.6
1994/1/2,5.4,11.7,0.0
1994/1/3,7.0,11.1,2.6
1994/1/4,9.9,14.0,5.3
1994/1/5,7.3,11.4,4.3
1994/1/6,7.8,12.6,3.1
1994/1/7,7.6,10.2,3.5
1994/1/8,5.2,9.9,1.4
1994/1/9,6.9,13.1,2.2
1994/1/10,8.0,13.4,3.5
1994/1/11,9.1,13.8,5.7
1994/1/12,8.3,10.0,6.8
1994/1/13,6.5,8.0,5.1
1994/1/14,6.7,9.7,4.6
1994/1/15,5.0,8.6,0.7
1994/1/16,4.5,9.7,-0.8
1994/1/17,11.0,16.6,2.5
1994/1/18,9.4,12.9,5.9
1994/1/19,4.5,7.0,1.5
1994/1/20,4.1,8.4,0.8
1994/1/21,3.9,6.4,2.4
1994/1/22,3.4,7.3,0.5
1994/1/23,2.6,7.0,0.2
1994/1/24,3.0,8.0,-0.5
1994/1/25,4.3,9.4,-0.6
1994/1/26,6.3,12.3,0.2
1994/1/27,7.8,10.6,4.5
1994/1/28,4.5,7.0,0.9
1994/1/29,3.9,6.6,1.2
1994/1/30,2.6,6.1,0.3
1994/1/31,4.0,7.4,-0.8
1994/2/1,9.6,13.6,4.3
1994/2/2,6.0,8.5,4.7
1994/2/3,5.1,8.3,3.3
1994/2/4,5.2,8.8,2.1
1994/2/5,8.0,12.2,4.2
1994/2/6,8.6,13.5,5.2
1994/2/7,9.6,14.3,5.7
1994/2/8,7.0,10.1,2.4
1994/2/9,6.5,10.5,3.0
1994/2/10,3.7,6.2,2.1
1994/2/11,4.0,8.3,0.7
1994/2/12,2.2,5.0,0.5
1994/2/13,4.7,8.4,1.3
1994/2/14,7.3,11.8,3.3
1994/2/15,4.6,7.1,3.1
1994/2/16,6.4,11.0,2.7
1994/2/17,6.9,10.9,3.3
1994/2/18,6.5,11.7,1.7
1994/2/19,7.7,12.9,1.3
1994/2/20,10.3,13.9,6.9
1994/2/21,9.5,13.3,4.8
1994/2/22,8.1,11.5,5.4
1994/2/23,7.2,10.2,3.7
1994/2/24,4.4,6.9,2.7
1994/2/25,5.9,9.6,2.9
1994/2/26,6.0,9.6,3.3
1994/2/27,6.4,10.5,2.9
1994/2/28,7.1,11.5,3.0
1994/3/1,8.1,13.7,2.9
1994/3/2,7.4,11.6,4.3
1994/3/3,6.8,10.2,2.5
1994/3/4,8.0,12.9,3.9
1994/3/5,6.7,11.7,1.7
1994/3/6,6.8,11.0,3.9
1994/3/7,7.6,11.7,2.9
1994/3/8,12.6,16.4,8.6
1994/3/9,12.2,16.9,9.6
1994/3/10,7.7,10.5,3.9
1994/3/11,6.6,12.1,1.5
1994/3/12,6.1,7.0,4.8
1994/3/13,7.3,10.7,5.2
1994/3/14,6.0,10.4,4.2
1994/3/15,5.8,10.0,2.7
1994/3/16,6.6,11.4,0.3
1994/3/17,9.3,13.8,6.2
1994/3/18,8.8,13.9,4.2
1994/3/19,11.6,17.1,7.5
1994/3/20,10.2,15.8,6.9
1994/3/21,8.0,12.3,4.8
1994/3/22,7.7,11.4,3.4
1994/3/23,8.9,9.8,7.4
1994/3/24,8.9,13.6,5.7
1994/3/25,6.8,11.0,3.1
1994/3/26,5.6,9.5,2.4
1994/3/27,7.4,12.7,3.1
1994/3/28,9.2,14.2,2.1
1994/3/29,11.5,15.9,6.2
1994/3/30,8.5,12.9,3.8
1994/3/31,12.2,18.9,5.1
