ダウンロードした時刻：2019/10/10 15:59:50

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,9.4,14.8,5.5
1987/12/2,5.6,9.5,2.5
1987/12/3,6.2,11.3,2.1
1987/12/4,7.2,11.0,2.0
1987/12/5,6.9,12.0,1.9
1987/12/6,7.2,12.8,3.5
1987/12/7,4.8,11.1,1.0
1987/12/8,5.6,11.0,0.2
1987/12/9,8.9,10.7,4.3
1987/12/10,11.5,16.5,6.7
1987/12/11,11.4,14.7,9.0
1987/12/12,11.3,16.7,5.5
1987/12/13,9.8,14.9,5.1
1987/12/14,8.1,14.1,2.9
1987/12/15,9.3,14.7,3.6
1987/12/16,9.3,13.8,3.5
1987/12/17,7.8,14.7,2.1
1987/12/18,6.5,13.1,1.4
1987/12/19,8.3,15.7,2.9
1987/12/20,9.7,15.4,4.0
1987/12/21,9.5,14.9,3.9
1987/12/22,7.8,14.8,2.3
1987/12/23,8.8,15.9,4.2
1987/12/24,8.9,16.5,3.6
1987/12/25,9.7,16.9,3.2
1987/12/26,12.5,19.4,7.5
1987/12/27,11.5,18.9,6.2
1987/12/28,11.7,19.0,6.4
1987/12/29,12.0,19.9,5.7
1987/12/30,12.0,20.5,6.2
1987/12/31,6.7,12.8,2.2
1988/1/1,8.7,15.4,2.1
1988/1/2,11.4,16.1,6.1
1988/1/3,11.0,15.9,6.4
1988/1/4,10.4,13.5,6.0
1988/1/5,7.5,11.0,5.0
1988/1/6,4.2,11.3,0.2
1988/1/7,6.9,10.6,0.2
1988/1/8,10.9,16.0,7.8
1988/1/9,9.2,12.3,5.0
1988/1/10,5.2,8.8,3.1
1988/1/11,5.2,9.6,0.9
1988/1/12,6.7,12.2,-0.1
1988/1/13,7.5,14.3,2.0
1988/1/14,8.4,16.4,2.3
1988/1/15,10.6,14.7,5.2
1988/1/16,11.5,15.8,7.3
1988/1/17,8.4,12.5,4.2
1988/1/18,6.2,11.2,1.0
1988/1/19,5.5,11.9,-0.7
1988/1/20,8.2,13.6,4.8
1988/1/21,9.5,14.9,4.8
1988/1/22,12.5,15.6,10.0
1988/1/23,7.6,15.2,2.1
1988/1/24,3.0,6.7,0.1
1988/1/25,4.5,10.1,-1.2
1988/1/26,6.9,11.6,2.0
1988/1/27,6.0,11.8,1.4
1988/1/28,6.7,12.8,1.1
1988/1/29,8.9,13.6,1.8
1988/1/30,10.1,13.1,7.9
1988/1/31,7.8,12.9,2.7
1988/2/1,5.2,11.4,-0.6
1988/2/2,7.2,13.6,2.5
1988/2/3,1.6,4.0,-0.9
1988/2/4,3.0,9.1,-2.9
1988/2/5,8.8,19.9,0.4
1988/2/6,10.6,18.2,4.7
1988/2/7,3.8,6.8,2.1
1988/2/8,4.1,9.5,-0.7
1988/2/9,4.8,10.4,-1.0
1988/2/10,4.4,8.0,0.6
1988/2/11,5.3,9.4,-0.1
1988/2/12,7.2,12.5,4.1
1988/2/13,6.2,12.1,1.2
1988/2/14,5.2,10.2,-0.1
1988/2/15,4.8,9.8,1.1
1988/2/16,5.5,10.1,1.2
1988/2/17,3.5,7.4,0.2
1988/2/18,3.9,10.1,-1.1
1988/2/19,4.5,9.9,0.7
1988/2/20,7.0,12.8,0.0
1988/2/21,4.9,10.3,0.1
1988/2/22,5.6,10.8,-1.6
1988/2/23,8.9,11.3,4.1
1988/2/24,8.8,15.7,3.4
1988/2/25,8.2,14.0,1.4
1988/2/26,8.2,11.0,5.5
1988/2/27,6.3,7.8,4.5
1988/2/28,6.2,13.1,0.1
1988/2/29,7.3,11.7,1.4
1988/3/1,10.1,13.4,7.0
1988/3/2,10.2,15.0,5.6
1988/3/3,7.8,13.2,1.5
1988/3/4,4.5,10.1,-0.2
1988/3/5,5.0,8.0,0.7
1988/3/6,7.1,13.1,0.0
1988/3/7,6.8,10.4,0.6
1988/3/8,5.1,11.1,-1.1
1988/3/9,6.2,11.7,-0.3
1988/3/10,7.9,13.7,1.4
1988/3/11,11.1,18.0,2.9
1988/3/12,15.2,20.9,7.3
1988/3/13,10.8,17.5,4.6
1988/3/14,13.0,18.5,6.9
1988/3/15,12.4,18.1,5.3
1988/3/16,7.4,12.2,0.5
1988/3/17,8.2,9.4,5.6
1988/3/18,10.6,16.1,5.6
1988/3/19,10.6,16.7,2.7
1988/3/20,11.9,18.3,5.7
1988/3/21,9.1,11.0,8.1
1988/3/22,12.7,17.4,8.5
1988/3/23,11.2,16.8,5.7
1988/3/24,9.5,14.0,4.0
1988/3/25,9.2,10.4,7.5
1988/3/26,9.6,11.6,5.6
1988/3/27,8.1,14.7,3.0
1988/3/28,10.1,16.3,2.2
1988/3/29,11.0,15.8,8.4
1988/3/30,9.5,12.9,8.5
1988/3/31,9.2,13.2,4.9
