ダウンロードした時刻：2019/10/10 15:50:38

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,6.9,10.4,5.4
2011/12/2,4.4,5.5,3.0
2011/12/3,8.8,14.7,4.6
2011/12/4,10.9,14.8,5.2
2011/12/5,7.8,12.9,4.9
2011/12/6,6.0,9.2,2.5
2011/12/7,6.6,11.5,2.8
2011/12/8,,,
2011/12/9,4.8,9.8,0.2
2011/12/10,4.2,10.3,-0.5
2011/12/11,6.6,13.7,1.4
2011/12/12,8.0,14.8,2.6
2011/12/13,7.4,11.4,4.5
2011/12/14,6.0,11.4,1.8
2011/12/15,8.5,16.7,4.1
2011/12/16,4.7,10.7,1.0
2011/12/17,3.1,7.7,0.0
2011/12/18,3.7,10.5,-0.8
2011/12/19,3.3,8.2,-1.1
2011/12/20,3.8,8.3,-0.1
2011/12/21,2.7,7.6,-0.5
2011/12/22,3.2,6.7,-0.2
2011/12/23,3.4,6.6,-0.6
2011/12/24,2.3,8.8,-2.4
2011/12/25,2.4,7.0,-0.5
2011/12/26,1.3,6.3,-2.8
2011/12/27,1.9,7.5,-2.8
2011/12/28,2.5,8.1,-1.6
2011/12/29,3.4,8.2,-1.7
2011/12/30,3.4,7.6,-1.0
2011/12/31,2.5,8.8,-2.8
2012/1/1,3.2,9.5,-0.8
2012/1/2,4.0,10.4,-0.9
2012/1/3,3.5,8.8,0.1
2012/1/4,2.2,8.2,-1.5
2012/1/5,2.1,6.4,-1.9
2012/1/6,3.7,10.6,-2.6
2012/1/7,3.0,8.1,0.5
2012/1/8,2.3,7.5,-2.4
2012/1/9,2.9,8.6,-1.0
2012/1/10,4.5,10.2,0.4
2012/1/11,2.4,7.7,-1.1
2012/1/12,1.0,6.3,-3.2
2012/1/13,3.3,12.2,-2.7
2012/1/14,2.3,6.1,-0.5
2012/1/15,3.1,8.1,-1.3
2012/1/16,3.0,6.1,0.8
2012/1/17,3.4,8.6,0.2
2012/1/18,2.2,8.2,-2.2
2012/1/19,4.6,9.3,-0.2
2012/1/20,1.2,2.2,0.3
2012/1/21,2.5,3.9,1.3
2012/1/22,5.6,9.8,2.8
2012/1/23,5.1,10.4,1.3
2012/1/24,1.9,6.0,-1.1
2012/1/25,1.9,8.3,-2.3
2012/1/26,0.0,4.4,-3.1
2012/1/27,-0.1,5.1,-4.4
2012/1/28,0.0,4.0,-2.7
2012/1/29,-0.4,4.1,-3.4
2012/1/30,0.0,4.7,-4.1
2012/1/31,1.1,8.9,-3.9
2012/2/1,0.7,8.6,-4.5
2012/2/2,-0.4,3.5,-3.5
2012/2/3,0.2,6.3,-5.6
2012/2/4,2.4,10.7,-3.6
2012/2/5,3.9,9.8,-1.4
2012/2/6,3.3,7.5,-0.6
2012/2/7,7.6,12.7,3.7
2012/2/8,3.9,7.9,-0.2
2012/2/9,1.5,6.8,-3.0
2012/2/10,3.4,9.4,-1.9
2012/2/11,2.3,6.3,-0.3
2012/2/12,1.3,5.7,-3.0
2012/2/13,3.1,6.9,-1.0
2012/2/14,3.3,6.3,-0.2
2012/2/15,4.7,11.9,1.5
2012/2/16,2.4,7.2,-0.5
2012/2/17,1.9,7.1,-2.6
2012/2/18,-0.1,3.9,-2.9
2012/2/19,1.1,7.3,-4.6
2012/2/20,3.5,10.9,-3.3
2012/2/21,6.2,13.3,-0.6
2012/2/22,6.7,11.4,1.5
2012/2/23,7.6,14.2,3.8
2012/2/24,8.9,13.7,6.4
2012/2/25,5.7,8.4,1.4
2012/2/26,3.4,8.2,0.6
2012/2/27,1.7,6.4,-1.2
2012/2/28,1.9,7.2,-3.6
2012/2/29,1.4,3.7,-0.5
2012/3/1,6.8,13.1,1.6
2012/3/2,5.0,6.4,4.0
2012/3/3,6.7,12.1,3.6
2012/3/4,4.0,8.2,1.0
2012/3/5,3.6,7.0,0.4
2012/3/6,10.9,18.8,5.2
2012/3/7,10.7,13.7,7.7
2012/3/8,9.1,11.6,7.2
2012/3/9,6.2,9.0,2.7
2012/3/10,4.7,7.0,2.7
2012/3/11,5.0,8.3,1.2
2012/3/12,3.1,9.4,-1.2
2012/3/13,3.3,8.6,-0.6
2012/3/14,4.8,11.0,-0.8
2012/3/15,4.7,9.4,1.0
2012/3/16,5.2,10.9,-1.3
2012/3/17,6.6,9.8,3.1
2012/3/18,9.5,12.8,7.7
2012/3/19,5.3,9.6,1.8
2012/3/20,6.2,12.9,-0.4
2012/3/21,5.4,11.0,1.3
2012/3/22,7.6,15.3,0.9
2012/3/23,8.1,10.9,5.3
2012/3/24,8.4,14.8,5.1
2012/3/25,6.5,12.9,1.8
2012/3/26,4.6,9.9,0.4
2012/3/27,7.6,15.5,0.5
2012/3/28,7.8,16.7,2.9
2012/3/29,10.7,19.5,1.9
2012/3/30,12.7,19.3,6.6
2012/3/31,9.5,18.4,4.3
