ダウンロードした時刻：2019/10/10 15:52:58

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,8.1,14.5,3.7
1981/12/2,3.2,6.3,0.4
1981/12/3,4.4,10.1,-0.5
1981/12/4,4.4,11.9,-2.0
1981/12/5,5.9,10.9,-0.7
1981/12/6,7.1,12.8,1.6
1981/12/7,5.7,10.3,0.6
1981/12/8,6.4,13.1,0.4
1981/12/9,5.5,10.6,2.5
1981/12/10,7.2,11.4,2.5
1981/12/11,7.0,12.6,-0.1
1981/12/12,8.5,14.4,2.5
1981/12/13,5.0,9.3,1.9
1981/12/14,2.1,6.1,0.5
1981/12/15,1.4,5.0,-0.2
1981/12/16,3.6,10.2,-1.9
1981/12/17,4.8,11.5,-1.0
1981/12/18,4.5,12.4,-2.1
1981/12/19,5.2,7.6,2.2
1981/12/20,4.8,7.7,1.2
1981/12/21,5.7,12.5,0.0
1981/12/22,5.8,12.5,0.1
1981/12/23,7.6,13.7,2.3
1981/12/24,6.2,9.6,3.8
1981/12/25,4.1,9.9,-1.4
1981/12/26,5.5,12.8,-0.7
1981/12/27,7.7,16.3,0.9
1981/12/28,8.2,15.8,1.9
1981/12/29,8.2,9.9,3.9
1981/12/30,7.3,12.9,3.1
1981/12/31,4.2,8.3,1.0
1982/1/1,5.2,11.0,1.6
1982/1/2,4.5,10.1,0.3
1982/1/3,5.2,11.0,-2.0
1982/1/4,9.0,12.5,4.7
1982/1/5,9.8,14.2,5.5
1982/1/6,6.0,11.1,2.6
1982/1/7,2.4,6.1,-1.4
1982/1/8,1.4,7.2,-4.0
1982/1/9,3.3,7.3,-1.2
1982/1/10,4.8,11.4,0.1
1982/1/11,5.0,12.0,-1.8
1982/1/12,7.5,9.9,5.0
1982/1/13,5.0,9.2,2.5
1982/1/14,4.4,7.9,0.8
1982/1/15,3.9,7.1,2.1
1982/1/16,4.8,9.1,1.3
1982/1/17,2.8,7.7,-0.7
1982/1/18,-0.7,3.0,-4.1
1982/1/19,0.7,4.4,-1.5
1982/1/20,0.7,4.7,-3.8
1982/1/21,3.4,8.2,-2.2
1982/1/22,7.2,12.0,3.1
1982/1/23,5.8,10.6,2.7
1982/1/24,3.5,8.4,-1.4
1982/1/25,4.6,7.9,1.3
1982/1/26,4.2,9.9,-1.0
1982/1/27,3.9,9.8,0.2
1982/1/28,3.4,7.9,0.0
1982/1/29,-0.9,4.0,-3.5
1982/1/30,0.3,5.2,-4.3
1982/1/31,2.1,6.2,-2.3
1982/2/1,2.7,6.3,0.7
1982/2/2,2.0,6.2,-1.4
1982/2/3,2.7,7.6,-2.5
1982/2/4,3.7,6.5,1.6
1982/2/5,3.2,7.2,0.2
1982/2/6,2.3,8.3,-1.0
1982/2/7,0.7,5.3,-1.8
1982/2/8,1.2,7.1,-3.5
1982/2/9,2.5,7.5,-3.6
1982/2/10,2.7,7.7,-1.0
1982/2/11,3.7,8.5,-1.7
1982/2/12,6.1,12.1,0.7
1982/2/13,5.4,12.2,-1.0
1982/2/14,3.9,8.8,0.8
1982/2/15,3.6,8.6,-1.3
1982/2/16,5.8,13.1,-2.2
1982/2/17,3.4,5.7,1.6
1982/2/18,6.2,13.8,-0.8
1982/2/19,7.1,10.1,2.7
1982/2/20,10.5,14.7,8.2
1982/2/21,8.5,13.8,5.0
1982/2/22,7.3,11.5,3.7
1982/2/23,7.3,13.8,3.6
1982/2/24,6.1,10.6,3.6
1982/2/25,4.3,9.2,1.4
1982/2/26,3.0,7.3,0.0
1982/2/27,5.1,11.5,-2.1
1982/2/28,7.4,12.9,0.2
1982/3/1,6.8,10.2,4.4
1982/3/2,4.9,9.2,1.3
1982/3/3,4.1,9.6,-1.1
1982/3/4,7.3,14.5,-1.3
1982/3/5,9.5,12.1,6.0
1982/3/6,9.3,14.0,4.8
1982/3/7,4.8,9.6,1.0
1982/3/8,5.1,11.0,-1.2
1982/3/9,6.0,12.6,0.2
1982/3/10,8.0,16.2,0.0
1982/3/11,10.4,18.5,1.8
1982/3/12,9.5,13.2,3.2
1982/3/13,12.3,19.1,7.3
1982/3/14,10.2,15.0,3.7
1982/3/15,11.6,13.3,9.3
1982/3/16,14.6,19.9,10.6
1982/3/17,12.1,17.6,7.2
1982/3/18,10.2,15.1,5.7
1982/3/19,8.7,13.2,2.3
1982/3/20,9.1,10.1,7.6
1982/3/21,11.0,16.0,8.9
1982/3/22,12.3,21.4,3.5
1982/3/23,14.9,22.7,6.2
1982/3/24,10.6,16.4,3.7
1982/3/25,4.7,9.0,2.2
1982/3/26,4.7,9.9,0.1
1982/3/27,7.0,13.7,0.6
1982/3/28,8.8,17.1,-0.1
1982/3/29,9.6,17.9,0.6
1982/3/30,12.6,19.5,3.7
1982/3/31,12.2,16.2,8.5
