ダウンロードした時刻：2019/10/10 15:38:43

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,3.4,5.7,1.4
2006/12/2,5.9,8.8,3.5
2006/12/3,3.0,4.7,1.0
2006/12/4,4.8,5.8,2.0
2006/12/5,6.2,10.0,2.1
2006/12/6,5.1,8.1,1.7
2006/12/7,6.6,10.8,2.0
2006/12/8,6.1,8.0,3.6
2006/12/9,3.4,5.7,1.9
2006/12/10,4.3,7.6,2.2
2006/12/11,4.4,7.4,0.8
2006/12/12,4.0,7.9,0.2
2006/12/13,8.1,11.2,4.9
2006/12/14,8.4,11.2,5.2
2006/12/15,5.5,9.0,2.4
2006/12/16,7.7,11.0,5.3
2006/12/17,5.1,8.0,1.8
2006/12/18,3.6,5.2,0.8
2006/12/19,3.4,5.5,0.9
2006/12/20,3.4,6.9,0.8
2006/12/21,2.6,6.0,0.3
2006/12/22,3.8,8.7,1.0
2006/12/23,4.4,9.1,0.9
2006/12/24,5.2,7.0,1.8
2006/12/25,5.3,9.2,1.7
2006/12/26,6.1,10.7,0.9
2006/12/27,10.3,12.4,8.4
2006/12/28,6.5,9.9,2.8
2006/12/29,4.0,6.8,1.3
2006/12/30,3.4,5.2,1.0
2006/12/31,4.1,6.2,2.5
2007/1/1,5.3,8.5,1.5
2007/1/2,4.8,8.6,0.7
2007/1/3,4.2,6.8,1.4
2007/1/4,5.1,7.6,2.1
2007/1/5,3.8,8.2,0.4
2007/1/6,5.1,7.6,2.9
2007/1/7,7.0,9.3,4.3
2007/1/8,4.2,5.7,1.5
2007/1/9,2.9,4.1,0.6
2007/1/10,2.4,4.2,0.6
2007/1/11,3.0,4.6,1.3
2007/1/12,1.8,3.8,0.2
2007/1/13,2.6,5.0,0.3
2007/1/14,2.9,4.9,0.4
2007/1/15,3.4,6.0,1.3
2007/1/16,3.2,6.4,0.8
2007/1/17,2.9,6.6,-0.1
2007/1/18,2.6,5.5,0.3
2007/1/19,3.6,5.1,1.1
2007/1/20,4.6,7.6,1.4
2007/1/21,3.3,8.3,-0.2
2007/1/22,3.6,5.8,0.9
2007/1/23,4.7,6.6,2.1
2007/1/24,4.4,6.5,2.6
2007/1/25,4.3,5.4,2.1
2007/1/26,4.7,8.7,0.9
2007/1/27,6.1,8.5,3.5
2007/1/28,4.3,7.7,1.6
2007/1/29,4.1,9.8,-0.7
2007/1/30,4.4,10.4,-0.6
2007/1/31,5.0,6.9,3.4
2007/2/1,2.5,4.7,-0.6
2007/2/2,2.3,3.9,-0.6
2007/2/3,4.7,7.3,1.4
2007/2/4,2.2,4.8,-0.7
2007/2/5,4.5,9.6,0.4
2007/2/6,7.4,12.6,2.0
2007/2/7,5.0,7.2,2.9
2007/2/8,5.6,7.9,3.6
2007/2/9,4.5,6.5,3.1
2007/2/10,4.6,7.8,2.1
2007/2/11,3.0,5.2,0.3
2007/2/12,2.6,4.4,0.5
2007/2/13,2.2,7.2,-1.3
2007/2/14,5.7,10.2,1.3
2007/2/15,2.7,8.0,-0.5
2007/2/16,3.1,4.8,0.8
2007/2/17,3.5,8.3,0.6
2007/2/18,4.4,8.4,0.1
2007/2/19,4.6,6.4,3.4
2007/2/20,3.4,8.2,-1.1
2007/2/21,3.9,10.0,-1.1
2007/2/22,6.7,13.6,0.9
2007/2/23,7.2,13.4,2.9
2007/2/24,0.8,3.0,-1.8
2007/2/25,0.5,5.2,-4.4
2007/2/26,1.5,7.4,-4.8
2007/2/27,3.6,9.8,-3.3
2007/2/28,4.0,6.7,2.1
2007/3/1,4.3,7.2,0.2
2007/3/2,3.7,8.5,-0.1
2007/3/3,5.8,12.3,-0.6
2007/3/4,9.4,14.3,5.4
2007/3/5,10.8,14.0,8.1
2007/3/6,3.8,8.2,-0.9
2007/3/7,0.4,2.0,-1.8
2007/3/8,1.7,4.8,-0.9
2007/3/9,3.0,6.1,-0.6
2007/3/10,3.5,6.9,-1.5
2007/3/11,2.7,6.0,-1.3
2007/3/12,0.9,3.7,-1.3
2007/3/13,1.2,2.4,-0.3
2007/3/14,1.6,3.4,0.1
2007/3/15,2.7,6.1,-1.0
2007/3/16,3.0,6.7,-1.0
2007/3/17,2.1,5.0,0.0
2007/3/18,2.4,4.8,0.0
2007/3/19,1.1,3.0,-0.7
2007/3/20,2.7,6.3,0.7
2007/3/21,4.5,8.7,0.8
2007/3/22,4.0,7.9,0.4
2007/3/23,6.2,9.4,2.9
2007/3/24,8.6,13.5,3.1
2007/3/25,9.7,11.4,8.6
2007/3/26,8.2,11.3,5.2
2007/3/27,9.7,15.4,4.6
2007/3/28,7.7,10.7,4.6
2007/3/29,6.8,11.0,3.6
2007/3/30,6.2,8.3,4.3
2007/3/31,6.5,10.8,1.1
