ダウンロードした時刻：2017/07/24 15:41:57

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/1/1,9.0,13.8,3.4
2000/1/2,8.4,10.7,6.2
2000/1/3,10.8,17.6,4.7
2000/1/4,8.2,13.7,2.5
2000/1/5,9.8,15.1,4.9
2000/1/6,10.7,12.6,8.5
2000/1/7,14.0,22.0,7.0
2000/1/8,8.4,12.6,4.3
2000/1/9,8.5,13.5,2.9
2000/1/10,11.0,16.4,7.5
2000/1/11,10.5,14.6,7.0
2000/1/12,8.0,9.4,7.0
2000/1/13,10.2,12.2,7.8
2000/1/14,13.1,18.9,7.1
2000/1/15,10.8,13.4,8.3
2000/1/16,9.4,11.2,7.6
2000/1/17,8.4,11.0,6.9
2000/1/18,9.0,13.4,4.0
2000/1/19,8.1,10.7,5.3
2000/1/20,7.1,11.9,2.4
2000/1/21,3.4,8.7,-1.6
2000/1/22,3.8,9.0,-2.4
2000/1/23,5.7,8.4,0.9
2000/1/24,9.9,15.9,5.5
2000/1/25,7.1,9.2,3.0
2000/1/26,4.4,8.9,-0.4
2000/1/27,3.9,8.0,0.3
2000/1/28,3.4,9.1,-2.2
2000/1/29,5.6,11.7,-1.4
2000/1/30,8.4,15.7,0.5
2000/1/31,7.9,11.4,3.7
2000/2/1,5.6,9.9,2.4
2000/2/2,6.7,11.9,2.0
2000/2/3,6.5,12.2,0.4
2000/2/4,8.1,13.4,2.0
2000/2/5,7.0,12.0,1.4
2000/2/6,6.5,9.3,2.7
2000/2/7,8.5,14.8,2.4
2000/2/8,7.3,13.3,0.9
2000/2/9,5.7,11.3,-0.8
2000/2/10,3.4,9.8,-3.2
2000/2/11,6.3,13.9,-1.9
2000/2/12,6.8,13.0,0.3
2000/2/13,7.6,13.0,1.3
2000/2/14,8.9,13.5,5.6
2000/2/15,7.4,11.9,0.8
2000/2/16,2.2,6.2,-0.2
2000/2/17,3.3,10.0,-4.0
2000/2/18,4.9,10.9,-0.5
2000/2/19,5.0,8.8,0.0
2000/2/20,7.2,11.0,4.1
2000/2/21,6.6,11.6,2.0
2000/2/22,4.4,9.3,-2.0
2000/2/23,5.0,9.8,-1.1
2000/2/24,7.1,12.0,2.0
2000/2/25,3.7,8.3,-1.8
2000/2/26,4.6,8.2,1.7
2000/2/27,5.5,11.6,-2.0
2000/2/28,5.5,10.6,-1.3
2000/2/29,4.0,8.4,-2.2
2000/3/1,4.5,10.4,-2.2
2000/3/2,7.2,13.8,-0.3
2000/3/3,9.7,15.3,2.8
2000/3/4,9.8,13.8,6.3
2000/3/5,12.2,15.6,9.1
2000/3/6,10.6,14.6,6.4
2000/3/7,10.4,17.1,2.6
2000/3/8,7.5,12.6,3.3
2000/3/9,6.1,11.0,2.0
2000/3/10,7.1,12.3,0.3
2000/3/11,7.0,10.8,2.9
2000/3/12,6.1,7.5,3.9
2000/3/13,8.9,16.1,2.9
2000/3/14,7.7,15.0,0.6
2000/3/15,7.5,12.4,0.8
2000/3/16,8.8,13.6,5.4
2000/3/17,10.6,16.7,3.8
2000/3/18,8.5,13.7,1.6
2000/3/19,11.5,17.0,6.6
2000/3/20,11.1,16.8,5.3
2000/3/21,9.1,13.0,4.0
2000/3/22,10.7,15.6,5.0
2000/3/23,11.0,15.6,5.5
2000/3/24,12.9,17.2,7.2
2000/3/25,8.4,13.1,5.6
2000/3/26,8.5,12.8,4.8
2000/3/27,11.5,18.3,4.0
2000/3/28,11.9,16.2,7.5
2000/3/29,15.1,19.7,9.8
2000/3/30,12.9,20.0,5.5
2000/3/31,12.6,17.6,6.3
2000/4/1,14.3,18.0,8.0
2000/4/2,11.3,15.5,5.3
2000/4/3,12.1,16.2,8.9
2000/4/4,12.9,17.7,7.4
2000/4/5,13.4,16.3,10.4
2000/4/6,15.2,20.8,10.7
2000/4/7,15.3,19.8,11.0
2000/4/8,16.5,25.1,10.2
2000/4/9,14.5,18.6,9.5
2000/4/10,14.0,16.5,12.7
2000/4/11,14.9,21.0,10.4
2000/4/12,15.4,24.0,6.6
2000/4/13,15.5,22.8,9.2
2000/4/14,18.4,27.1,9.3
2000/4/15,14.3,17.0,11.3
2000/4/16,9.8,11.4,7.6
2000/4/17,11.1,15.7,5.7
2000/4/18,14.0,20.4,6.3
2000/4/19,16.4,21.7,9.4
2000/4/20,15.6,19.4,12.5
2000/4/21,17.1,18.6,15.7
2000/4/22,18.7,26.0,12.0
2000/4/23,17.9,24.7,12.7
2000/4/24,14.6,22.5,8.4
2000/4/25,14.2,18.7,8.2
2000/4/26,13.4,16.3,12.1
2000/4/27,17.8,26.0,12.6
2000/4/28,17.8,24.4,12.4
2000/4/29,14.7,19.8,9.1
2000/4/30,15.8,20.3,9.8
2000/5/1,16.5,20.5,14.0
