É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:33

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2000/12/1,7.6,12.5,3.0
2000/12/2,5.5,12.4,0.0
2000/12/3,7.3,11.9,2.3
2000/12/4,7.6,12.6,3.3
2000/12/5,7.2,14.8,0.3
2000/12/6,8.7,14.3,3.5
2000/12/7,4.6,9.8,-0.1
2000/12/8,4.4,11.5,-1.4
2000/12/9,4.5,13.6,-1.8
2000/12/10,4.7,10.9,-0.7
2000/12/11,9.6,16.1,3.3
2000/12/12,5.0,9.8,0.0
2000/12/13,3.4,11.8,-3.3
2000/12/14,3.0,7.4,-0.1
2000/12/15,3.7,11.9,-2.6
2000/12/16,6.9,16.0,-2.0
2000/12/17,6.8,12.2,0.8
2000/12/18,6.9,8.2,5.3
2000/12/19,9.8,18.1,5.7
2000/12/20,7.3,10.7,3.6
2000/12/21,9.3,16.9,5.3
2000/12/22,4.8,11.0,0.0
2000/12/23,4.8,11.6,-1.5
2000/12/24,8.5,14.1,1.3
2000/12/25,2.6,6.6,-2.0
2000/12/26,3.4,8.3,-1.3
2000/12/27,2.4,8.4,-2.6
2000/12/28,2.1,9.6,-4.0
2000/12/29,2.8,9.1,-3.2
2000/12/30,2.2,7.5,-3.2
2000/12/31,2.8,5.1,-0.1
2001/1/1,5.4,10.5,-1.0
2001/1/2,3.5,10.0,-3.9
2001/1/3,5.5,9.1,1.9
2001/1/4,2.1,6.4,-1.7
2001/1/5,3.1,8.7,-2.6
2001/1/6,2.4,7.4,-2.0
2001/1/7,-0.8,2.7,-4.8
2001/1/8,3.7,8.6,-1.0
2001/1/9,2.3,8.1,-3.0
2001/1/10,4.8,11.7,2.1
2001/1/11,4.4,10.4,-1.0
2001/1/12,3.8,8.3,-1.9
2001/1/13,0.4,4.7,-2.8
2001/1/14,-1.2,4.3,-5.1
2001/1/15,-1.9,4.7,-6.8
2001/1/16,-1.6,4.7,-7.9
2001/1/17,-0.3,7.1,-6.7
2001/1/18,0.9,8.5,-6.8
2001/1/19,2.4,5.4,-1.4
2001/1/20,1.2,6.3,-2.6
2001/1/21,1.9,8.7,-0.8
2001/1/22,0.8,4.9,-4.5
2001/1/23,2.6,9.4,-1.7
2001/1/24,1.0,6.4,-3.6
2001/1/25,0.7,5.1,-2.8
2001/1/26,3.0,5.5,0.2
2001/1/27,0.4,3.3,-1.2
2001/1/28,-0.6,3.2,-2.2
2001/1/29,-0.3,6.7,-4.9
2001/1/30,-1.8,5.3,-7.4
2001/1/31,-0.6,4.9,-6.8
2001/2/1,0.3,1.5,-1.0
2001/2/2,1.4,7.0,-2.9
2001/2/3,1.2,8.4,-5.3
2001/2/4,0.4,4.5,-3.9
2001/2/5,3.3,10.1,-2.4
2001/2/6,3.8,8.3,-1.5
2001/2/7,3.5,4.9,0.9
2001/2/8,3.9,10.2,0.3
2001/2/9,1.7,8.1,-3.0
2001/2/10,2.6,8.9,-3.9
2001/2/11,3.4,10.3,-3.1
2001/2/12,2.2,7.3,-2.5
2001/2/13,2.3,7.6,-2.1
2001/2/14,3.2,8.7,-0.4
2001/2/15,1.2,7.8,-4.8
2001/2/16,1.4,9.0,-3.2
2001/2/17,1.5,8.2,-5.0
2001/2/18,4.5,13.2,-2.5
2001/2/19,6.9,15.9,-1.1
2001/2/20,5.2,12.7,-1.1
2001/2/21,8.1,14.9,1.3
2001/2/22,10.3,18.7,3.0
2001/2/23,10.1,18.6,3.3
2001/2/24,7.4,8.7,5.6
2001/2/25,5.4,9.1,1.3
2001/2/26,3.0,9.5,-2.4
2001/2/27,4.7,12.5,-2.1
2001/2/28,7.0,12.7,2.5
2001/3/1,7.2,8.6,6.0
2001/3/2,5.5,10.5,1.9
2001/3/3,4.2,9.7,-2.2
2001/3/4,4.2,10.0,1.7
2001/3/5,4.9,10.2,0.5
2001/3/6,8.5,16.8,0.9
2001/3/7,8.0,17.4,3.4
2001/3/8,4.0,11.1,-1.2
2001/3/9,2.4,8.0,-2.3
2001/3/10,2.8,9.2,-4.4
2001/3/11,4.1,10.3,-1.1
2001/3/12,3.9,9.9,0.2
2001/3/13,4.5,10.9,0.0
2001/3/14,6.2,14.8,-2.4
2001/3/15,9.1,18.3,3.3
2001/3/16,7.2,15.4,0.5
2001/3/17,6.6,9.4,2.9
2001/3/18,11.9,19.3,6.8
2001/3/19,10.6,19.5,1.7
2001/3/20,11.7,21.9,2.8
2001/3/21,13.4,23.7,4.9
2001/3/22,11.8,18.3,5.3
2001/3/23,12.4,18.6,5.7
2001/3/24,13.2,20.8,7.4
2001/3/25,11.3,15.8,7.5
2001/3/26,13.8,20.5,9.1
2001/3/27,11.7,19.1,2.9
2001/3/28,12.4,20.6,6.4
2001/3/29,10.1,12.1,7.8
2001/3/30,8.1,12.2,3.6
2001/3/31,1.6,4.1,-0.9
