É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:24

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1993/12/1,9.5,14.1,6.7
1993/12/2,10.4,16.3,6.4
1993/12/3,11.4,19.3,3.9
1993/12/4,11.6,16.7,7.8
1993/12/5,7.2,12.0,3.5
1993/12/6,6.2,10.1,3.3
1993/12/7,6.2,12.7,1.5
1993/12/8,5.3,11.0,0.3
1993/12/9,5.7,13.3,0.2
1993/12/10,6.8,12.1,2.1
1993/12/11,8.5,13.5,6.0
1993/12/12,5.8,11.6,-0.3
1993/12/13,6.6,12.8,1.2
1993/12/14,6.2,9.2,3.6
1993/12/15,3.9,9.8,-0.6
1993/12/16,2.0,7.0,-3.4
1993/12/17,4.9,11.5,1.1
1993/12/18,3.6,10.1,-2.1
1993/12/19,1.3,6.6,-3.0
1993/12/20,1.9,5.3,-0.1
1993/12/21,4.4,9.0,0.7
1993/12/22,4.5,8.2,1.0
1993/12/23,3.4,7.3,-0.9
1993/12/24,2.5,10.4,-4.1
1993/12/25,3.9,10.6,-0.5
1993/12/26,4.1,11.2,-2.3
1993/12/27,7.3,13.2,2.2
1993/12/28,5.5,11.2,-0.1
1993/12/29,2.6,9.2,-2.5
1993/12/30,2.1,9.4,-3.6
1993/12/31,2.9,7.5,-2.1
1994/1/1,3.6,8.9,-1.1
1994/1/2,2.5,9.6,-2.2
1994/1/3,1.7,8.1,-2.8
1994/1/4,4.8,13.4,-2.4
1994/1/5,4.4,11.5,-0.8
1994/1/6,5.9,13.0,-0.9
1994/1/7,5.7,10.4,-1.2
1994/1/8,2.0,8.2,-2.6
1994/1/9,2.7,10.6,-2.8
1994/1/10,4.3,12.6,-3.3
1994/1/11,5.8,8.6,2.5
1994/1/12,5.9,11.2,0.6
1994/1/13,4.5,7.3,0.9
1994/1/14,3.3,7.7,0.9
1994/1/15,1.4,6.9,-3.7
1994/1/16,1.5,8.3,-4.4
1994/1/17,3.0,8.0,-2.5
1994/1/18,5.9,8.0,4.1
1994/1/19,3.9,8.6,0.2
1994/1/20,1.4,6.9,-4.0
1994/1/21,2.3,8.0,-1.1
1994/1/22,2.3,7.9,-2.6
1994/1/23,1.6,7.8,-4.5
1994/1/24,1.6,6.9,-2.4
1994/1/25,1.5,10.1,-5.1
1994/1/26,3.0,12.1,-4.2
1994/1/27,6.9,12.8,1.7
1994/1/28,3.9,9.7,0.7
1994/1/29,2.9,8.0,-0.3
1994/1/30,0.6,4.1,-3.0
1994/1/31,-0.1,6.8,-5.5
1994/2/1,-0.9,1.0,-2.9
1994/2/2,2.3,5.4,-2.3
1994/2/3,0.1,4.2,-5.2
1994/2/4,4.2,9.9,0.8
1994/2/5,3.0,10.6,-3.5
1994/2/6,4.7,13.0,-2.2
1994/2/7,6.3,15.1,-0.3
1994/2/8,6.0,13.2,-1.4
1994/2/9,6.3,12.9,2.4
1994/2/10,3.7,6.3,1.3
1994/2/11,3.3,8.6,-1.3
1994/2/12,0.2,2.3,-1.0
1994/2/13,0.9,4.3,-2.4
1994/2/14,2.4,7.3,-5.3
1994/2/15,2.7,10.1,-5.0
1994/2/16,5.7,11.9,0.4
1994/2/17,4.2,11.4,-2.2
1994/2/18,4.0,12.1,-3.1
1994/2/19,5.9,15.5,-2.2
1994/2/20,6.2,12.6,-1.0
1994/2/21,7.5,12.9,5.2
1994/2/22,4.6,7.8,1.9
1994/2/23,4.5,9.9,-0.6
1994/2/24,3.8,9.3,-0.5
1994/2/25,4.4,11.2,-3.0
1994/2/26,4.6,11.6,-1.3
1994/2/27,4.9,11.5,-0.4
1994/2/28,5.0,11.2,-0.3
1994/3/1,7.3,14.3,2.7
1994/3/2,6.1,12.9,2.0
1994/3/3,6.1,12.3,0.4
1994/3/4,7.6,13.9,3.1
1994/3/5,4.6,10.7,-1.2
1994/3/6,5.0,12.3,-1.1
1994/3/7,6.0,10.7,0.1
1994/3/8,6.4,7.4,5.8
1994/3/9,10.0,15.1,6.9
1994/3/10,7.6,9.5,3.4
1994/3/11,6.1,11.8,0.3
1994/3/12,4.7,9.6,1.6
1994/3/13,5.5,9.9,3.0
1994/3/14,4.7,10.1,0.9
1994/3/15,4.1,10.0,-1.9
1994/3/16,5.1,11.7,-2.0
1994/3/17,8.1,15.8,1.8
1994/3/18,6.9,13.4,1.8
1994/3/19,8.5,15.5,1.9
1994/3/20,9.0,13.3,5.8
1994/3/21,7.3,14.1,1.9
1994/3/22,6.4,11.8,2.6
1994/3/23,4.4,5.9,2.1
1994/3/24,9.0,18.0,2.9
1994/3/25,6.7,11.7,2.6
1994/3/26,5.9,12.3,0.1
1994/3/27,6.4,13.9,-0.6
1994/3/28,9.5,17.8,0.0
1994/3/29,11.2,17.7,5.6
1994/3/30,8.9,16.0,3.3
1994/3/31,12.3,22.6,3.2
