ダウンロードした時刻：2019/10/10 16:07:18

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,7.6,12.6,3.5
1981/12/2,2.2,4.9,-0.2
1981/12/3,2.8,6.8,0.5
1981/12/4,3.6,10.1,-0.9
1981/12/5,5.8,12.0,-0.1
1981/12/6,6.5,12.5,1.9
1981/12/7,5.8,11.0,1.3
1981/12/8,6.6,9.8,2.7
1981/12/9,7.5,10.8,5.1
1981/12/10,6.2,11.0,1.6
1981/12/11,6.1,13.4,-0.5
1981/12/12,8.1,14.9,1.8
1981/12/13,5.5,8.4,3.0
1981/12/14,3.2,6.4,1.1
1981/12/15,2.5,5.1,-0.3
1981/12/16,4.1,8.6,1.1
1981/12/17,5.2,10.9,0.8
1981/12/18,4.4,11.6,-0.3
1981/12/19,5.9,7.7,2.5
1981/12/20,5.7,8.7,2.5
1981/12/21,7.1,12.4,3.6
1981/12/22,7.0,12.1,3.1
1981/12/23,8.0,14.0,2.5
1981/12/24,5.7,7.8,4.1
1981/12/25,5.4,10.0,1.9
1981/12/26,5.4,12.6,-0.5
1981/12/27,8.1,15.3,2.2
1981/12/28,8.4,16.1,2.7
1981/12/29,9.2,12.3,5.6
1981/12/30,6.4,9.2,3.6
1981/12/31,4.7,8.7,2.3
1982/1/1,5.4,10.6,2.0
1982/1/2,4.4,10.6,-0.4
1982/1/3,4.4,10.7,-1.1
1982/1/4,9.2,14.3,2.9
1982/1/5,8.4,12.0,4.9
1982/1/6,5.0,9.5,2.0
1982/1/7,2.2,5.4,0.4
1982/1/8,1.9,6.5,-1.6
1982/1/9,4.3,8.5,-1.0
1982/1/10,4.7,11.4,0.2
1982/1/11,5.9,12.7,-0.9
1982/1/12,8.6,14.5,5.7
1982/1/13,4.3,8.6,1.1
1982/1/14,3.7,8.6,0.9
1982/1/15,3.5,8.4,-1.0
1982/1/16,2.5,8.4,-1.2
1982/1/17,1.2,4.9,-1.7
1982/1/18,1.9,8.0,-3.3
1982/1/19,1.5,4.8,-0.5
1982/1/20,2.1,6.2,-1.2
1982/1/21,3.2,9.4,-2.6
1982/1/22,6.6,12.2,1.3
1982/1/23,5.1,9.1,1.8
1982/1/24,3.7,7.8,-0.7
1982/1/25,4.2,7.0,1.7
1982/1/26,4.4,9.1,0.7
1982/1/27,3.9,9.4,0.0
1982/1/28,2.0,6.1,-1.2
1982/1/29,-1.9,0.9,-3.5
1982/1/30,-0.1,3.9,-3.7
1982/1/31,1.2,5.9,-4.5
1982/2/1,3.6,6.6,1.4
1982/2/2,1.9,4.3,-0.9
1982/2/3,3.3,8.1,-1.4
1982/2/4,3.7,5.7,2.6
1982/2/5,2.7,6.1,0.8
1982/2/6,2.7,7.7,-1.5
1982/2/7,0.4,3.5,-1.9
1982/2/8,1.7,6.2,-2.1
1982/2/9,2.8,7.9,-1.9
1982/2/10,2.9,6.1,0.1
1982/2/11,3.4,10.0,-2.6
1982/2/12,5.3,11.9,1.6
1982/2/13,3.7,9.3,-0.7
1982/2/14,2.8,6.8,-0.1
1982/2/15,2.7,6.7,-0.2
1982/2/16,4.7,10.8,-2.5
1982/2/17,3.9,6.1,2.5
1982/2/18,6.2,12.9,2.1
1982/2/19,8.2,11.0,3.4
1982/2/20,10.5,14.1,8.6
1982/2/21,8.0,11.0,4.8
1982/2/22,6.4,10.0,3.5
1982/2/23,6.4,12.5,2.2
1982/2/24,5.6,10.3,3.6
1982/2/25,4.1,8.4,1.5
1982/2/26,2.3,6.4,0.0
1982/2/27,4.0,10.4,-2.7
1982/2/28,6.5,12.0,0.4
1982/3/1,5.9,7.9,4.7
1982/3/2,3.6,7.9,1.0
1982/3/3,3.4,8.5,-0.4
1982/3/4,7.9,14.8,-0.8
1982/3/5,10.2,13.1,7.9
1982/3/6,8.5,12.0,5.1
1982/3/7,4.1,8.0,1.4
1982/3/8,4.5,10.6,-0.6
1982/3/9,6.0,13.3,-0.4
1982/3/10,7.4,15.1,0.7
1982/3/11,9.4,17.1,1.3
1982/3/12,9.4,13.5,3.9
1982/3/13,10.6,16.0,7.5
1982/3/14,10.8,17.5,3.9
1982/3/15,13.1,15.2,10.7
1982/3/16,14.5,20.1,11.0
1982/3/17,10.7,16.0,6.5
1982/3/18,8.6,13.1,4.3
1982/3/19,8.8,14.0,2.4
1982/3/20,10.5,11.8,8.2
1982/3/21,10.7,13.1,6.4
1982/3/22,10.9,19.9,3.1
1982/3/23,15.0,23.0,6.4
1982/3/24,8.4,15.4,3.3
1982/3/25,4.3,9.2,1.3
1982/3/26,4.4,9.4,1.1
1982/3/27,5.8,13.2,-0.2
1982/3/28,6.8,15.0,0.5
1982/3/29,9.0,17.8,0.2
1982/3/30,13.3,20.3,4.0
1982/3/31,11.1,15.0,8.4
