ダウンロードした時刻：2019/10/10 16:00:34

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,10.9,15.3,5.9
1994/12/2,13.0,17.3,10.1
1994/12/3,12.9,16.7,9.9
1994/12/4,10.4,14.1,7.4
1994/12/5,10.1,14.5,6.6
1994/12/6,9.1,13.8,5.7
1994/12/7,10.8,16.5,4.4
1994/12/8,12.4,16.0,8.2
1994/12/9,14.7,17.3,10.0
1994/12/10,10.7,14.4,7.1
1994/12/11,6.2,7.7,4.0
1994/12/12,9.9,12.3,6.6
1994/12/13,,,6.7
1994/12/14,8.8,12.8,5.9
1994/12/15,9.8,14.0,6.2
1994/12/16,5.7,9.4,3.4
1994/12/17,5.0,7.5,3.0
1994/12/18,5.9,10.5,1.6
1994/12/19,4.8,9.0,1.3
1994/12/20,4.0,5.7,2.4
1994/12/21,6.1,10.2,1.5
1994/12/22,7.5,11.2,3.6
1994/12/23,7.7,12.1,3.4
1994/12/24,9.0,13.5,4.1
1994/12/25,9.6,15.6,5.8
1994/12/26,6.2,8.3,4.3
1994/12/27,9.5,15.0,4.1
1994/12/28,9.5,11.9,7.7
1994/12/29,7.5,11.3,5.2
1994/12/30,6.0,8.3,3.6
1994/12/31,6.2,8.6,4.4
1995/1/1,6.1,10.5,3.4
1995/1/2,4.8,7.4,2.0
1995/1/3,5.7,12.5,1.8
1995/1/4,5.3,7.6,3.1
1995/1/5,9.3,13.1,6.3
1995/1/6,5.7,11.2,2.0
1995/1/7,6.1,11.1,0.7
1995/1/8,8.9,12.6,4.2
1995/1/9,11.1,15.9,4.5
1995/1/10,8.5,14.8,4.6
1995/1/11,6.2,10.2,1.8
1995/1/12,6.4,10.4,2.8
1995/1/13,5.7,10.9,1.3
1995/1/14,3.5,8.3,0.9
1995/1/15,3.6,9.5,-0.6
1995/1/16,4.0,8.5,0.3
1995/1/17,3.7,7.5,0.4
1995/1/18,4.9,9.3,-0.2
1995/1/19,4.8,9.1,2.3
1995/1/20,4.9,8.8,1.2
1995/1/21,6.5,10.6,1.6
1995/1/22,5.5,7.3,3.8
1995/1/23,9.8,14.4,5.2
1995/1/24,8.6,12.1,5.2
1995/1/25,5.6,10.1,3.7
1995/1/26,6.5,10.6,2.1
1995/1/27,5.7,9.5,2.7
1995/1/28,5.1,8.9,0.7
1995/1/29,6.2,9.8,2.9
1995/1/30,4.3,8.8,0.9
1995/1/31,3.9,9.3,-1.6
1995/2/1,4.6,9.3,0.4
1995/2/2,5.4,9.7,1.2
1995/2/3,6.1,10.9,3.2
1995/2/4,4.3,5.5,3.4
1995/2/5,2.3,4.1,0.6
1995/2/6,4.7,10.7,0.5
1995/2/7,5.3,9.8,0.7
1995/2/8,7.0,12.6,1.4
1995/2/9,7.5,10.7,4.5
1995/2/10,5.7,8.5,2.6
1995/2/11,5.6,9.4,1.0
1995/2/12,6.7,10.8,2.1
1995/2/13,7.6,9.3,4.5
1995/2/14,7.2,9.2,5.9
1995/2/15,6.6,9.9,3.6
1995/2/16,6.4,10.5,3.7
1995/2/17,5.4,9.7,2.2
1995/2/18,6.0,11.6,1.6
1995/2/19,7.3,11.7,4.4
1995/2/20,6.6,11.1,4.0
1995/2/21,6.6,11.9,2.2
1995/2/22,6.6,12.3,2.2
1995/2/23,7.4,11.8,3.4
1995/2/24,7.9,12.4,3.9
1995/2/25,5.1,6.6,3.8
1995/2/26,3.5,5.4,0.7
1995/2/27,7.7,14.6,2.0
1995/2/28,7.4,10.9,4.5
1995/3/1,5.7,11.4,0.5
1995/3/2,6.9,8.8,4.8
1995/3/3,6.4,9.7,4.0
1995/3/4,2.9,5.0,0.9
1995/3/5,5.3,10.4,2.1
1995/3/6,6.5,11.6,1.5
1995/3/7,7.8,12.4,3.1
1995/3/8,9.5,15.3,3.4
1995/3/9,9.2,14.1,4.5
1995/3/10,5.5,8.2,3.4
1995/3/11,9.7,14.7,6.3
1995/3/12,8.2,13.4,4.8
1995/3/13,6.8,11.4,2.6
1995/3/14,8.6,12.8,3.8
1995/3/15,9.2,12.5,6.8
1995/3/16,10.9,13.9,7.0
1995/3/17,15.3,17.4,12.6
1995/3/18,6.8,15.6,4.6
1995/3/19,6.9,10.5,4.2
1995/3/20,9.1,14.3,4.0
1995/3/21,11.2,15.8,5.5
1995/3/22,13.3,19.7,8.1
1995/3/23,11.2,13.2,9.2
1995/3/24,11.8,14.7,10.2
1995/3/25,7.4,11.4,2.7
1995/3/26,3.0,4.9,1.1
1995/3/27,9.2,14.2,3.7
1995/3/28,8.8,13.8,5.8
1995/3/29,8.2,11.2,4.1
1995/3/30,8.6,11.1,6.6
1995/3/31,14.0,19.1,10.2
