ダウンロードした時刻：2017/07/24 15:41:25

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,5.0,9.2,1.3
1990/1/2,6.1,9.5,0.9
1990/1/3,6.7,9.4,2.7
1990/1/4,4.5,8.0,1.0
1990/1/5,6.3,10.5,1.3
1990/1/6,9.7,15.1,4.3
1990/1/7,4.9,8.1,1.9
1990/1/8,4.9,8.3,0.3
1990/1/9,7.0,11.1,1.7
1990/1/10,10.7,17.1,4.2
1990/1/11,10.5,13.7,8.8
1990/1/12,8.9,12.6,5.7
1990/1/13,6.1,9.9,2.4
1990/1/14,4.3,7.2,2.0
1990/1/15,5.3,7.6,1.3
1990/1/16,4.7,6.2,3.7
1990/1/17,3.8,6.8,0.6
1990/1/18,9.8,14.3,2.8
1990/1/19,10.9,14.4,7.3
1990/1/20,5.6,8.4,3.5
1990/1/21,4.6,7.0,2.9
1990/1/22,6.1,10.1,0.7
1990/1/23,4.5,7.8,1.6
1990/1/24,3.0,7.1,-0.6
1990/1/25,2.1,4.8,-0.7
1990/1/26,2.1,5.3,-1.9
1990/1/27,1.9,5.8,-2.1
1990/1/28,2.7,5.4,-1.0
1990/1/29,5.4,7.5,2.5
1990/1/30,7.0,9.5,3.7
1990/1/31,3.7,4.8,2.2
1990/2/1,4.3,4.9,3.5
1990/2/2,3.9,5.5,1.8
1990/2/3,4.3,9.2,0.1
1990/2/4,7.1,8.2,5.0
1990/2/5,6.5,7.0,5.4
1990/2/6,7.3,9.0,6.3
1990/2/7,8.3,8.9,7.7
1990/2/8,8.8,10.3,7.5
1990/2/9,6.2,7.5,5.7
1990/2/10,6.0,9.5,1.2
1990/2/11,14.1,16.5,5.4
1990/2/12,11.2,13.3,9.3
1990/2/13,7.7,9.3,4.1
1990/2/14,6.5,8.7,4.9
1990/2/15,9.1,9.8,6.6
1990/2/16,8.7,10.1,6.8
1990/2/17,8.6,10.1,7.1
1990/2/18,8.3,10.8,5.1
1990/2/19,11.4,13.0,9.6
1990/2/20,14.4,16.1,10.9
1990/2/21,13.3,15.9,10.8
1990/2/22,12.3,14.2,9.6
1990/2/23,13.1,14.4,11.8
1990/2/24,14.2,16.7,12.9
1990/2/25,11.9,13.1,10.6
1990/2/26,11.3,12.8,10.4
1990/2/27,9.4,10.8,7.7
1990/2/28,7.8,9.1,7.0
1990/3/1,11.1,13.5,7.7
1990/3/2,11.1,13.5,9.7
1990/3/3,10.4,12.3,8.5
1990/3/4,10.5,12.7,7.7
1990/3/5,9.4,10.3,7.7
1990/3/6,8.9,10.8,7.4
1990/3/7,10.5,14.7,6.6
1990/3/8,6.5,9.8,3.6
1990/3/9,8.9,11.9,3.5
1990/3/10,11.3,13.1,7.8
1990/3/11,12.5,15.1,6.5
1990/3/12,13.8,17.7,7.5
1990/3/13,5.9,9.7,3.0
1990/3/14,9.6,13.8,1.7
1990/3/15,14.1,18.9,10.0
1990/3/16,10.0,12.8,6.0
1990/3/17,10.0,12.4,6.4
1990/3/18,9.7,12.8,7.5
1990/3/19,11.0,14.3,6.7
1990/3/20,12.3,17.5,7.9
1990/3/21,10.6,12.7,9.5
1990/3/22,11.9,14.5,7.4
1990/3/23,13.2,15.1,8.6
1990/3/24,15.0,19.1,10.9
1990/3/25,9.1,12.6,5.9
1990/3/26,6.8,8.9,3.5
1990/3/27,9.4,12.3,3.5
1990/3/28,13.2,15.6,9.5
1990/3/29,10.6,11.8,9.9
1990/3/30,11.5,13.0,10.2
1990/3/31,14.6,15.8,12.7
1990/4/1,14.7,17.3,12.4
1990/4/2,13.1,15.0,11.7
1990/4/3,15.5,19.7,10.2
1990/4/4,16.0,17.5,14.8
1990/4/5,9.1,15.6,6.3
1990/4/6,11.0,15.3,5.0
1990/4/7,14.0,16.9,8.3
1990/4/8,14.8,17.5,10.5
1990/4/9,13.7,17.8,9.0
1990/4/10,15.4,20.4,11.0
1990/4/11,14.7,17.1,12.8
1990/4/12,15.2,19.0,10.2
1990/4/13,16.4,17.8,14.7
1990/4/14,14.8,18.7,11.9
1990/4/15,11.4,13.9,9.2
1990/4/16,10.2,11.9,9.3
1990/4/17,11.0,13.7,9.5
1990/4/18,10.2,12.0,8.8
1990/4/19,10.9,13.2,9.2
1990/4/20,12.9,14.9,10.2
1990/4/21,13.5,15.2,11.9
1990/4/22,16.5,18.2,14.6
1990/4/23,17.3,20.0,14.2
1990/4/24,14.3,18.7,11.2
1990/4/25,13.8,15.4,11.1
1990/4/26,16.2,17.9,14.6
1990/4/27,15.8,18.0,14.1
1990/4/28,16.8,20.3,13.8
1990/4/29,15.2,20.3,10.8
1990/4/30,13.3,19.2,8.0
1990/5/1,12.7,17.1,9.2
