É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:45:47

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1988/1/1,10.0,19.7,1.7
1988/1/2,11.1,14.5,7.7
1988/1/3,9.5,16.2,6.2
1988/1/4,9.6,12.3,5.5
1988/1/5,9.0,10.4,7.5
1988/1/6,7.2,14.0,3.5
1988/1/7,8.1,10.8,4.1
1988/1/8,9.5,11.2,7.0
1988/1/9,7.3,10.7,4.4
1988/1/10,4.1,6.3,2.8
1988/1/11,4.0,8.9,-0.2
1988/1/12,3.4,8.6,-1.3
1988/1/13,5.6,13.8,0.3
1988/1/14,8.0,17.7,-0.1
1988/1/15,10.5,12.8,6.1
1988/1/16,9.8,14.3,6.9
1988/1/17,7.0,11.4,3.9
1988/1/18,6.3,9.9,3.5
1988/1/19,4.8,9.0,1.1
1988/1/20,5.9,14.6,-0.4
1988/1/21,13.3,22.5,3.6
1988/1/22,12.3,18.3,10.3
1988/1/23,4.1,11.9,-0.3
1988/1/24,1.9,4.8,-0.8
1988/1/25,6.0,7.0,4.3
1988/1/26,6.1,10.2,2.8
1988/1/27,5.4,10.6,1.6
1988/1/28,5.4,13.7,-0.5
1988/1/29,8.9,15.8,3.7
1988/1/30,8.3,13.0,4.2
1988/1/31,5.9,9.8,1.9
1988/2/1,4.4,11.3,-1.0
1988/2/2,5.2,12.3,0.2
1988/2/3,0.2,2.1,-1.5
1988/2/4,3.9,10.1,-1.3
1988/2/5,14.0,21.0,1.7
1988/2/6,8.6,13.4,4.5
1988/2/7,2.6,5.1,0.0
1988/2/8,2.7,7.4,0.4
1988/2/9,4.5,9.2,2.0
1988/2/10,4.3,9.2,1.3
1988/2/11,4.7,10.3,0.5
1988/2/12,5.5,11.6,0.0
1988/2/13,5.5,12.4,-0.3
1988/2/14,6.5,13.5,2.3
1988/2/15,6.6,11.7,2.6
1988/2/16,5.2,9.6,1.4
1988/2/17,4.9,10.3,0.6
1988/2/18,2.8,4.5,1.1
1988/2/19,3.6,10.4,-2.6
1988/2/20,5.4,10.9,-0.2
1988/2/21,7.2,14.5,1.1
1988/2/22,7.1,13.1,-0.9
1988/2/23,10.0,11.7,8.7
1988/2/24,9.9,16.1,6.8
1988/2/25,10.2,17.1,5.0
1988/2/26,6.9,7.7,5.7
1988/2/27,6.4,7.7,5.6
1988/2/28,7.1,13.3,0.7
1988/2/29,6.7,8.8,3.6
1988/3/1,8.6,9.9,7.2
1988/3/2,8.7,14.6,5.8
1988/3/3,4.6,8.2,0.7
1988/3/4,3.3,9.5,-1.0
1988/3/5,3.9,7.7,-0.2
1988/3/6,6.2,11.2,0.6
1988/3/7,3.9,7.6,0.0
1988/3/8,4.7,9.3,0.3
1988/3/9,6.5,12.5,1.3
1988/3/10,7.7,15.2,1.5
1988/3/11,12.5,19.9,5.0
1988/3/12,12.3,15.4,7.2
1988/3/13,11.8,18.1,4.0
1988/3/14,14.6,17.2,12.7
1988/3/15,11.0,15.6,6.8
1988/3/16,6.0,8.6,2.6
1988/3/17,6.9,8.7,4.7
1988/3/18,8.5,14.0,5.3
1988/3/19,9.5,15.7,3.1
1988/3/20,10.5,17.1,4.7
1988/3/21,12.1,16.2,7.1
1988/3/22,11.6,17.6,9.9
1988/3/23,9.9,15.0,5.6
1988/3/24,9.7,17.0,2.6
1988/3/25,11.6,13.9,8.0
1988/3/26,9.0,11.7,6.8
1988/3/27,8.6,15.1,4.8
1988/3/28,9.1,15.5,3.6
1988/3/29,10.3,14.9,6.2
1988/3/30,7.4,10.3,6.7
1988/3/31,9.8,17.0,5.2
1988/4/1,11.3,17.2,5.2
1988/4/2,11.5,12.8,10.5
1988/4/3,13.6,19.4,8.3
1988/4/4,11.9,15.5,8.1
1988/4/5,14.6,21.4,6.8
1988/4/6,14.8,20.5,9.3
1988/4/7,9.4,12.0,7.2
1988/4/8,9.1,14.2,5.9
1988/4/9,8.7,16.8,2.6
1988/4/10,10.4,18.9,2.5
1988/4/11,14.2,21.9,5.1
1988/4/12,17.2,18.5,13.8
1988/4/13,14.5,19.3,8.4
1988/4/14,12.5,19.4,6.7
1988/4/15,11.5,19.7,4.0
1988/4/16,12.9,21.5,4.6
1988/4/17,16.5,22.8,10.7
1988/4/18,13.9,17.6,9.9
1988/4/19,14.7,21.3,7.8
1988/4/20,18.0,26.0,11.0
1988/4/21,17.6,22.5,15.6
1988/4/22,13.9,17.3,10.3
1988/4/23,11.3,19.1,6.9
1988/4/24,12.3,18.1,7.7
1988/4/25,13.3,21.5,5.9
1988/4/26,15.8,23.4,7.3
1988/4/27,14.4,16.8,11.7
1988/4/28,17.7,22.6,13.4
1988/4/29,18.1,24.1,14.7
1988/4/30,18.5,25.7,12.2
1988/5/1,20.7,28.5,14.1
