ダウンロードした時刻：2019/10/10 16:08:41

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,9.3,12.6,6.3
2002/12/2,8.8,13.7,5.2
2002/12/3,8.6,12.7,3.5
2002/12/4,11.0,13.7,8.7
2002/12/5,12.2,14.4,10.1
2002/12/6,8.7,11.0,6.4
2002/12/7,6.7,8.7,5.5
2002/12/8,6.3,7.5,4.3
2002/12/9,6.3,10.4,3.8
2002/12/10,4.1,6.7,2.4
2002/12/11,2.9,6.5,0.1
2002/12/12,5.0,8.6,1.3
2002/12/13,3.3,4.8,1.8
2002/12/14,3.6,6.3,1.1
2002/12/15,3.8,8.2,-0.4
2002/12/16,6.1,9.5,1.4
2002/12/17,7.2,10.7,2.0
2002/12/18,5.3,8.6,1.8
2002/12/19,7.1,9.3,4.6
2002/12/20,6.2,8.2,3.3
2002/12/21,6.0,8.0,3.4
2002/12/22,7.7,10.5,6.0
2002/12/23,7.0,11.1,2.2
2002/12/24,6.0,9.8,1.4
2002/12/25,6.9,11.6,3.3
2002/12/26,1.6,4.5,0.3
2002/12/27,1.9,3.0,0.3
2002/12/28,3.4,7.7,0.6
2002/12/29,3.7,5.3,1.5
2002/12/30,3.7,7.0,1.5
2002/12/31,3.6,7.2,0.7
2003/1/1,4.3,7.2,1.0
2003/1/2,1.9,4.2,-0.4
2003/1/3,1.2,3.0,-1.2
2003/1/4,4.0,6.8,1.0
2003/1/5,0.3,3.4,-1.6
2003/1/6,-0.2,1.7,-2.1
2003/1/7,1.6,4.6,-3.2
2003/1/8,2.5,5.9,-0.7
2003/1/9,1.7,6.4,-2.4
2003/1/10,3.8,7.0,0.9
2003/1/11,4.9,9.8,0.7
2003/1/12,5.3,9.3,2.3
2003/1/13,3.5,8.2,-0.3
2003/1/14,4.2,11.0,-0.1
2003/1/15,0.1,1.8,-1.2
2003/1/16,0.7,4.0,-3.0
2003/1/17,3.1,7.5,-1.5
2003/1/18,4.6,8.0,1.6
2003/1/19,3.5,5.6,1.5
2003/1/20,5.1,8.2,2.6
2003/1/21,2.5,3.5,0.8
2003/1/22,3.1,5.1,0.6
2003/1/23,4.0,6.8,1.8
2003/1/24,2.0,4.3,0.5
2003/1/25,4.0,6.6,1.1
2003/1/26,4.3,6.4,-0.4
2003/1/27,7.4,9.7,4.8
2003/1/28,4.3,7.5,1.6
2003/1/29,-0.6,2.1,-4.2
2003/1/30,-0.6,2.7,-3.9
2003/1/31,2.0,5.2,-1.1
2003/2/1,2.4,4.3,1.5
2003/2/2,2.4,5.8,1.0
2003/2/3,2.6,5.3,0.5
2003/2/4,2.8,6.8,-1.1
2003/2/5,3.9,7.2,1.4
2003/2/6,2.4,4.4,-0.3
2003/2/7,2.7,8.2,-2.5
2003/2/8,4.6,10.1,-0.7
2003/2/9,7.5,9.8,3.0
2003/2/10,7.3,14.0,2.6
2003/2/11,6.9,8.1,5.0
2003/2/12,4.2,6.9,1.1
2003/2/13,3.9,8.2,0.4
2003/2/14,4.6,6.7,1.8
2003/2/15,5.9,9.8,3.1
2003/2/16,5.8,7.6,4.2
2003/2/17,6.3,9.3,2.0
2003/2/18,3.7,8.6,-0.4
2003/2/19,4.3,8.9,0.2
2003/2/20,4.2,7.2,1.8
2003/2/21,4.1,7.5,1.6
2003/2/22,3.9,5.6,1.7
2003/2/23,7.1,10.9,4.4
2003/2/24,6.0,9.1,4.3
2003/2/25,5.9,9.9,2.0
2003/2/26,4.6,7.8,0.1
2003/2/27,5.2,7.7,2.8
2003/2/28,5.0,9.7,1.8
2003/3/1,7.0,9.1,3.5
2003/3/2,7.8,11.2,4.4
2003/3/3,5.2,8.4,1.8
2003/3/4,0.6,2.9,-0.9
2003/3/5,2.3,5.9,-0.2
2003/3/6,4.2,8.8,-0.6
2003/3/7,8.5,10.8,4.9
2003/3/8,4.4,6.5,2.6
2003/3/9,3.1,5.9,1.4
2003/3/10,3.4,6.6,1.7
2003/3/11,3.0,6.2,1.2
2003/3/12,3.9,7.1,2.7
2003/3/13,4.1,8.4,-0.4
2003/3/14,5.4,10.8,0.0
2003/3/15,6.0,8.0,4.4
2003/3/16,5.8,8.0,1.5
2003/3/17,7.6,10.5,4.7
2003/3/18,6.2,9.6,3.7
2003/3/19,5.0,8.6,1.0
2003/3/20,6.8,10.5,4.3
2003/3/21,6.1,11.5,3.4
2003/3/22,5.7,8.9,3.0
2003/3/23,6.6,13.0,0.4
2003/3/24,9.4,16.6,3.0
2003/3/25,10.3,14.4,8.8
2003/3/26,10.5,15.5,7.6
2003/3/27,10.9,17.7,5.3
2003/3/28,9.4,13.0,7.2
2003/3/29,8.4,11.1,6.4
2003/3/30,7.7,13.8,1.0
2003/3/31,9.4,14.0,4.2
