ダウンロードした時刻：2019/10/10 15:58:22

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,11.4,16.4,6.0
1994/12/2,15.5,21.3,11.3
1994/12/3,15.4,20.5,9.3
1994/12/4,10.0,16.8,4.2
1994/12/5,10.1,12.8,5.0
1994/12/6,10.0,14.9,5.0
1994/12/7,10.8,18.0,2.7
1994/12/8,11.8,18.0,5.4
1994/12/9,14.0,18.4,10.1
1994/12/10,11.8,16.4,7.0
1994/12/11,11.7,13.9,10.0
1994/12/12,12.7,15.1,9.5
1994/12/13,13.1,16.6,10.0
1994/12/14,9.8,13.8,6.5
1994/12/15,9.6,14.0,6.3
1994/12/16,7.2,11.2,4.3
1994/12/17,5.7,11.0,1.6
1994/12/18,6.5,13.3,-0.2
1994/12/19,6.6,11.4,0.4
1994/12/20,5.2,8.6,2.2
1994/12/21,6.1,10.8,0.7
1994/12/22,7.9,14.6,1.7
1994/12/23,9.7,16.5,3.8
1994/12/24,10.0,17.5,3.8
1994/12/25,11.9,18.3,5.2
1994/12/26,9.6,11.5,8.2
1994/12/27,12.8,16.6,8.8
1994/12/28,12.1,16.4,7.4
1994/12/29,9.5,14.1,5.4
1994/12/30,7.1,10.9,3.5
1994/12/31,8.3,12.4,5.5
1995/1/1,5.8,11.0,0.5
1995/1/2,6.0,10.5,0.1
1995/1/3,10.6,16.3,4.5
1995/1/4,12.4,17.3,9.7
1995/1/5,9.1,12.2,5.5
1995/1/6,5.4,9.3,0.5
1995/1/7,4.9,11.8,-1.8
1995/1/8,7.8,14.2,1.7
1995/1/9,10.1,16.5,2.4
1995/1/10,8.9,13.4,5.3
1995/1/11,6.4,12.0,0.5
1995/1/12,6.9,12.2,1.8
1995/1/13,5.5,9.5,2.1
1995/1/14,3.9,9.2,-1.1
1995/1/15,3.9,10.0,-2.4
1995/1/16,3.6,9.3,-2.4
1995/1/17,4.8,10.0,-0.4
1995/1/18,5.2,10.7,-0.9
1995/1/19,7.8,12.1,4.4
1995/1/20,6.1,10.5,2.3
1995/1/21,7.0,12.2,2.2
1995/1/22,6.5,8.8,2.6
1995/1/23,10.5,14.5,7.3
1995/1/24,9.2,14.5,4.1
1995/1/25,6.8,10.4,3.7
1995/1/26,5.8,11.7,0.1
1995/1/27,5.9,10.4,0.1
1995/1/28,6.0,12.8,-0.8
1995/1/29,5.9,13.3,-1.1
1995/1/30,4.2,8.6,1.3
1995/1/31,3.8,8.6,-0.5
1995/2/1,4.1,9.7,-2.0
1995/2/2,5.3,10.8,-1.3
1995/2/3,6.4,11.4,0.4
1995/2/4,6.8,10.9,1.7
1995/2/5,4.7,7.8,2.1
1995/2/6,5.3,11.4,-0.4
1995/2/7,5.8,11.5,-0.7
1995/2/8,6.9,13.8,0.1
1995/2/9,8.7,14.9,3.8
1995/2/10,7.6,11.1,2.0
1995/2/11,7.0,11.3,2.6
1995/2/12,8.5,15.2,1.5
1995/2/13,11.6,17.2,7.8
1995/2/14,10.9,15.5,8.6
1995/2/15,8.9,14.2,4.8
1995/2/16,7.2,12.7,2.4
1995/2/17,5.5,11.3,-0.4
1995/2/18,6.2,11.5,-0.7
1995/2/19,7.9,12.7,3.2
1995/2/20,7.4,12.5,2.1
1995/2/21,6.7,12.4,0.7
1995/2/22,6.4,12.3,-0.7
1995/2/23,7.6,13.0,2.1
1995/2/24,8.0,12.9,2.0
1995/2/25,6.9,9.0,5.3
1995/2/26,5.4,9.3,3.0
1995/2/27,7.9,14.5,-0.1
1995/2/28,7.9,12.6,3.5
1995/3/1,8.9,15.1,4.7
1995/3/2,8.7,12.9,4.2
1995/3/3,8.2,11.4,6.3
1995/3/4,6.2,10.3,4.1
1995/3/5,7.1,11.8,3.3
1995/3/6,7.3,12.7,1.0
1995/3/7,8.7,14.8,2.0
1995/3/8,9.9,18.0,3.1
1995/3/9,9.9,15.5,2.3
1995/3/10,8.6,10.2,6.7
1995/3/11,10.2,14.8,5.1
1995/3/12,8.7,13.5,2.5
1995/3/13,9.0,13.7,5.8
1995/3/14,9.5,13.5,5.0
1995/3/15,10.8,14.1,7.3
1995/3/16,10.4,12.9,9.3
1995/3/17,14.6,18.0,11.0
1995/3/18,10.7,15.2,6.4
1995/3/19,8.9,14.7,3.9
1995/3/20,8.3,13.2,2.8
1995/3/21,10.9,18.0,3.1
1995/3/22,14.7,22.9,6.7
1995/3/23,13.8,17.4,11.0
1995/3/24,14.0,17.6,11.5
1995/3/25,11.3,16.3,5.6
1995/3/26,6.4,8.1,4.8
1995/3/27,9.4,16.9,3.4
1995/3/28,11.6,17.4,4.8
1995/3/29,8.8,11.6,7.3
1995/3/30,10.6,13.4,8.2
1995/3/31,15.3,20.2,12.0
