ダウンロードした時刻：2019/10/10 16:08:50

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,9.6,14.7,4.6
2009/12/2,9.2,15.1,4.7
2009/12/3,9.4,11.4,6.2
2009/12/4,10.7,13.9,5.6
2009/12/5,9.2,12.2,5.4
2009/12/6,8.6,12.6,6.1
2009/12/7,8.0,10.3,5.7
2009/12/8,7.8,11.7,3.7
2009/12/9,8.0,12.4,2.3
2009/12/10,8.9,12.2,4.9
2009/12/11,11.1,12.6,9.6
2009/12/12,12.2,14.1,10.2
2009/12/13,8.9,11.3,4.7
2009/12/14,7.4,12.4,2.6
2009/12/15,5.6,9.3,2.0
2009/12/16,5.8,8.0,4.3
2009/12/17,4.5,7.5,2.3
2009/12/18,3.1,6.5,0.5
2009/12/19,2.1,5.0,-1.2
2009/12/20,3.8,7.9,0.5
2009/12/21,2.5,4.2,0.9
2009/12/22,3.7,7.9,0.5
2009/12/23,4.0,7.4,0.2
2009/12/24,6.5,10.3,2.4
2009/12/25,6.3,11.4,0.9
2009/12/26,8.3,11.7,6.2
2009/12/27,6.9,9.6,3.5
2009/12/28,5.2,7.6,3.8
2009/12/29,4.5,7.9,1.9
2009/12/30,4.4,9.2,0.7
2009/12/31,3.3,6.6,-1.0
2010/1/1,1.1,3.8,-1.5
2010/1/2,2.7,5.8,0.3
2010/1/3,4.2,6.9,1.9
2010/1/4,4.8,7.7,2.3
2010/1/5,4.8,7.8,2.1
2010/1/6,2.5,5.5,0.2
2010/1/7,0.9,3.2,-0.1
2010/1/8,3.2,6.7,0.6
2010/1/9,2.5,5.3,1.0
2010/1/10,4.3,7.4,1.6
2010/1/11,4.1,8.1,0.8
2010/1/12,4.7,6.2,3.5
2010/1/13,1.8,4.7,-0.9
2010/1/14,1.1,4.2,-2.0
2010/1/15,2.2,4.9,-0.8
2010/1/16,2.4,4.7,0.2
2010/1/17,1.6,5.3,-1.2
2010/1/18,3.6,6.8,-0.6
2010/1/19,6.4,11.2,2.4
2010/1/20,5.7,10.3,0.8
2010/1/21,6.9,9.5,3.9
2010/1/22,4.4,6.4,2.7
2010/1/23,3.5,6.5,1.9
2010/1/24,3.8,8.1,0.7
2010/1/25,2.6,5.7,-1.3
2010/1/26,4.0,6.5,1.6
2010/1/27,4.2,9.4,-1.1
2010/1/28,6.9,9.4,4.2
2010/1/29,6.0,8.8,3.6
2010/1/30,5.4,9.7,1.6
2010/1/31,4.9,6.6,2.5
2010/2/1,2.7,5.4,0.7
2010/2/2,4.7,8.2,1.4
2010/2/3,2.8,5.6,0.4
2010/2/4,2.6,5.4,0.5
2010/2/5,2.2,5.7,0.4
2010/2/6,1.4,3.6,-0.2
2010/2/7,3.4,6.7,0.2
2010/2/8,3.7,6.9,0.1
2010/2/9,8.0,11.4,5.2
2010/2/10,8.2,9.6,6.6
2010/2/11,5.1,6.8,3.9
2010/2/12,4.1,6.5,2.5
2010/2/13,3.6,6.5,0.8
2010/2/14,3.9,7.6,0.0
2010/2/15,4.9,6.9,2.2
2010/2/16,4.6,7.0,1.2
2010/2/17,2.8,5.5,0.6
2010/2/18,3.8,8.0,-0.2
2010/2/19,3.3,6.7,1.0
2010/2/20,3.8,8.0,1.3
2010/2/21,4.3,9.0,-0.5
2010/2/22,5.5,11.4,-0.8
2010/2/23,8.7,13.9,4.3
2010/2/24,9.9,19.0,3.5
2010/2/25,12.6,19.6,6.6
2010/2/26,13.0,14.6,11.4
2010/2/27,9.2,12.4,7.8
2010/2/28,7.8,10.4,5.9
2010/3/1,6.9,9.5,2.8
2010/3/2,8.8,11.2,7.6
2010/3/3,7.9,10.9,4.7
2010/3/4,8.6,11.4,6.0
2010/3/5,10.3,13.3,8.9
2010/3/6,8.9,10.5,7.8
2010/3/7,6.1,8.0,5.0
2010/3/8,5.8,9.6,4.2
2010/3/9,4.3,5.4,3.3
2010/3/10,4.1,7.3,1.4
2010/3/11,3.8,8.2,0.9
2010/3/12,6.6,13.5,-0.1
2010/3/13,9.3,13.2,6.5
2010/3/14,8.7,13.8,5.4
2010/3/15,10.8,16.1,4.7
2010/3/16,9.6,13.1,4.0
2010/3/17,5.5,8.2,3.0
2010/3/18,6.1,9.8,1.9
2010/3/19,7.4,11.8,4.8
2010/3/20,12.3,20.4,3.2
2010/3/21,8.9,17.8,3.3
2010/3/22,7.6,10.8,4.0
2010/3/23,6.9,7.9,5.9
2010/3/24,7.4,8.3,6.6
2010/3/25,6.6,7.7,4.6
2010/3/26,4.3,8.2,1.6
2010/3/27,5.7,10.4,0.1
2010/3/28,7.0,11.4,4.9
2010/3/29,3.9,7.3,0.7
2010/3/30,4.3,8.6,1.4
2010/3/31,6.5,11.9,1.2
