ダウンロードした時刻：2019/10/10 16:00:43

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,11.3,15.6,8.0
2001/12/2,11.5,16.2,6.9
2001/12/3,11.5,16.0,8.0
2001/12/4,9.8,12.2,8.3
2001/12/5,10.5,13.6,8.4
2001/12/6,9.3,10.3,8.3
2001/12/7,9.0,12.0,7.3
2001/12/8,8.5,12.1,6.1
2001/12/9,8.0,12.9,4.0
2001/12/10,7.9,12.1,6.0
2001/12/11,7.7,11.2,5.3
2001/12/12,8.8,12.8,4.4
2001/12/13,8.5,12.0,6.0
2001/12/14,10.3,14.4,5.6
2001/12/15,6.6,10.6,4.1
2001/12/16,7.0,11.5,2.6
2001/12/17,8.0,12.7,2.8
2001/12/18,7.2,11.0,4.5
2001/12/19,6.9,11.5,2.0
2001/12/20,6.9,11.2,2.9
2001/12/21,4.5,6.7,2.3
2001/12/22,7.1,13.1,2.6
2001/12/23,6.4,10.4,2.5
2001/12/24,7.1,11.6,2.3
2001/12/25,7.1,10.6,5.4
2001/12/26,8.4,12.4,6.4
2001/12/27,6.6,9.8,3.7
2001/12/28,6.4,10.6,2.8
2001/12/29,6.1,9.9,3.3
2001/12/30,8.6,13.3,2.9
2001/12/31,5.9,10.2,1.6
2002/1/1,7.5,13.6,2.1
2002/1/2,5.7,11.3,1.6
2002/1/3,4.1,9.0,0.6
2002/1/4,6.6,11.8,0.7
2002/1/5,7.3,11.4,3.4
2002/1/6,5.5,10.9,1.5
2002/1/7,4.3,7.6,1.0
2002/1/8,6.6,12.0,2.4
2002/1/9,7.1,11.4,3.6
2002/1/10,7.8,13.4,1.8
2002/1/11,11.0,16.6,6.9
2002/1/12,9.5,13.9,5.2
2002/1/13,9.1,12.5,6.8
2002/1/14,8.6,11.8,4.6
2002/1/15,11.8,17.3,5.3
2002/1/16,11.4,15.4,8.1
2002/1/17,6.4,8.3,5.4
2002/1/18,6.2,8.9,4.6
2002/1/19,5.5,7.8,3.0
2002/1/20,6.2,10.7,1.2
2002/1/21,9.2,14.7,4.3
2002/1/22,10.2,13.0,5.2
2002/1/23,6.5,11.0,2.8
2002/1/24,6.6,10.9,2.2
2002/1/25,6.1,11.2,2.5
2002/1/26,3.8,5.7,2.0
2002/1/27,7.6,13.2,2.0
2002/1/28,8.0,11.8,4.2
2002/1/29,5.5,10.0,0.8
2002/1/30,5.0,9.3,0.8
2002/1/31,5.2,8.9,2.1
2002/2/1,5.7,9.1,2.5
2002/2/2,7.0,11.4,1.9
2002/2/3,5.3,8.2,3.8
2002/2/4,7.0,10.9,4.7
2002/2/5,7.0,9.8,4.6
2002/2/6,7.6,11.1,5.0
2002/2/7,9.5,14.4,5.2
2002/2/8,9.1,14.2,3.3
2002/2/9,8.6,13.0,3.0
2002/2/10,3.2,4.9,1.5
2002/2/11,3.4,8.2,-0.2
2002/2/12,5.4,10.6,0.5
2002/2/13,5.0,8.9,0.8
2002/2/14,5.4,10.1,1.8
2002/2/15,5.4,10.9,1.6
2002/2/16,6.6,10.5,1.7
2002/2/17,6.9,9.9,3.2
2002/2/18,7.8,15.7,3.5
2002/2/19,6.2,10.9,1.1
2002/2/20,8.5,13.6,3.5
2002/2/21,9.8,15.2,3.7
2002/2/22,11.5,16.4,7.6
2002/2/23,10.4,13.5,8.1
2002/2/24,8.5,12.4,6.0
2002/2/25,8.0,11.6,4.4
2002/2/26,8.9,11.8,5.8
2002/2/27,10.4,13.8,8.2
2002/2/28,9.6,11.0,7.8
2002/3/1,11.4,14.5,9.5
2002/3/2,12.1,16.9,9.0
2002/3/3,6.1,9.1,5.3
2002/3/4,7.8,13.0,3.9
2002/3/5,8.3,10.0,6.0
2002/3/6,11.0,20.5,5.7
2002/3/7,10.9,15.6,7.3
2002/3/8,8.3,13.1,4.5
2002/3/9,9.9,14.8,4.2
2002/3/10,12.9,19.6,6.8
2002/3/11,11.5,15.3,9.6
2002/3/12,12.4,17.9,6.4
2002/3/13,11.2,15.6,7.4
2002/3/14,12.6,17.8,6.1
2002/3/15,16.9,22.8,12.4
2002/3/16,13.2,16.0,11.2
2002/3/17,14.4,19.8,8.0
2002/3/18,14.9,20.2,11.1
2002/3/19,12.6,16.5,8.0
2002/3/20,13.4,17.9,9.4
2002/3/21,15.7,20.1,7.9
2002/3/22,16.0,19.9,10.0
2002/3/23,9.7,16.2,7.0
2002/3/24,9.4,14.7,5.9
2002/3/25,9.3,13.0,5.9
2002/3/26,8.5,10.3,6.3
2002/3/27,10.5,12.6,7.7
2002/3/28,10.5,15.0,6.0
2002/3/29,11.7,16.6,7.6
2002/3/30,17.2,23.6,12.2
2002/3/31,15.0,20.0,11.4
