ダウンロードした時刻：2019/10/10 16:08:10

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,9.3,15.4,4.5
1980/12/2,10.8,16.6,3.1
1980/12/3,11.7,14.2,8.8
1980/12/4,7.4,11.2,4.3
1980/12/5,6.3,10.8,2.9
1980/12/6,5.8,10.3,1.2
1980/12/7,6.6,10.1,2.8
1980/12/8,5.2,8.0,2.0
1980/12/9,6.3,10.2,0.9
1980/12/10,5.4,9.1,1.8
1980/12/11,5.4,11.2,-0.8
1980/12/12,6.3,9.3,1.7
1980/12/13,2.1,5.2,-0.3
1980/12/14,2.9,7.1,-1.3
1980/12/15,2.8,5.4,1.2
1980/12/16,4.3,7.8,2.0
1980/12/17,5.5,7.5,3.7
1980/12/18,7.0,10.5,2.7
1980/12/19,5.6,8.9,2.9
1980/12/20,4.3,8.1,1.5
1980/12/21,1.7,4.3,0.4
1980/12/22,2.8,6.3,0.6
1980/12/23,1.5,4.1,0.1
1980/12/24,4.5,7.6,0.7
1980/12/25,5.8,8.7,2.4
1980/12/26,4.3,9.1,1.2
1980/12/27,1.4,5.1,-0.6
1980/12/28,-0.3,3.3,-2.2
1980/12/29,-0.5,2.1,-3.2
1980/12/30,0.9,4.0,-2.3
1980/12/31,1.7,4.7,0.2
1981/1/1,2.1,5.3,-0.7
1981/1/2,3.4,6.6,0.7
1981/1/3,1.8,4.4,-0.8
1981/1/4,0.8,2.7,-0.9
1981/1/5,1.4,4.6,-0.9
1981/1/6,1.3,5.0,-2.3
1981/1/7,0.6,2.1,-1.4
1981/1/8,2.6,5.2,0.7
1981/1/9,3.2,7.4,0.4
1981/1/10,3.9,8.1,0.6
1981/1/11,-0.3,1.3,-2.2
1981/1/12,0.8,3.1,-2.2
1981/1/13,-0.1,1.1,-1.2
1981/1/14,0.3,2.1,-2.3
1981/1/15,0.8,3.9,-0.8
1981/1/16,0.2,2.1,-1.2
1981/1/17,0.2,2.2,-1.5
1981/1/18,-0.5,2.9,-5.8
1981/1/19,2.1,4.0,-1.7
1981/1/20,1.0,2.2,0.3
1981/1/21,1.2,4.5,-0.1
1981/1/22,0.3,2.6,-1.4
1981/1/23,1.0,3.8,-1.3
1981/1/24,1.1,2.4,-1.1
1981/1/25,3.7,5.6,1.8
1981/1/26,1.8,4.0,0.0
1981/1/27,1.6,4.1,-0.5
1981/1/28,1.5,4.7,-2.1
1981/1/29,1.7,6.0,-2.8
1981/1/30,2.2,5.5,-1.7
1981/1/31,1.9,7.1,-3.6
1981/2/1,1.5,4.3,0.2
1981/2/2,2.7,5.0,0.2
1981/2/3,2.1,6.1,-1.6
1981/2/4,0.3,2.5,-1.2
1981/2/5,1.2,3.6,-1.4
1981/2/6,2.8,6.3,-0.1
1981/2/7,2.5,6.5,-1.5
1981/2/8,3.9,7.0,1.7
1981/2/9,4.5,8.9,1.2
1981/2/10,3.5,7.4,0.9
1981/2/11,0.9,2.5,-0.7
1981/2/12,2.2,6.9,-3.9
1981/2/13,4.9,7.0,3.3
1981/2/14,6.5,10.7,2.8
1981/2/15,5.3,10.2,-0.3
1981/2/16,7.7,11.1,5.3
1981/2/17,2.6,5.3,-0.8
1981/2/18,3.3,9.2,-2.3
1981/2/19,4.6,7.0,2.0
1981/2/20,2.2,4.8,0.2
1981/2/21,3.3,6.0,0.7
1981/2/22,2.5,5.8,-0.8
1981/2/23,3.2,5.8,-0.4
1981/2/24,4.5,7.7,1.1
1981/2/25,0.8,4.9,-2.3
1981/2/26,-3.2,-1.2,-5.5
1981/2/27,-2.5,0.2,-5.4
1981/2/28,-0.9,2.9,-3.2
1981/3/1,0.1,1.9,-3.2
1981/3/2,2.9,7.0,-0.9
1981/3/3,2.6,5.7,-3.5
1981/3/4,5.4,9.2,1.9
1981/3/5,4.3,8.3,1.2
1981/3/6,3.9,8.9,-0.8
1981/3/7,5.0,10.3,-0.9
1981/3/8,5.5,9.8,1.8
1981/3/9,5.3,7.2,3.3
1981/3/10,3.3,6.2,0.9
1981/3/11,3.4,7.6,0.1
1981/3/12,4.7,11.7,-2.0
1981/3/13,7.7,12.6,3.7
1981/3/14,10.7,13.9,8.3
1981/3/15,6.9,10.5,1.7
1981/3/16,5.1,7.6,1.1
1981/3/17,6.7,10.3,3.6
1981/3/18,7.4,13.5,1.6
1981/3/19,9.1,15.9,2.0
1981/3/20,11.6,17.2,8.1
1981/3/21,9.0,13.0,7.8
1981/3/22,9.1,12.8,6.7
1981/3/23,8.3,11.5,4.1
1981/3/24,9.4,15.8,1.5
1981/3/25,13.3,16.8,9.8
1981/3/26,8.8,14.9,4.7
1981/3/27,5.7,9.5,3.5
1981/3/28,6.0,9.8,1.9
1981/3/29,6.9,13.1,1.5
1981/3/30,7.7,11.0,5.1
1981/3/31,5.8,6.9,4.0
