ダウンロードした時刻：2019/10/10 16:24:50

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,10.5,16.7,4.7
1985/12/2,9.9,15.3,4.6
1985/12/3,8.4,14.8,1.8
1985/12/4,13.0,17.9,7.3
1985/12/5,13.3,18.4,7.3
1985/12/6,12.7,16.8,10.4
1985/12/7,14.4,18.6,11.6
1985/12/8,12.3,16.2,8.9
1985/12/9,6.3,9.0,4.1
1985/12/10,6.2,9.2,3.7
1985/12/11,6.7,8.9,5.2
1985/12/12,6.3,9.7,4.2
1985/12/13,7.9,12.1,4.1
1985/12/14,7.7,11.6,4.8
1985/12/15,3.5,7.2,1.2
1985/12/16,2.9,6.4,0.7
1985/12/17,2.4,6.0,-0.6
1985/12/18,4.0,10.9,-2.5
1985/12/19,6.6,10.2,3.7
1985/12/20,4.9,10.8,0.7
1985/12/21,10.3,14.9,1.7
1985/12/22,11.4,13.6,7.8
1985/12/23,8.5,12.3,5.3
1985/12/24,5.3,10.9,1.6
1985/12/25,6.1,14.1,-0.8
1985/12/26,7.3,15.3,1.7
1985/12/27,7.6,16.6,1.0
1985/12/28,8.6,15.7,2.1
1985/12/29,12.2,16.8,5.9
1985/12/30,15.6,19.0,12.9
1985/12/31,10.4,13.4,6.6
1986/1/1,6.4,7.8,5.7
1986/1/2,4.2,8.7,0.0
1986/1/3,6.8,12.7,-0.8
1986/1/4,6.3,9.9,1.7
1986/1/5,0.1,2.2,-1.3
1986/1/6,1.9,6.2,-1.9
1986/1/7,5.2,10.7,0.2
1986/1/8,5.5,7.2,3.8
1986/1/9,4.4,8.4,2.1
1986/1/10,3.6,6.9,1.4
1986/1/11,4.1,8.0,0.5
1986/1/12,3.8,11.3,-1.8
1986/1/13,4.8,10.9,-1.0
1986/1/14,4.9,12.1,-0.8
1986/1/15,6.7,11.6,0.8
1986/1/16,8.7,12.5,4.7
1986/1/17,7.6,14.6,1.4
1986/1/18,9.3,12.4,5.9
1986/1/19,10.3,11.8,7.3
1986/1/20,8.1,15.7,2.6
1986/1/21,7.9,14.1,1.4
1986/1/22,6.2,8.8,3.9
1986/1/23,6.7,9.2,5.0
1986/1/24,6.4,11.0,1.9
1986/1/25,4.5,8.0,1.0
1986/1/26,4.6,8.1,2.2
1986/1/27,5.0,8.6,1.4
1986/1/28,5.6,10.1,1.9
1986/1/29,6.4,13.3,-0.6
1986/1/30,11.2,15.6,6.4
1986/1/31,10.0,15.2,5.9
1986/2/1,7.2,10.2,5.4
1986/2/2,7.5,13.0,4.2
1986/2/3,5.0,11.7,0.0
1986/2/4,4.4,7.8,2.0
1986/2/5,5.0,10.6,-0.1
1986/2/6,4.5,8.1,2.5
1986/2/7,4.1,8.6,0.4
1986/2/8,4.3,7.4,2.2
1986/2/9,5.6,10.6,2.0
1986/2/10,6.1,11.6,0.9
1986/2/11,5.8,10.1,2.8
1986/2/12,6.6,12.3,2.4
1986/2/13,7.9,14.9,0.4
1986/2/14,13.3,18.7,7.8
1986/2/15,9.3,14.1,4.3
1986/2/16,6.1,11.8,0.7
1986/2/17,8.7,12.4,2.6
1986/2/18,12.7,15.7,9.0
1986/2/19,9.7,16.1,4.6
1986/2/20,7.6,13.4,2.2
1986/2/21,7.1,10.9,5.0
1986/2/22,6.2,10.6,1.7
1986/2/23,7.6,11.7,4.7
1986/2/24,4.0,8.6,0.4
1986/2/25,4.7,11.5,-2.0
1986/2/26,6.8,12.5,0.2
1986/2/27,4.5,8.0,1.9
1986/2/28,4.5,8.5,0.8
1986/3/1,4.4,8.5,2.0
1986/3/2,3.4,6.8,1.3
1986/3/3,7.3,11.8,3.5
1986/3/4,7.2,13.2,0.4
1986/3/5,10.2,17.3,2.2
1986/3/6,9.7,17.4,1.9
1986/3/7,10.1,17.6,2.7
1986/3/8,11.4,19.5,3.6
1986/3/9,14.2,20.5,6.5
1986/3/10,13.5,16.8,11.1
1986/3/11,10.8,15.9,6.7
1986/3/12,10.7,16.3,4.4
1986/3/13,14.4,19.7,7.2
1986/3/14,17.6,20.5,15.1
1986/3/15,16.1,17.3,15.0
1986/3/16,13.5,18.3,8.2
1986/3/17,10.4,15.7,5.2
1986/3/18,12.6,14.2,10.1
1986/3/19,11.8,13.9,9.0
1986/3/20,10.6,15.5,6.1
1986/3/21,13.2,17.1,8.6
1986/3/22,11.4,13.0,9.9
1986/3/23,9.8,13.7,6.6
1986/3/24,9.2,15.1,3.7
1986/3/25,9.5,16.4,1.3
1986/3/26,11.3,15.7,5.7
1986/3/27,13.0,15.6,10.1
1986/3/28,16.1,17.5,14.9
1986/3/29,14.9,19.7,11.3
1986/3/30,13.6,18.6,8.3
1986/3/31,13.5,19.2,9.8
