ダウンロードした時刻：2019/10/10 16:10:48

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,8.5,11.8,5.4
1986/12/2,9.6,13.5,6.5
1986/12/3,11.3,15.4,6.7
1986/12/4,10.5,13.5,7.4
1986/12/5,8.9,13.7,4.9
1986/12/6,10.6,15.0,5.6
1986/12/7,10.0,14.4,5.0
1986/12/8,8.4,12.9,4.8
1986/12/9,8.4,13.3,4.5
1986/12/10,8.3,9.5,6.4
1986/12/11,9.4,14.6,5.4
1986/12/12,9.7,13.5,5.5
1986/12/13,11.7,15.3,7.6
1986/12/14,12.6,14.2,11.7
1986/12/15,10.7,13.8,6.8
1986/12/16,6.9,11.1,3.7
1986/12/17,6.8,12.1,2.6
1986/12/18,11.6,15.3,4.2
1986/12/19,10.1,14.6,5.2
1986/12/20,4.9,7.3,2.5
1986/12/21,6.1,10.7,1.8
1986/12/22,5.2,9.4,1.4
1986/12/23,5.5,8.6,1.0
1986/12/24,9.7,12.9,6.1
1986/12/25,10.1,12.0,8.4
1986/12/26,7.6,11.6,4.0
1986/12/27,4.9,8.6,2.7
1986/12/28,4.8,8.4,2.3
1986/12/29,3.5,7.7,0.2
1986/12/30,7.6,11.2,3.0
1986/12/31,10.6,14.0,7.6
1987/1/1,5.9,11.1,3.1
1987/1/2,6.5,12.7,3.3
1987/1/3,11.1,15.7,7.4
1987/1/4,7.1,10.7,4.4
1987/1/5,3.6,4.8,2.5
1987/1/6,6.6,11.5,2.7
1987/1/7,8.1,10.7,4.9
1987/1/8,8.6,11.8,5.9
1987/1/9,8.6,12.0,4.8
1987/1/10,5.5,9.3,1.6
1987/1/11,2.1,4.3,0.2
1987/1/12,2.8,5.1,1.0
1987/1/13,1.6,3.8,-0.4
1987/1/14,2.5,5.4,-0.9
1987/1/15,6.4,10.5,3.7
1987/1/16,8.3,11.6,2.5
1987/1/17,9.8,13.2,5.2
1987/1/18,5.7,9.0,3.2
1987/1/19,4.1,7.5,0.3
1987/1/20,2.0,5.7,-0.6
1987/1/21,2.6,6.1,-0.6
1987/1/22,5.3,10.0,0.2
1987/1/23,10.6,14.6,5.5
1987/1/24,6.1,12.1,1.6
1987/1/25,0.9,4.2,-1.7
1987/1/26,2.2,5.6,-2.1
1987/1/27,5.2,8.6,2.3
1987/1/28,6.6,10.4,3.2
1987/1/29,7.8,12.1,2.8
1987/1/30,8.7,13.5,4.7
1987/1/31,4.7,9.4,1.8
1987/2/1,2.7,6.7,0.6
1987/2/2,2.3,4.7,0.8
1987/2/3,2.5,3.5,0.6
1987/2/4,2.1,4.4,0.6
1987/2/5,5.7,10.1,2.2
1987/2/6,7.5,11.1,5.4
1987/2/7,8.6,12.9,4.8
1987/2/8,8.6,13.1,4.7
1987/2/9,8.4,13.5,3.7
1987/2/10,11.5,17.6,5.7
1987/2/11,15.6,18.9,12.6
1987/2/12,10.9,17.3,6.4
1987/2/13,6.9,10.6,4.6
1987/2/14,8.7,14.4,5.0
1987/2/15,5.7,9.6,2.6
1987/2/16,5.8,11.5,1.8
1987/2/17,4.5,7.7,2.0
1987/2/18,6.8,9.5,4.6
1987/2/19,3.5,6.7,1.7
1987/2/20,4.2,9.0,0.4
1987/2/21,4.3,8.5,1.0
1987/2/22,3.7,6.7,1.9
1987/2/23,6.2,11.3,2.3
1987/2/24,9.3,14.2,4.0
1987/2/25,3.2,8.3,-0.1
1987/2/26,1.3,4.2,-0.8
1987/2/27,1.7,5.8,-1.2
1987/2/28,2.1,6.3,-2.2
1987/3/1,2.8,7.2,0.1
1987/3/2,1.9,7.4,-1.5
1987/3/3,4.7,9.2,-0.9
1987/3/4,8.6,11.6,3.9
1987/3/5,11.7,16.4,7.3
1987/3/6,11.6,16.7,6.1
1987/3/7,3.4,6.3,0.6
1987/3/8,4.4,7.1,2.5
1987/3/9,4.4,7.3,2.6
1987/3/10,5.4,8.5,1.1
1987/3/11,7.0,10.5,4.2
1987/3/12,8.3,11.7,4.2
1987/3/13,10.1,12.9,7.8
1987/3/14,10.8,13.2,6.5
1987/3/15,7.0,10.5,2.5
1987/3/16,7.6,11.9,4.5
1987/3/17,6.6,8.9,5.2
1987/3/18,9.6,13.6,5.6
1987/3/19,11.4,16.5,5.3
1987/3/20,10.9,15.4,5.8
1987/3/21,12.1,17.9,5.4
1987/3/22,15.7,20.5,12.7
1987/3/23,15.4,16.9,12.6
1987/3/24,14.5,16.8,9.7
1987/3/25,7.6,10.7,2.3
1987/3/26,4.4,8.3,0.3
1987/3/27,7.2,12.2,1.6
1987/3/28,8.3,12.2,3.9
1987/3/29,9.5,11.5,7.5
1987/3/30,10.5,13.5,6.3
1987/3/31,7.2,11.3,1.5
