ダウンロードした時刻：2019/10/10 16:14:27

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,11.2,17.8,6.1
1991/12/2,10.4,15.0,4.3
1991/12/3,8.2,15.8,2.1
1991/12/4,9.0,15.6,4.8
1991/12/5,8.8,16.9,2.0
1991/12/6,12.1,16.5,7.3
1991/12/7,10.9,17.4,6.4
1991/12/8,10.2,14.2,6.5
1991/12/9,7.0,10.7,4.0
1991/12/10,6.8,11.4,2.2
1991/12/11,8.1,12.6,4.6
1991/12/12,5.0,8.4,1.1
1991/12/13,3.7,9.7,-1.3
1991/12/14,4.2,11.6,-1.1
1991/12/15,3.7,8.5,-0.7
1991/12/16,7.2,16.2,-0.2
1991/12/17,12.1,18.4,5.9
1991/12/18,10.5,14.3,4.4
1991/12/19,5.6,9.9,1.8
1991/12/20,5.0,10.1,0.9
1991/12/21,6.0,15.3,-1.3
1991/12/22,8.5,16.0,2.7
1991/12/23,11.6,15.9,8.4
1991/12/24,12.6,16.3,10.6
1991/12/25,7.8,11.1,5.3
1991/12/26,6.5,9.9,4.5
1991/12/27,4.1,5.3,3.0
1991/12/28,5.3,8.0,2.0
1991/12/29,2.2,4.7,0.4
1991/12/30,3.1,6.4,0.3
1991/12/31,3.8,9.8,-0.7
1992/1/1,6.3,12.2,2.4
1992/1/2,4.6,10.3,0.2
1992/1/3,5.9,12.6,0.6
1992/1/4,5.0,8.5,0.0
1992/1/5,4.5,10.2,-2.0
1992/1/6,5.8,7.4,4.1
1992/1/7,9.7,14.2,6.2
1992/1/8,8.4,12.7,4.3
1992/1/9,6.7,8.1,4.9
1992/1/10,5.4,8.7,0.7
1992/1/11,3.9,10.2,-0.8
1992/1/12,5.1,13.0,-0.7
1992/1/13,6.4,13.3,0.5
1992/1/14,4.6,7.9,-0.5
1992/1/15,2.0,6.4,-2.0
1992/1/16,1.7,8.8,-4.0
1992/1/17,4.1,9.4,-0.7
1992/1/18,3.3,6.9,1.3
1992/1/19,2.4,6.5,-1.7
1992/1/20,2.6,6.0,-2.0
1992/1/21,3.5,7.9,-1.4
1992/1/22,5.5,10.4,2.0
1992/1/23,4.4,9.1,0.4
1992/1/24,3.5,8.4,-1.4
1992/1/25,5.8,11.2,1.4
1992/1/26,5.9,13.8,0.0
1992/1/27,6.3,12.6,0.6
1992/1/28,6.8,13.6,0.8
1992/1/29,9.3,12.9,3.8
1992/1/30,7.1,10.3,4.4
1992/1/31,4.9,8.4,2.2
1992/2/1,2.2,5.8,0.0
1992/2/2,2.5,7.8,-1.1
1992/2/3,4.0,6.2,0.9
1992/2/4,6.7,11.6,1.7
1992/2/5,3.4,8.3,-1.2
1992/2/6,3.3,10.6,-2.9
1992/2/7,5.1,9.6,0.8
1992/2/8,3.5,8.7,1.2
1992/2/9,2.9,7.8,-1.1
1992/2/10,3.1,10.0,-2.6
1992/2/11,2.9,6.9,-0.7
1992/2/12,3.6,9.4,-3.3
1992/2/13,5.8,12.0,-0.6
1992/2/14,4.7,7.2,1.9
1992/2/15,4.9,9.3,-0.8
1992/2/16,5.1,11.5,1.1
1992/2/17,3.4,8.5,-1.0
1992/2/18,4.8,11.8,-1.4
1992/2/19,4.6,9.1,1.0
1992/2/20,2.6,6.5,-1.4
1992/2/21,1.8,7.1,-1.5
1992/2/22,1.7,6.2,-1.0
1992/2/23,3.9,10.1,-1.3
1992/2/24,3.1,7.8,-0.6
1992/2/25,3.0,6.2,0.8
1992/2/26,4.0,10.2,-1.5
1992/2/27,6.6,15.1,-2.1
1992/2/28,9.9,17.7,1.3
1992/2/29,11.7,14.7,8.9
1992/3/1,13.3,15.9,8.5
1992/3/2,7.0,10.2,3.5
1992/3/3,4.9,10.0,1.6
1992/3/4,6.7,12.9,0.5
1992/3/5,8.8,12.0,5.0
1992/3/6,6.9,11.2,2.8
1992/3/7,4.4,10.2,0.0
1992/3/8,5.3,13.1,-2.3
1992/3/9,8.1,15.8,0.1
1992/3/10,10.0,16.2,5.2
1992/3/11,8.2,15.2,2.2
1992/3/12,9.3,19.2,0.5
1992/3/13,10.3,18.1,2.5
1992/3/14,12.5,21.9,2.9
1992/3/15,12.2,15.0,9.8
1992/3/16,9.1,11.1,6.5
1992/3/17,5.5,7.8,1.8
1992/3/18,7.8,12.6,5.7
1992/3/19,8.2,12.4,3.0
1992/3/20,8.1,12.8,4.2
1992/3/21,6.2,9.2,4.4
1992/3/22,5.6,11.3,0.2
1992/3/23,6.8,12.5,0.1
1992/3/24,10.4,14.4,8.2
1992/3/25,10.6,14.3,8.3
1992/3/26,8.9,11.0,7.1
1992/3/27,7.2,9.2,6.2
1992/3/28,9.9,15.6,5.9
1992/3/29,12.0,14.4,10.0
1992/3/30,11.5,15.4,5.5
1992/3/31,11.6,20.4,3.9
