ダウンロードした時刻：2019/10/10 15:45:34

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,6.6,8.9,4.7
2006/12/2,6.9,12.1,3.9
2006/12/3,4.3,7.0,1.8
2006/12/4,4.3,7.5,2.8
2006/12/5,7.0,12.2,2.0
2006/12/6,6.1,10.5,2.6
2006/12/7,9.0,14.8,2.4
2006/12/8,8.3,9.4,6.0
2006/12/9,7.0,8.0,5.2
2006/12/10,6.0,8.3,2.7
2006/12/11,5.9,11.0,3.0
2006/12/12,6.3,10.4,2.8
2006/12/13,8.3,12.2,5.3
2006/12/14,8.5,10.8,6.4
2006/12/15,9.7,15.9,5.0
2006/12/16,10.5,15.6,5.2
2006/12/17,7.7,10.1,3.6
2006/12/18,4.0,7.9,1.6
2006/12/19,5.6,9.8,2.4
2006/12/20,6.0,12.3,1.5
2006/12/21,6.1,10.2,2.4
2006/12/22,5.9,7.9,3.1
2006/12/23,7.1,10.5,3.4
2006/12/24,5.9,9.4,3.1
2006/12/25,5.1,11.3,0.6
2006/12/26,6.5,11.3,1.6
2006/12/27,9.7,13.1,7.6
2006/12/28,4.7,9.3,0.2
2006/12/29,0.5,2.9,-1.5
2006/12/30,2.4,5.2,0.7
2006/12/31,2.3,6.4,-0.7
2007/1/1,2.6,9.0,-2.3
2007/1/2,5.5,8.4,1.9
2007/1/3,5.3,7.8,3.2
2007/1/4,4.8,10.0,1.5
2007/1/5,5.4,10.4,1.1
2007/1/6,6.9,9.1,3.0
2007/1/7,3.9,6.3,1.4
2007/1/8,2.6,3.8,1.1
2007/1/9,3.2,7.1,0.5
2007/1/10,3.9,7.0,2.4
2007/1/11,2.9,4.2,1.7
2007/1/12,3.8,8.6,0.0
2007/1/13,2.6,4.4,0.5
2007/1/14,2.8,6.9,0.5
2007/1/15,5.3,11.2,0.4
2007/1/16,7.3,13.7,2.7
2007/1/17,6.6,8.3,5.1
2007/1/18,5.5,7.8,3.9
2007/1/19,3.6,6.4,0.5
2007/1/20,3.3,9.1,-1.0
2007/1/21,4.9,10.0,-0.7
2007/1/22,4.5,9.7,1.1
2007/1/23,3.8,8.6,0.7
2007/1/24,3.5,8.7,-0.5
2007/1/25,4.3,7.6,2.0
2007/1/26,7.0,13.0,1.7
2007/1/27,5.1,8.3,3.0
2007/1/28,5.1,9.2,2.3
2007/1/29,5.3,10.7,0.6
2007/1/30,6.3,11.8,1.6
2007/1/31,6.8,10.8,3.1
2007/2/1,1.5,3.9,0.3
2007/2/2,0.7,3.4,-0.7
2007/2/3,4.7,10.0,0.0
2007/2/4,3.7,7.8,-0.5
2007/2/5,5.7,14.8,-1.5
2007/2/6,9.2,15.8,4.2
2007/2/7,5.4,10.5,0.8
2007/2/8,5.4,11.0,0.4
2007/2/9,8.9,12.7,5.5
2007/2/10,7.4,9.1,4.3
2007/2/11,4.1,6.7,2.2
2007/2/12,6.2,12.0,2.4
2007/2/13,6.7,10.7,3.0
2007/2/14,11.9,17.0,6.1
2007/2/15,3.3,7.4,0.7
2007/2/16,3.0,6.8,0.5
2007/2/17,3.8,7.5,-1.4
2007/2/18,6.7,9.3,4.8
2007/2/19,5.6,9.5,2.2
2007/2/20,5.2,10.6,0.6
2007/2/21,6.6,13.4,0.5
2007/2/22,9.3,15.7,1.6
2007/2/23,9.1,13.4,4.5
2007/2/24,3.6,6.7,0.5
2007/2/25,3.1,8.5,-1.7
2007/2/26,4.4,10.4,-1.0
2007/2/27,8.4,16.3,0.6
2007/2/28,6.1,8.6,3.1
2007/3/1,4.6,10.0,-0.1
2007/3/2,5.1,11.2,0.1
2007/3/3,8.2,14.4,2.1
2007/3/4,11.9,17.9,8.5
2007/3/5,15.3,21.2,8.3
2007/3/6,4.4,8.4,0.2
2007/3/7,0.8,2.7,-0.8
2007/3/8,1.4,3.4,0.4
2007/3/9,4.4,9.3,0.9
2007/3/10,7.8,12.7,1.8
2007/3/11,3.6,9.0,0.6
2007/3/12,2.1,5.4,0.5
2007/3/13,3.1,7.8,0.3
2007/3/14,3.8,10.1,0.9
2007/3/15,3.6,8.0,-0.4
2007/3/16,4.3,9.6,-0.4
2007/3/17,4.1,7.9,1.7
2007/3/18,3.1,7.7,-0.4
2007/3/19,3.0,8.0,-0.7
2007/3/20,3.1,8.3,-0.4
2007/3/21,5.2,11.9,-0.9
2007/3/22,7.6,13.6,2.3
2007/3/23,9.2,17.2,2.1
2007/3/24,13.0,16.9,6.4
2007/3/25,11.4,16.0,5.4
2007/3/26,9.4,16.7,4.6
2007/3/27,12.7,17.0,6.2
2007/3/28,11.8,18.5,8.9
2007/3/29,12.7,17.8,8.3
2007/3/30,7.9,9.7,4.1
2007/3/31,9.8,16.1,3.2
