ダウンロードした時刻：2019/10/10 16:23:20

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,12.5,18.6,5.8
2005/12/2,11.2,13.9,8.3
2005/12/3,10.3,12.9,8.1
2005/12/4,6.4,10.4,1.4
2005/12/5,5.8,9.0,1.8
2005/12/6,8.1,10.6,5.7
2005/12/7,7.7,9.0,5.7
2005/12/8,8.6,10.5,7.0
2005/12/9,7.7,11.2,3.4
2005/12/10,8.0,12.6,2.5
2005/12/11,7.6,10.9,5.5
2005/12/12,5.9,7.0,4.6
2005/12/13,4.5,6.0,2.3
2005/12/14,4.6,6.0,2.4
2005/12/15,5.1,7.8,1.9
2005/12/16,6.4,8.8,3.0
2005/12/17,5.0,8.6,0.8
2005/12/18,3.7,6.6,0.9
2005/12/19,7.5,9.6,4.5
2005/12/20,6.9,10.6,2.7
2005/12/21,4.7,8.4,-1.0
2005/12/22,3.1,5.9,-0.6
2005/12/23,9.2,13.2,4.3
2005/12/24,5.5,9.7,0.9
2005/12/25,7.5,13.2,-0.3
2005/12/26,6.6,10.1,4.9
2005/12/27,5.2,7.8,2.0
2005/12/28,5.6,9.7,1.5
2005/12/29,6.5,12.6,0.4
2005/12/30,8.9,12.6,4.7
2005/12/31,8.8,11.4,2.9
2006/1/1,8.5,12.7,4.4
2006/1/2,9.1,11.4,6.7
2006/1/3,7.1,9.5,2.5
2006/1/4,4.6,8.9,1.5
2006/1/5,3.5,5.2,2.4
2006/1/6,3.6,6.5,1.3
2006/1/7,3.6,4.8,2.5
2006/1/8,4.3,6.7,0.1
2006/1/9,4.9,10.3,0.0
2006/1/10,5.7,11.9,1.2
2006/1/11,5.7,13.0,0.0
2006/1/12,9.2,15.0,0.3
2006/1/13,15.5,17.1,13.7
2006/1/14,12.6,14.6,9.9
2006/1/15,10.0,11.6,8.1
2006/1/16,8.3,11.1,4.9
2006/1/17,10.5,12.5,9.0
2006/1/18,9.7,11.4,7.0
2006/1/19,9.3,10.7,7.6
2006/1/20,6.5,7.8,5.0
2006/1/21,8.3,10.6,5.4
2006/1/22,7.2,11.0,3.0
2006/1/23,5.0,8.5,0.1
2006/1/24,4.5,9.4,-1.1
2006/1/25,5.3,11.1,-1.2
2006/1/26,6.5,10.8,-0.9
2006/1/27,8.2,10.0,6.5
2006/1/28,8.0,12.4,2.9
2006/1/29,11.4,16.2,1.8
2006/1/30,14.4,18.5,8.8
2006/1/31,14.4,17.7,11.3
2006/2/1,10.1,14.2,6.1
2006/2/2,8.2,10.7,6.2
2006/2/3,4.4,8.0,2.3
2006/2/4,3.4,6.1,1.2
2006/2/5,5.2,8.2,0.9
2006/2/6,7.2,8.7,4.6
2006/2/7,7.2,10.0,4.3
2006/2/8,2.9,4.9,1.1
2006/2/9,3.2,6.0,1.6
2006/2/10,6.9,10.0,2.7
2006/2/11,8.7,13.0,3.4
2006/2/12,6.0,9.2,0.0
2006/2/13,7.7,13.7,-2.1
2006/2/14,15.9,18.3,11.8
2006/2/15,13.2,15.4,11.1
2006/2/16,11.3,12.9,9.1
2006/2/17,5.7,9.2,3.9
2006/2/18,4.9,7.8,2.4
2006/2/19,6.9,10.8,1.7
2006/2/20,8.2,12.8,4.8
2006/2/21,10.7,17.1,4.9
2006/2/22,9.2,13.7,4.0
2006/2/23,10.8,14.7,8.3
2006/2/24,11.2,15.4,8.6
2006/2/25,12.3,16.9,7.7
2006/2/26,11.5,13.4,8.1
2006/2/27,9.5,12.7,7.5
2006/2/28,8.1,10.5,5.6
2006/3/1,6.7,8.5,5.8
2006/3/2,6.1,8.2,5.2
2006/3/3,6.3,9.0,3.0
2006/3/4,6.3,12.7,-0.2
2006/3/5,13.1,16.8,3.9
2006/3/6,13.5,16.1,9.1
2006/3/7,10.9,16.7,5.1
2006/3/8,11.9,18.3,6.7
2006/3/9,11.3,14.9,6.3
2006/3/10,12.5,18.4,6.4
2006/3/11,13.7,18.8,7.8
2006/3/12,7.4,14.0,2.0
2006/3/13,2.8,5.3,1.4
2006/3/14,7.0,9.8,3.5
2006/3/15,10.1,13.6,3.3
2006/3/16,11.5,15.6,7.6
2006/3/17,12.4,17.6,8.8
2006/3/18,12.1,15.4,9.0
2006/3/19,9.2,12.4,3.7
2006/3/20,9.2,14.1,4.0
2006/3/21,11.4,15.4,6.6
2006/3/22,14.2,18.8,11.3
2006/3/23,12.6,14.4,10.4
2006/3/24,10.7,15.4,5.2
2006/3/25,10.4,16.1,4.4
2006/3/26,12.2,16.1,8.6
2006/3/27,13.3,19.7,6.5
2006/3/28,10.3,15.6,5.0
2006/3/29,7.7,12.1,4.6
2006/3/30,11.6,14.3,7.4
2006/3/31,9.8,14.3,5.8
