ダウンロードした時刻：2019/10/10 15:46:41

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,8.7,13.0,5.1
1980/12/2,13.9,20.1,4.6
1980/12/3,12.1,16.5,6.5
1980/12/4,6.7,14.5,3.7
1980/12/5,5.9,10.6,2.8
1980/12/6,6.9,12.7,1.5
1980/12/7,6.5,9.5,4.9
1980/12/8,4.2,7.2,0.9
1980/12/9,7.4,12.7,1.1
1980/12/10,5.6,11.0,1.4
1980/12/11,8.2,15.6,0.0
1980/12/12,9.2,16.3,4.5
1980/12/13,2.7,5.8,0.5
1980/12/14,1.1,3.4,0.4
1980/12/15,3.3,5.8,1.2
1980/12/16,1.9,3.7,0.9
1980/12/17,2.5,4.6,1.4
1980/12/18,4.5,8.3,2.1
1980/12/19,1.0,4.3,0.4
1980/12/20,1.2,2.7,0.4
1980/12/21,1.1,2.9,-0.1
1980/12/22,1.9,6.6,0.1
1980/12/23,3.2,7.0,-0.9
1980/12/24,2.9,6.7,0.7
1980/12/25,5.3,9.1,-0.1
1980/12/26,2.5,4.6,0.5
1980/12/27,0.4,2.6,-0.2
1980/12/28,0.1,1.7,-1.1
1980/12/29,1.8,3.8,-0.7
1980/12/30,1.3,3.9,0.3
1980/12/31,1.6,6.0,-1.1
1981/1/1,1.1,5.6,-2.6
1981/1/2,4.0,7.3,1.7
1981/1/3,1.9,4.3,-0.1
1981/1/4,1.3,3.8,-0.2
1981/1/5,0.1,1.2,-1.7
1981/1/6,1.0,2.4,-0.4
1981/1/7,1.4,2.4,-0.4
1981/1/8,2.2,5.3,-0.1
1981/1/9,3.6,7.7,1.2
1981/1/10,1.7,5.6,0.1
1981/1/11,0.0,0.9,-1.2
1981/1/12,-0.4,0.8,-1.7
1981/1/13,-0.9,0.7,-1.8
1981/1/14,0.9,2.6,-2.9
1981/1/15,0.3,3.3,-1.0
1981/1/16,-0.1,1.5,-2.0
1981/1/17,-0.4,2.9,-2.7
1981/1/18,-0.1,3.4,-6.4
1981/1/19,0.6,3.5,-0.1
1981/1/20,0.3,1.5,-0.3
1981/1/21,-0.2,1.6,-1.2
1981/1/22,0.0,1.7,-2.6
1981/1/23,1.0,4.2,-1.9
1981/1/24,2.1,5.3,-1.5
1981/1/25,1.1,3.7,-0.3
1981/1/26,-0.2,0.9,-1.4
1981/1/27,-0.3,2.2,-1.5
1981/1/28,-0.7,1.3,-3.8
1981/1/29,0.6,5.0,-6.2
1981/1/30,0.3,2.6,-1.4
1981/1/31,0.7,6.6,-3.4
1981/2/1,1.9,4.8,0.4
1981/2/2,1.8,4.3,-0.9
1981/2/3,1.9,6.1,-2.1
1981/2/4,1.2,2.9,-0.6
1981/2/5,0.7,5.4,-3.3
1981/2/6,1.6,6.3,-2.4
1981/2/7,1.8,5.9,-1.7
1981/2/8,1.4,4.6,0.5
1981/2/9,1.2,3.3,0.4
1981/2/10,1.9,6.9,-0.6
1981/2/11,1.3,2.9,-2.0
1981/2/12,3.2,7.5,-1.4
1981/2/13,5.6,10.8,1.9
1981/2/14,3.0,6.6,0.3
1981/2/15,4.8,10.6,-0.6
1981/2/16,3.8,8.9,1.8
1981/2/17,0.5,2.7,-1.5
1981/2/18,2.6,8.8,-4.3
1981/2/19,3.2,7.4,1.6
1981/2/20,1.3,3.2,-0.8
1981/2/21,0.9,4.2,-1.5
1981/2/22,0.3,5.5,-5.3
1981/2/23,1.2,4.4,-1.9
1981/2/24,2.3,5.5,0.7
1981/2/25,-1.2,2.9,-3.0
1981/2/26,-3.2,-2.0,-4.8
1981/2/27,-1.1,2.8,-6.1
1981/2/28,-1.2,1.4,-3.5
1981/3/1,1.1,5.7,-1.3
1981/3/2,0.2,4.9,-3.1
1981/3/3,2.3,7.1,-2.5
1981/3/4,3.5,6.7,1.4
1981/3/5,2.5,5.3,0.8
1981/3/6,0.7,4.7,-0.4
1981/3/7,1.9,10.0,-5.6
1981/3/8,2.0,4.4,-1.4
1981/3/9,1.0,3.8,-1.9
1981/3/10,1.8,3.7,-0.2
1981/3/11,1.3,5.2,-3.5
1981/3/12,3.4,10.6,-5.5
1981/3/13,6.4,14.2,-1.5
1981/3/14,9.3,16.0,3.0
1981/3/15,6.3,10.2,2.3
1981/3/16,2.3,5.5,0.9
1981/3/17,4.8,7.6,2.3
1981/3/18,4.5,10.1,-0.2
1981/3/19,7.5,16.3,-1.4
1981/3/20,8.3,14.8,4.0
1981/3/21,5.8,10.2,1.7
1981/3/22,7.4,11.5,4.0
1981/3/23,4.6,6.8,0.8
1981/3/24,4.4,9.5,-1.8
1981/3/25,11.1,16.8,3.7
1981/3/26,6.1,11.7,2.8
1981/3/27,5.0,7.0,2.7
1981/3/28,4.1,7.7,0.0
1981/3/29,5.8,11.9,-1.0
1981/3/30,4.2,8.6,-0.3
1981/3/31,2.4,6.5,-1.0
