ダウンロードした時刻：2019/10/10 16:10:17

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,11.6,15.6,8.7
2000/12/2,9.3,13.9,5.3
2000/12/3,10.5,15.2,6.5
2000/12/4,9.8,12.6,6.9
2000/12/5,8.9,15.3,3.5
2000/12/6,8.5,14.6,3.2
2000/12/7,7.5,11.8,3.5
2000/12/8,8.1,13.9,2.9
2000/12/9,8.8,14.9,3.1
2000/12/10,10.0,11.6,8.1
2000/12/11,8.0,11.3,3.2
2000/12/12,4.6,8.8,1.1
2000/12/13,5.9,10.0,1.2
2000/12/14,7.2,10.9,4.2
2000/12/15,6.6,13.1,0.9
2000/12/16,8.8,15.2,2.7
2000/12/17,8.2,9.3,7.4
2000/12/18,8.5,12.2,5.1
2000/12/19,11.6,16.8,8.8
2000/12/20,8.4,10.7,6.3
2000/12/21,8.2,12.0,5.1
2000/12/22,6.2,11.1,1.7
2000/12/23,7.0,14.0,0.9
2000/12/24,7.2,10.2,3.9
2000/12/25,4.6,9.4,1.6
2000/12/26,3.1,7.2,0.7
2000/12/27,4.8,8.8,0.5
2000/12/28,6.5,11.4,2.7
2000/12/29,5.0,9.3,1.5
2000/12/30,4.9,8.7,0.8
2000/12/31,7.0,10.0,5.4
2001/1/1,5.5,9.0,2.3
2001/1/2,6.5,13.6,1.0
2001/1/3,4.4,8.9,0.7
2001/1/4,2.4,6.1,-0.1
2001/1/5,3.3,8.3,-0.5
2001/1/6,4.9,7.8,2.9
2001/1/7,3.4,6.2,0.8
2001/1/8,7.5,12.6,3.9
2001/1/9,5.8,9.0,1.5
2001/1/10,8.4,12.7,3.0
2001/1/11,4.8,10.6,0.2
2001/1/12,3.6,7.4,1.0
2001/1/13,2.5,4.8,0.4
2001/1/14,0.6,4.4,-2.1
2001/1/15,-1.2,3.3,-4.1
2001/1/16,0.0,4.0,-3.0
2001/1/17,1.4,5.2,-2.3
2001/1/18,3.2,9.0,-2.1
2001/1/19,4.8,8.0,2.5
2001/1/20,2.2,3.8,0.6
2001/1/21,5.7,10.0,2.0
2001/1/22,5.0,9.6,0.7
2001/1/23,4.8,11.1,-0.3
2001/1/24,4.2,7.3,0.7
2001/1/25,4.5,7.0,2.6
2001/1/26,7.0,9.0,3.6
2001/1/27,5.5,9.6,2.9
2001/1/28,4.9,10.2,1.6
2001/1/29,3.6,7.6,0.7
2001/1/30,3.2,8.8,-1.0
2001/1/31,3.8,8.0,-1.4
2001/2/1,4.7,8.9,2.2
2001/2/2,3.6,8.5,0.5
2001/2/3,3.9,9.5,-1.4
2001/2/4,4.6,7.5,1.1
2001/2/5,6.4,10.4,3.5
2001/2/6,7.2,10.0,5.3
2001/2/7,5.5,7.6,3.8
2001/2/8,7.0,11.1,4.5
2001/2/9,4.8,9.5,0.6
2001/2/10,4.6,9.6,1.1
2001/2/11,4.1,9.2,-1.7
2001/2/12,4.6,6.4,2.4
2001/2/13,4.8,7.4,2.9
2001/2/14,3.4,7.6,0.8
2001/2/15,3.4,8.5,-1.9
2001/2/16,4.3,8.5,0.5
2001/2/17,3.4,8.7,-2.0
2001/2/18,5.7,11.6,0.4
2001/2/19,8.4,15.7,1.8
2001/2/20,7.3,11.4,3.3
2001/2/21,6.6,13.1,1.3
2001/2/22,9.2,15.5,3.7
2001/2/23,9.4,14.3,4.4
2001/2/24,9.5,12.3,6.4
2001/2/25,5.1,9.2,2.0
2001/2/26,4.5,9.7,-0.1
2001/2/27,5.9,11.4,-0.4
2001/2/28,7.9,10.0,5.2
2001/3/1,7.7,8.8,5.6
2001/3/2,6.7,11.2,2.6
2001/3/3,6.7,10.6,1.6
2001/3/4,6.6,10.7,0.4
2001/3/5,5.2,9.9,0.1
2001/3/6,9.1,14.9,2.2
2001/3/7,9.1,13.1,4.7
2001/3/8,3.5,8.8,0.4
2001/3/9,2.7,7.2,-0.5
2001/3/10,4.8,10.4,-1.3
2001/3/11,5.0,8.3,2.1
2001/3/12,4.6,10.2,-1.0
2001/3/13,6.2,11.4,2.1
2001/3/14,8.7,15.7,0.9
2001/3/15,10.4,14.8,5.8
2001/3/16,7.6,13.2,1.6
2001/3/17,7.9,9.8,5.8
2001/3/18,12.3,18.1,8.7
2001/3/19,11.8,17.9,4.5
2001/3/20,13.1,19.0,6.9
2001/3/21,14.8,22.2,8.4
2001/3/22,15.0,21.5,7.2
2001/3/23,14.2,18.4,10.8
2001/3/24,13.9,19.7,6.5
2001/3/25,14.3,15.6,13.0
2001/3/26,14.0,18.5,9.7
2001/3/27,11.2,15.4,7.8
2001/3/28,12.0,17.6,7.4
2001/3/29,10.5,13.5,5.1
2001/3/30,7.6,13.2,3.6
2001/3/31,6.7,11.2,3.6
