É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:25

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1998/12/1,-3.7,-1.3,-6.6
1998/12/2,-5.5,-3.1,-7.4
1998/12/3,-5.5,-4.2,-7.6
1998/12/4,-4.1,-2.6,-7.7
1998/12/5,-3.7,-0.7,-8.1
1998/12/6,-2.7,0.0,-7.3
1998/12/7,-1.8,6.1,-8.9
1998/12/8,4.5,8.8,0.0
1998/12/9,-2.4,0.8,-4.9
1998/12/10,-3.7,-1.9,-6.4
1998/12/11,-2.7,-1.0,-4.3
1998/12/12,-0.6,3.2,-5.6
1998/12/13,3.4,7.4,1.4
1998/12/14,2.4,5.2,0.1
1998/12/15,2.4,4.6,-1.7
1998/12/16,4.0,7.7,0.7
1998/12/17,-2.8,2.4,-5.7
1998/12/18,-2.4,0.3,-5.1
1998/12/19,1.3,3.6,-1.6
1998/12/20,-4.1,-1.3,-6.1
1998/12/21,-2.5,-0.8,-6.0
1998/12/22,-0.8,2.0,-4.2
1998/12/23,-0.1,1.8,-1.8
1998/12/24,-1.8,0.1,-3.6
1998/12/25,-1.1,1.4,-5.0
1998/12/26,-2.8,0.0,-5.8
1998/12/27,-3.6,-0.1,-7.9
1998/12/28,-3.5,-0.4,-7.0
1998/12/29,-1.0,2.4,-7.2
1998/12/30,-4.6,-0.1,-7.9
1998/12/31,-4.6,-2.6,-7.7
1999/1/1,-3.0,-0.4,-5.9
1999/1/2,-5.4,-1.5,-8.7
1999/1/3,-5.4,-2.2,-9.8
1999/1/4,-2.1,0.3,-4.8
1999/1/5,-0.4,2.5,-5.3
1999/1/6,-1.7,1.8,-5.0
1999/1/7,-5.8,-2.4,-10.1
1999/1/8,-7.7,-5.1,-10.8
1999/1/9,-6.3,-4.5,-8.8
1999/1/10,-4.7,-3.6,-5.9
1999/1/11,-0.8,2.3,-4.7
1999/1/12,-1.2,1.3,-3.5
1999/1/13,-2.4,-0.7,-5.6
1999/1/14,-3.8,-1.5,-5.7
1999/1/15,-2.3,-0.2,-8.3
1999/1/16,-3.0,-0.4,-6.0
1999/1/17,-3.7,-1.1,-6.2
1999/1/18,0.0,2.3,-4.2
1999/1/19,1.6,5.4,-3.9
1999/1/20,-0.7,4.2,-5.6
1999/1/21,-4.6,-3.4,-5.9
1999/1/22,-2.7,-0.7,-4.7
1999/1/23,-1.9,1.1,-4.6
1999/1/24,-2.3,-0.2,-5.0
1999/1/25,0.5,4.6,-5.7
1999/1/26,0.4,5.0,-3.9
1999/1/27,-1.5,0.3,-3.8
1999/1/28,-6.3,-2.6,-11.4
1999/1/29,-8.9,-5.4,-13.5
1999/1/30,-7.6,-5.5,-10.0
1999/1/31,-6.0,-3.7,-11.0
1999/2/1,-5.8,-2.2,-9.1
1999/2/2,-7.3,-5.8,-9.8
1999/2/3,-8.9,-5.9,-12.4
1999/2/4,-5.2,-1.8,-8.5
1999/2/5,-2.4,1.1,-6.4
1999/2/6,-3.6,-0.2,-7.5
1999/2/7,-3.4,0.3,-7.5
1999/2/8,-5.1,-1.9,-8.6
1999/2/9,-4.0,-0.3,-10.5
1999/2/10,-4.7,-1.6,-7.5
1999/2/11,-4.2,-1.2,-6.4
1999/2/12,-7.8,-4.0,-10.7
1999/2/13,-8.1,-3.0,-12.5
1999/2/14,-5.9,-2.6,-10.6
1999/2/15,-2.5,0.6,-6.6
1999/2/16,2.1,5.9,-2.7
1999/2/17,5.0,9.2,-0.4
1999/2/18,-0.8,4.3,-7.1
1999/2/19,-6.6,-4.0,-9.2
1999/2/20,-6.4,-3.4,-9.5
1999/2/21,-5.8,-3.3,-9.4
1999/2/22,-3.1,0.8,-5.7
1999/2/23,-3.7,0.0,-7.4
1999/2/24,-1.2,2.9,-7.2
1999/2/25,0.7,4.5,-1.7
1999/2/26,2.4,5.4,-1.9
1999/2/27,1.3,6.1,-4.2
1999/2/28,-4.5,-2.5,-6.9
1999/3/1,-0.2,2.6,-5.7
1999/3/2,-0.9,1.6,-3.2
1999/3/3,-0.8,2.4,-3.7
1999/3/4,-2.8,-0.4,-6.9
1999/3/5,-0.9,4.1,-7.6
1999/3/6,-2.3,4.2,-4.8
1999/3/7,-3.0,-0.4,-5.7
1999/3/8,-3.6,-0.1,-7.3
1999/3/9,-4.3,-0.5,-7.6
1999/3/10,-2.5,3.5,-7.8
1999/3/11,-4.0,-0.6,-6.6
1999/3/12,-5.2,-2.1,-7.9
1999/3/13,-1.4,3.0,-8.7
1999/3/14,4.2,8.4,1.2
1999/3/15,2.6,3.9,1.7
1999/3/16,3.0,5.4,1.0
1999/3/17,2.3,3.7,0.3
1999/3/18,5.2,8.6,2.0
1999/3/19,0.1,2.4,-1.6
1999/3/20,-2.7,-0.2,-4.7
1999/3/21,-3.7,0.0,-7.5
1999/3/22,-3.6,-1.3,-5.4
1999/3/23,-2.6,1.1,-5.1
1999/3/24,3.2,9.3,-5.0
1999/3/25,6.1,10.7,-0.1
1999/3/26,6.1,12.8,3.2
1999/3/27,2.4,4.8,-1.0
1999/3/28,-2.5,-0.1,-5.5
1999/3/29,-4.2,-1.3,-5.6
1999/3/30,-1.4,2.2,-7.1
1999/3/31,2.0,5.5,-2.5
