ダウンロードした時刻：2019/10/10 16:21:11

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,11.5,16.5,7.2
1982/12/2,11.2,16.6,6.0
1982/12/3,10.8,16.4,7.1
1982/12/4,9.8,16.2,3.9
1982/12/5,9.5,12.9,5.8
1982/12/6,6.0,9.9,3.9
1982/12/7,5.3,9.0,2.8
1982/12/8,5.6,11.7,0.1
1982/12/9,9.1,14.1,4.0
1982/12/10,11.6,17.9,5.8
1982/12/11,12.2,16.3,9.3
1982/12/12,6.4,9.4,4.7
1982/12/13,5.0,7.0,3.0
1982/12/14,5.5,8.8,3.3
1982/12/15,5.2,9.9,1.8
1982/12/16,5.7,10.6,1.4
1982/12/17,6.5,10.4,4.3
1982/12/18,4.7,7.0,3.1
1982/12/19,4.5,9.3,0.7
1982/12/20,4.8,10.5,-0.3
1982/12/21,6.1,10.0,1.5
1982/12/22,9.7,13.6,6.6
1982/12/23,8.2,10.6,4.9
1982/12/24,7.6,13.0,1.8
1982/12/25,9.2,12.6,5.4
1982/12/26,6.9,9.6,4.8
1982/12/27,5.5,9.9,2.5
1982/12/28,4.9,10.1,0.5
1982/12/29,7.5,12.7,1.3
1982/12/30,8.2,13.9,3.6
1982/12/31,5.8,11.6,1.1
1983/1/1,6.3,12.5,1.4
1983/1/2,5.4,9.8,2.4
1983/1/3,6.6,11.4,3.6
1983/1/4,7.1,12.3,1.2
1983/1/5,10.1,12.1,6.8
1983/1/6,11.4,15.1,8.6
1983/1/7,11.5,15.1,7.9
1983/1/8,6.9,10.9,4.0
1983/1/9,3.5,7.0,1.6
1983/1/10,2.2,6.0,-1.0
1983/1/11,2.3,6.0,-3.1
1983/1/12,5.3,9.0,2.2
1983/1/13,5.2,9.2,1.7
1983/1/14,3.6,9.4,-1.0
1983/1/15,5.0,9.9,-0.3
1983/1/16,5.6,12.2,0.3
1983/1/17,6.0,9.1,2.0
1983/1/18,8.2,11.3,4.3
1983/1/19,4.3,7.6,1.2
1983/1/20,1.7,3.6,0.3
1983/1/21,2.3,4.9,1.0
1983/1/22,0.6,4.2,-1.7
1983/1/23,1.4,7.3,-3.9
1983/1/24,5.1,11.0,0.9
1983/1/25,4.5,11.1,-0.9
1983/1/26,5.8,12.4,0.5
1983/1/27,6.2,12.8,-0.2
1983/1/28,6.5,13.9,0.8
1983/1/29,7.8,12.7,1.0
1983/1/30,9.4,15.3,6.5
1983/1/31,7.6,14.0,3.9
1983/2/1,7.4,10.5,2.2
1983/2/2,11.1,12.8,8.9
1983/2/3,7.8,10.9,3.6
1983/2/4,6.1,11.9,0.4
1983/2/5,7.1,11.7,2.8
1983/2/6,9.0,14.4,3.8
1983/2/7,6.8,9.8,3.4
1983/2/8,5.6,9.9,2.0
1983/2/9,5.5,10.6,0.6
1983/2/10,3.5,7.8,0.6
1983/2/11,3.7,9.4,-1.3
1983/2/12,3.5,7.7,0.9
1983/2/13,1.4,5.0,-1.9
1983/2/14,3.3,9.7,-3.9
1983/2/15,7.6,14.2,3.4
1983/2/16,7.0,13.3,-0.4
1983/2/17,7.4,10.5,5.7
1983/2/18,1.2,6.9,-2.0
1983/2/19,1.3,5.3,-1.9
1983/2/20,1.4,4.9,-1.1
1983/2/21,1.9,7.9,-2.8
1983/2/22,3.4,9.8,-2.6
1983/2/23,4.8,8.5,0.5
1983/2/24,7.1,9.9,4.2
1983/2/25,5.9,12.2,1.0
1983/2/26,6.5,12.9,1.7
1983/2/27,6.8,14.3,0.3
1983/2/28,8.5,16.4,1.8
1983/3/1,11.2,14.5,6.4
1983/3/2,15.7,19.1,10.9
1983/3/3,9.8,12.5,8.3
1983/3/4,8.1,13.0,4.4
1983/3/5,5.3,9.7,2.2
1983/3/6,5.9,12.2,0.7
1983/3/7,6.0,12.7,0.6
1983/3/8,5.3,9.2,2.8
1983/3/9,6.2,11.8,0.4
1983/3/10,9.2,13.9,6.1
1983/3/11,9.2,16.3,3.2
1983/3/12,10.0,13.0,5.9
1983/3/13,9.7,12.9,5.8
1983/3/14,6.4,10.5,3.7
1983/3/15,8.4,14.6,1.5
1983/3/16,9.4,11.5,7.5
1983/3/17,6.9,9.4,5.0
1983/3/18,7.2,11.9,3.4
1983/3/19,8.6,15.6,0.9
1983/3/20,13.3,18.2,8.1
1983/3/21,15.3,20.3,12.4
1983/3/22,16.5,20.8,11.9
1983/3/23,15.7,17.6,13.0
1983/3/24,11.6,13.2,10.3
1983/3/25,10.0,14.9,6.2
1983/3/26,9.7,12.3,7.6
1983/3/27,12.0,18.0,6.3
1983/3/28,14.1,19.0,10.0
1983/3/29,13.2,16.9,11.1
1983/3/30,12.0,13.5,9.7
1983/3/31,12.0,13.8,10.5
