É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:46

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2004/12/1,6.4,13.1,0.7
2004/12/2,7.6,14.6,1.4
2004/12/3,5.8,13.1,-1.0
2004/12/4,7.6,13.8,1.4
2004/12/5,14.5,24.7,7.8
2004/12/6,7.9,13.0,3.3
2004/12/7,6.2,12.4,0.8
2004/12/8,9.2,15.5,1.8
2004/12/9,8.2,9.8,6.9
2004/12/10,11.0,15.9,7.4
2004/12/11,9.7,16.7,4.6
2004/12/12,6.0,7.3,4.1
2004/12/13,8.5,15.7,3.4
2004/12/14,5.2,10.6,1.0
2004/12/15,7.8,11.9,1.9
2004/12/16,10.9,17.4,5.8
2004/12/17,6.5,11.4,2.2
2004/12/18,6.1,11.4,2.0
2004/12/19,7.0,12.7,1.3
2004/12/20,8.3,10.7,6.6
2004/12/21,6.8,11.8,1.2
2004/12/22,3.9,10.7,-1.6
2004/12/23,3.1,9.0,-1.7
2004/12/24,3.4,9.6,-2.6
2004/12/25,3.7,9.9,-2.1
2004/12/26,3.9,9.4,-0.7
2004/12/27,2.6,9.5,-2.7
2004/12/28,2.6,8.7,-3.1
2004/12/29,1.0,2.4,0.1
2004/12/30,0.6,5.8,-3.0
2004/12/31,-0.1,2.1,-3.2
2005/1/1,1.3,6.5,-2.8
2005/1/2,-0.4,6.1,-5.8
2005/1/3,1.0,7.3,-4.7
2005/1/4,4.4,11.9,-1.2
2005/1/5,1.4,5.3,-2.7
2005/1/6,0.7,4.6,-3.5
2005/1/7,3.8,12.2,-2.2
2005/1/8,2.0,7.3,-2.5
2005/1/9,0.1,7.3,-5.2
2005/1/10,0.7,7.5,-5.9
2005/1/11,0.6,5.0,-3.1
2005/1/12,-0.1,6.5,-4.3
2005/1/13,1.5,9.4,-5.4
2005/1/14,2.9,9.0,-3.5
2005/1/15,3.3,4.2,2.5
2005/1/16,4.3,6.5,2.0
2005/1/17,4.7,10.3,0.5
2005/1/18,4.1,10.0,-1.5
2005/1/19,4.3,8.1,1.4
2005/1/20,3.8,11.0,-1.0
2005/1/21,2.5,8.4,-1.5
2005/1/22,1.6,7.6,-3.5
2005/1/23,0.9,4.3,-4.0
2005/1/24,2.1,7.8,-3.4
2005/1/25,3.6,10.2,-2.4
2005/1/26,1.7,4.7,-1.0
2005/1/27,2.2,8.1,-2.9
2005/1/28,4.1,9.8,-1.5
2005/1/29,5.1,8.9,0.6
2005/1/30,4.4,8.1,0.4
2005/1/31,3.0,9.0,-1.9
2005/2/1,0.3,5.4,-4.2
2005/2/2,1.3,6.5,-2.2
2005/2/3,1.3,7.5,-2.6
2005/2/4,2.8,9.8,-3.5
2005/2/5,2.2,9.1,-3.4
2005/2/6,2.4,9.0,-3.3
2005/2/7,2.9,8.7,-3.0
2005/2/8,2.4,3.3,-0.1
2005/2/9,4.3,9.5,-2.3
2005/2/10,6.4,15.0,0.6
2005/2/11,2.1,7.4,-2.6
2005/2/12,1.4,7.1,-4.3
2005/2/13,1.9,7.3,-3.1
2005/2/14,2.5,8.2,-3.4
2005/2/15,4.7,12.2,-3.2
2005/2/16,2.1,5.2,0.4
2005/2/17,5.6,12.3,1.2
2005/2/18,3.6,9.5,-1.4
2005/2/19,3.2,5.6,0.6
2005/2/20,5.9,13.6,1.0
2005/2/21,3.7,10.1,-0.8
2005/2/22,4.5,10.8,-1.8
2005/2/23,6.6,16.2,-1.1
2005/2/24,4.1,9.9,0.5
2005/2/25,1.9,3.8,0.3
2005/2/26,1.7,6.1,-2.9
2005/2/27,1.2,7.6,-4.4
2005/2/28,3.8,10.9,-2.9
2005/3/1,2.5,9.1,-2.1
2005/3/2,1.9,9.0,-4.1
2005/3/3,2.8,9.4,-2.6
2005/3/4,0.7,1.8,-0.3
2005/3/5,2.3,6.4,-0.1
2005/3/6,2.3,7.7,-0.5
2005/3/7,3.7,10.8,-3.4
2005/3/8,7.3,16.5,-1.5
2005/3/9,8.6,19.0,1.5
2005/3/10,6.5,10.7,3.5
2005/3/11,6.6,9.5,2.6
2005/3/12,7.6,14.8,1.6
2005/3/13,3.3,8.6,-1.1
2005/3/14,2.7,9.1,-3.8
2005/3/15,4.7,11.3,-2.4
2005/3/16,8.7,17.8,-0.1
2005/3/17,8.8,10.4,6.2
2005/3/18,10.4,17.7,4.6
2005/3/19,6.5,12.5,0.3
2005/3/20,5.3,10.5,0.0
2005/3/21,8.5,15.6,1.4
2005/3/22,9.0,14.5,3.7
2005/3/23,10.4,14.4,6.7
2005/3/24,8.2,13.0,5.8
2005/3/25,4.2,7.8,-0.3
2005/3/26,4.8,11.8,-1.8
2005/3/27,8.9,17.7,-0.7
2005/3/28,7.9,10.2,6.4
2005/3/29,9.0,15.0,3.9
2005/3/30,7.2,13.2,0.9
2005/3/31,7.3,15.1,0.5
