ダウンロードした時刻：2019/10/10 15:35:57

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,1.9,6.5,-0.6
2006/12/2,1.7,6.6,-1.5
2006/12/3,-0.3,1.8,-2.1
2006/12/4,0.6,3.8,-2.1
2006/12/5,2.5,8.3,-0.6
2006/12/6,1.3,4.6,-2.1
2006/12/7,2.4,6.9,-1.9
2006/12/8,2.0,3.8,0.5
2006/12/9,1.4,4.1,-0.6
2006/12/10,1.3,6.4,-1.1
2006/12/11,1.2,4.4,-1.5
2006/12/12,0.3,5.4,-3.7
2006/12/13,6.9,10.0,0.0
2006/12/14,5.2,8.3,1.7
2006/12/15,2.0,6.7,-1.7
2006/12/16,4.8,9.9,0.3
2006/12/17,1.2,3.1,0.0
2006/12/18,-0.5,2.0,-1.5
2006/12/19,1.8,5.3,-1.3
2006/12/20,1.4,6.8,-3.4
2006/12/21,1.3,5.5,-2.2
2006/12/22,2.6,8.0,-0.2
2006/12/23,1.3,4.7,-1.8
2006/12/24,0.8,3.2,-1.1
2006/12/25,2.1,6.8,-2.3
2006/12/26,2.3,8.2,-4.1
2006/12/27,7.4,11.3,3.2
2006/12/28,5.8,9.3,2.5
2006/12/29,2.4,5.7,0.3
2006/12/30,0.5,3.0,-1.3
2006/12/31,0.0,3.6,-2.0
2007/1/1,4.2,8.0,-0.2
2007/1/2,3.8,6.9,-0.4
2007/1/3,1.2,4.1,-2.6
2007/1/4,2.9,6.8,-0.3
2007/1/5,2.0,7.0,-2.2
2007/1/6,3.0,8.1,-3.2
2007/1/7,4.0,6.9,0.9
2007/1/8,2.5,5.4,0.1
2007/1/9,-0.4,1.4,-2.4
2007/1/10,0.3,2.6,-1.1
2007/1/11,-0.4,2.0,-1.8
2007/1/12,0.5,4.2,-1.8
2007/1/13,-0.8,2.7,-2.8
2007/1/14,-1.1,1.3,-2.1
2007/1/15,0.2,3.1,-2.1
2007/1/16,1.3,3.0,-0.4
2007/1/17,0.5,5.3,-2.7
2007/1/18,0.4,5.2,-3.5
2007/1/19,0.1,2.8,-2.5
2007/1/20,0.2,3.5,-2.2
2007/1/21,-0.5,4.6,-4.1
2007/1/22,0.1,4.3,-4.2
2007/1/23,1.2,4.2,0.0
2007/1/24,0.8,3.5,-0.8
2007/1/25,0.7,3.8,-1.0
2007/1/26,0.3,3.3,-2.4
2007/1/27,1.5,3.2,0.0
2007/1/28,1.3,2.7,-1.0
2007/1/29,1.9,7.3,-1.8
2007/1/30,2.2,7.3,-0.6
2007/1/31,3.9,8.3,0.0
2007/2/1,0.5,3.1,-2.2
2007/2/2,-1.5,0.5,-3.1
2007/2/3,2.3,6.2,-2.3
2007/2/4,-0.9,2.4,-2.4
2007/2/5,2.9,9.0,-1.6
2007/2/6,5.3,9.9,0.5
2007/2/7,0.7,3.1,-1.5
2007/2/8,2.1,5.6,-1.9
2007/2/9,2.6,7.1,-1.4
2007/2/10,1.7,6.5,-2.2
2007/2/11,0.6,3.8,-3.0
2007/2/12,-1.7,1.8,-3.6
2007/2/13,0.0,4.5,-3.3
2007/2/14,0.9,5.2,-3.1
2007/2/15,1.0,3.7,-1.1
2007/2/16,2.6,5.5,0.4
2007/2/17,2.7,7.2,-0.5
2007/2/18,2.6,6.8,-1.8
2007/2/19,1.2,4.9,-1.5
2007/2/20,1.5,7.3,-4.2
2007/2/21,2.4,7.6,-2.2
2007/2/22,5.4,12.8,-2.7
2007/2/23,7.1,13.7,0.5
2007/2/24,-1.3,1.7,-3.2
2007/2/25,-0.3,4.1,-5.5
2007/2/26,-0.3,3.3,-3.0
2007/2/27,1.3,7.0,-4.1
2007/2/28,1.2,4.6,-0.6
2007/3/1,1.3,5.0,-2.2
2007/3/2,1.5,7.0,-3.5
2007/3/3,3.4,8.1,-2.8
2007/3/4,4.8,7.8,2.8
2007/3/5,8.4,12.0,5.1
2007/3/6,3.7,8.5,-3.4
2007/3/7,-2.1,1.1,-4.2
2007/3/8,0.0,4.5,-2.8
2007/3/9,0.3,4.6,-3.2
2007/3/10,2.8,8.1,-3.6
2007/3/11,1.2,6.8,-2.5
2007/3/12,-1.6,1.6,-3.0
2007/3/13,-0.3,3.3,-2.6
2007/3/14,0.6,4.5,-1.6
2007/3/15,1.5,5.6,-1.1
2007/3/16,1.0,6.0,-1.6
2007/3/17,-0.1,5.0,-3.6
2007/3/18,0.6,5.5,-3.1
2007/3/19,1.8,7.9,-3.3
2007/3/20,2.6,7.4,-0.5
2007/3/21,3.1,8.0,-1.3
2007/3/22,2.3,6.2,-1.6
2007/3/23,4.1,9.4,0.4
2007/3/24,6.8,12.3,-0.3
2007/3/25,10.3,15.8,5.9
2007/3/26,6.7,10.7,3.4
2007/3/27,6.1,11.7,2.1
2007/3/28,4.5,7.7,0.9
2007/3/29,1.8,3.2,0.2
2007/3/30,2.8,4.5,0.6
2007/3/31,4.1,7.3,0.7
