ダウンロードした時刻：2019/10/10 16:04:01

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,8.3,10.4,6.2
2017/12/2,6.3,11.7,2.5
2017/12/3,7.0,14.3,1.8
2017/12/4,6.8,9.3,3.1
2017/12/5,5.0,8.0,1.9
2017/12/6,4.5,8.9,1.0
2017/12/7,5.2,10.7,1.1
2017/12/8,4.5,9.8,1.0
2017/12/9,4.4,7.4,1.2
2017/12/10,7.0,9.6,4.7
2017/12/11,5.2,9.9,-0.1
2017/12/12,1.9,3.5,-0.2
2017/12/13,3.6,5.7,1.9
2017/12/14,4.4,5.8,3.3
2017/12/15,5.9,11.3,1.2
2017/12/16,5.5,7.5,1.4
2017/12/17,2.1,6.0,-0.1
2017/12/18,4.3,6.4,2.9
2017/12/19,5.1,7.9,2.6
2017/12/20,4.2,9.7,1.0
2017/12/21,5.2,10.2,0.9
2017/12/22,7.3,12.2,3.5
2017/12/23,7.4,12.4,2.4
2017/12/24,8.2,14.7,2.1
2017/12/25,7.0,9.6,4.7
2017/12/26,5.6,7.5,2.1
2017/12/27,3.8,5.1,2.0
2017/12/28,4.9,7.6,3.6
2017/12/29,6.5,10.2,3.4
2017/12/30,5.7,10.7,2.2
2017/12/31,6.4,8.7,3.0
2018/1/1,6.3,9.6,5.3
2018/1/2,7.1,10.1,4.5
2018/1/3,4.7,7.8,2.3
2018/1/4,3.0,5.7,1.3
2018/1/5,4.5,8.1,2.4
2018/1/6,6.1,10.6,3.6
2018/1/7,5.6,9.2,2.1
2018/1/8,7.2,9.8,4.6
2018/1/9,5.3,7.0,3.9
2018/1/10,1.7,5.3,0.1
2018/1/11,-1.0,1.2,-2.9
2018/1/12,-0.9,1.7,-2.6
2018/1/13,1.4,4.2,-1.3
2018/1/14,1.6,6.1,-1.4
2018/1/15,4.5,11.2,-2.3
2018/1/16,8.1,15.7,1.0
2018/1/17,9.0,10.5,7.9
2018/1/18,7.9,10.9,6.1
2018/1/19,7.3,11.0,5.3
2018/1/20,5.8,11.0,2.9
2018/1/21,5.3,10.8,2.0
2018/1/22,3.3,4.3,2.1
2018/1/23,3.2,6.6,-0.3
2018/1/24,-2.2,0.4,-4.3
2018/1/25,0.1,3.1,-2.5
2018/1/26,-0.2,2.6,-1.9
2018/1/27,0.8,3.1,-2.0
2018/1/28,1.7,5.9,-1.2
2018/1/29,1.8,4.5,-1.3
2018/1/30,1.1,3.7,-1.2
2018/1/31,3.4,7.6,-0.4
2018/2/1,3.5,8.3,1.0
2018/2/2,4.1,9.2,-0.3
2018/2/3,3.4,6.7,0.9
2018/2/4,-0.3,2.5,-2.1
2018/2/5,-1.5,0.7,-3.0
2018/2/6,-2.6,-0.3,-3.5
2018/2/7,-1.5,-0.1,-2.9
2018/2/8,-0.3,4.4,-3.9
2018/2/9,0.4,8.4,-7.0
2018/2/10,3.0,5.3,0.5
2018/2/11,1.1,4.7,-1.8
2018/2/12,0.9,2.7,-1.1
2018/2/13,1.4,4.4,-1.9
2018/2/14,5.5,11.9,-3.3
2018/2/15,6.3,10.1,1.1
2018/2/16,4.8,11.8,-0.7
2018/2/17,4.3,7.0,1.9
2018/2/18,2.8,7.9,-1.1
2018/2/19,4.7,10.8,-0.2
2018/2/20,5.1,11.9,-0.8
2018/2/21,4.5,8.0,2.2
2018/2/22,4.1,9.5,0.4
2018/2/23,3.9,10.6,-2.3
2018/2/24,6.2,13.7,-0.1
2018/2/25,6.7,11.4,3.9
2018/2/26,6.0,12.5,1.5
2018/2/27,6.4,13.3,0.2
2018/2/28,8.3,12.4,2.0
2018/3/1,9.7,14.0,6.6
2018/3/2,5.9,10.3,1.7
2018/3/3,7.7,15.6,0.0
2018/3/4,12.4,22.3,4.1
2018/3/5,10.1,16.1,5.5
2018/3/6,5.7,8.7,4.3
2018/3/7,6.9,9.8,5.1
2018/3/8,10.4,14.0,7.2
2018/3/9,4.5,7.2,1.9
2018/3/10,3.5,9.5,-1.5
2018/3/11,6.8,14.2,0.1
2018/3/12,8.2,17.1,1.6
2018/3/13,11.3,17.5,3.2
2018/3/14,13.8,20.7,7.0
2018/3/15,14.2,22.0,7.5
2018/3/16,6.5,13.8,3.8
2018/3/17,6.2,9.9,3.4
2018/3/18,10.4,18.3,1.7
2018/3/19,10.2,12.8,7.3
2018/3/20,6.7,7.8,5.3
2018/3/21,6.1,7.6,4.2
2018/3/22,6.6,8.8,2.2
2018/3/23,6.7,13.8,0.5
2018/3/24,8.8,15.6,2.0
2018/3/25,10.9,17.2,5.1
2018/3/26,11.5,18.6,5.4
2018/3/27,12.3,19.3,5.2
2018/3/28,14.2,21.3,6.6
2018/3/29,13.9,19.5,9.6
2018/3/30,10.9,14.3,8.0
2018/3/31,11.7,20.4,4.4
