ダウンロードした時刻：2019/10/10 16:04:11

,米子,米子,米子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,8.7,11.0,6.4
1986/12/2,8.2,13.8,3.8
1986/12/3,9.6,15.7,2.9
1986/12/4,8.6,11.4,6.4
1986/12/5,7.7,12.9,4.7
1986/12/6,12.1,18.3,4.3
1986/12/7,8.4,13.4,6.2
1986/12/8,8.3,11.5,3.3
1986/12/9,5.7,12.2,0.4
1986/12/10,9.0,14.5,1.5
1986/12/11,8.3,15.2,2.9
1986/12/12,8.8,17.3,1.4
1986/12/13,8.8,15.0,3.9
1986/12/14,12.0,14.7,7.1
1986/12/15,9.6,13.1,7.0
1986/12/16,7.7,9.5,4.8
1986/12/17,5.8,10.9,1.1
1986/12/18,9.5,15.4,0.9
1986/12/19,8.4,12.0,5.3
1986/12/20,5.1,8.4,1.6
1986/12/21,7.1,11.7,1.4
1986/12/22,3.8,7.8,0.7
1986/12/23,7.3,12.0,0.3
1986/12/24,9.2,14.2,5.9
1986/12/25,9.9,14.1,7.5
1986/12/26,6.7,10.5,1.7
1986/12/27,4.2,8.2,2.1
1986/12/28,3.0,6.1,0.7
1986/12/29,4.2,8.5,0.5
1986/12/30,6.8,9.5,2.7
1986/12/31,12.5,18.1,8.8
1987/1/1,6.2,9.6,4.1
1987/1/2,6.0,11.4,3.4
1987/1/3,10.0,13.2,7.0
1987/1/4,6.3,9.4,4.2
1987/1/5,4.3,5.6,2.9
1987/1/6,7.5,10.5,3.9
1987/1/7,8.0,12.9,1.3
1987/1/8,7.5,10.6,4.4
1987/1/9,8.1,11.4,4.1
1987/1/10,3.7,7.3,0.1
1987/1/11,1.9,4.6,-0.3
1987/1/12,4.1,9.7,0.4
1987/1/13,-0.1,3.3,-2.2
1987/1/14,1.5,4.3,-3.1
1987/1/15,4.6,8.0,2.0
1987/1/16,8.2,12.5,1.4
1987/1/17,8.6,11.6,5.4
1987/1/18,5.3,8.5,3.5
1987/1/19,2.7,5.1,1.0
1987/1/20,1.0,3.3,-0.3
1987/1/21,2.2,5.7,-0.2
1987/1/22,4.6,9.8,-2.1
1987/1/23,10.0,14.4,4.6
1987/1/24,4.5,8.4,0.4
1987/1/25,0.5,1.6,-1.1
1987/1/26,1.5,5.1,-2.7
1987/1/27,3.7,7.5,1.1
1987/1/28,5.4,10.5,1.4
1987/1/29,9.6,14.7,3.5
1987/1/30,7.4,11.1,3.8
1987/1/31,2.7,5.5,0.6
1987/2/1,1.4,4.4,-0.7
1987/2/2,2.9,6.1,-0.3
1987/2/3,1.8,6.1,-1.8
1987/2/4,2.5,5.3,0.2
1987/2/5,5.2,9.3,0.1
1987/2/6,7.4,12.3,2.2
1987/2/7,8.7,14.7,3.9
1987/2/8,6.4,13.9,0.5
1987/2/9,9.2,18.3,1.7
1987/2/10,12.6,21.1,5.9
1987/2/11,17.5,20.9,10.8
1987/2/12,7.6,15.9,6.0
1987/2/13,8.1,13.3,3.3
1987/2/14,8.9,12.4,5.4
1987/2/15,4.8,8.4,2.3
1987/2/16,3.9,8.8,-0.2
1987/2/17,3.6,6.2,0.0
1987/2/18,6.3,9.8,4.0
1987/2/19,3.6,5.2,1.7
1987/2/20,3.9,7.9,0.6
1987/2/21,4.8,10.0,-1.0
1987/2/22,6.4,12.7,2.0
1987/2/23,7.0,13.6,0.8
1987/2/24,8.3,15.0,3.0
1987/2/25,0.2,6.2,-1.5
1987/2/26,0.1,2.9,-1.4
1987/2/27,-0.7,2.3,-2.3
1987/2/28,1.0,3.7,-2.2
1987/3/1,0.7,2.3,-1.0
1987/3/2,0.9,3.8,-1.2
1987/3/3,4.2,9.1,-1.1
1987/3/4,8.1,12.8,1.7
1987/3/5,13.3,19.1,7.5
1987/3/6,8.1,15.0,5.7
1987/3/7,3.5,5.7,1.2
1987/3/8,5.1,9.2,2.7
1987/3/9,5.8,7.9,3.9
1987/3/10,5.0,7.4,3.3
1987/3/11,5.3,9.3,1.9
1987/3/12,5.4,9.9,-0.2
1987/3/13,10.7,13.1,5.7
1987/3/14,9.6,12.4,6.7
1987/3/15,7.5,11.9,3.3
1987/3/16,6.4,10.3,2.1
1987/3/17,6.5,9.3,3.9
1987/3/18,9.0,13.5,3.7
1987/3/19,9.8,15.2,2.3
1987/3/20,8.5,11.2,3.4
1987/3/21,8.3,15.7,0.8
1987/3/22,11.2,14.5,6.6
1987/3/23,12.2,13.2,11.2
1987/3/24,11.1,14.6,8.3
1987/3/25,4.1,11.0,0.6
1987/3/26,3.1,8.0,-0.6
1987/3/27,5.9,11.8,-0.5
1987/3/28,6.9,12.2,-0.1
1987/3/29,9.0,12.9,4.7
1987/3/30,10.7,15.9,3.6
1987/3/31,5.0,9.5,0.4
