ダウンロードした時刻：2019/10/10 16:18:22

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,8.3,11.8,5.6
1995/12/2,9.7,13.0,6.3
1995/12/3,10.0,14.4,5.4
1995/12/4,9.6,12.7,6.4
1995/12/5,6.5,10.2,2.9
1995/12/6,5.2,8.0,2.4
1995/12/7,6.9,11.6,4.2
1995/12/8,6.9,11.0,3.6
1995/12/9,6.9,9.9,4.0
1995/12/10,5.9,11.6,1.2
1995/12/11,7.8,13.7,2.0
1995/12/12,10.4,13.9,6.9
1995/12/13,8.0,11.6,5.2
1995/12/14,9.0,13.7,3.6
1995/12/15,10.9,14.5,7.9
1995/12/16,7.2,9.9,4.8
1995/12/17,8.6,11.9,5.2
1995/12/18,7.1,10.2,5.1
1995/12/19,6.5,9.6,4.3
1995/12/20,7.1,12.8,2.0
1995/12/21,8.4,11.2,5.4
1995/12/22,6.9,11.4,3.3
1995/12/23,7.9,13.6,2.3
1995/12/24,5.5,11.9,2.4
1995/12/25,2.6,4.4,1.5
1995/12/26,3.3,5.8,2.0
1995/12/27,4.8,8.0,2.5
1995/12/28,5.1,10.0,-1.1
1995/12/29,6.0,9.8,2.3
1995/12/30,3.8,7.0,1.9
1995/12/31,4.7,9.6,-0.5
1996/1/1,6.9,10.1,3.1
1996/1/2,5.5,9.9,1.9
1996/1/3,7.2,15.4,0.4
1996/1/4,4.5,7.5,1.5
1996/1/5,6.4,12.4,-0.6
1996/1/6,7.9,12.2,2.4
1996/1/7,9.4,13.2,5.1
1996/1/8,7.3,13.0,2.6
1996/1/9,2.2,3.9,0.8
1996/1/10,5.2,7.8,2.5
1996/1/11,7.1,11.5,3.6
1996/1/12,6.8,10.9,3.8
1996/1/13,6.2,11.1,2.7
1996/1/14,10.6,15.6,4.3
1996/1/15,13.5,17.1,10.5
1996/1/16,10.9,13.7,6.1
1996/1/17,7.4,11.5,4.3
1996/1/18,6.1,8.0,3.9
1996/1/19,5.4,7.2,3.1
1996/1/20,7.6,11.4,4.7
1996/1/21,7.1,11.4,3.1
1996/1/22,4.8,6.3,2.2
1996/1/23,6.6,10.8,4.1
1996/1/24,4.6,7.7,1.9
1996/1/25,4.2,8.4,0.8
1996/1/26,3.7,6.7,2.0
1996/1/27,4.0,8.9,0.1
1996/1/28,5.1,10.3,-0.7
1996/1/29,5.5,10.2,1.3
1996/1/30,3.4,6.7,0.5
1996/1/31,3.4,6.6,0.3
1996/2/1,1.8,4.6,-0.6
1996/2/2,0.3,2.8,-1.7
1996/2/3,2.7,7.0,-1.4
1996/2/4,4.6,9.7,-0.4
1996/2/5,5.0,13.7,-0.3
1996/2/6,2.7,6.2,0.7
1996/2/7,3.2,7.5,0.1
1996/2/8,4.4,8.8,-1.5
1996/2/9,4.8,8.9,0.7
1996/2/10,2.6,6.0,0.5
1996/2/11,3.7,7.9,-0.4
1996/2/12,6.6,13.5,0.1
1996/2/13,9.0,15.8,4.2
1996/2/14,11.6,17.3,5.3
1996/2/15,10.6,14.4,5.7
1996/2/16,6.8,12.6,3.6
1996/2/17,2.4,4.1,0.8
1996/2/18,3.7,8.7,0.5
1996/2/19,3.8,7.1,1.2
1996/2/20,3.8,7.5,0.8
1996/2/21,3.7,7.8,1.1
1996/2/22,3.6,8.0,-0.1
1996/2/23,5.6,9.4,2.2
1996/2/24,5.2,8.9,2.1
1996/2/25,4.2,6.7,2.0
1996/2/26,7.0,11.0,3.3
1996/2/27,7.3,12.8,5.0
1996/2/28,6.7,11.6,3.0
1996/2/29,6.7,11.3,0.2
1996/3/1,8.6,14.2,5.0
1996/3/2,6.4,10.4,3.2
1996/3/3,5.4,9.6,1.9
1996/3/4,7.7,13.8,1.1
1996/3/5,3.9,6.8,2.1
1996/3/6,4.6,9.2,0.9
1996/3/7,5.8,11.9,0.4
1996/3/8,10.6,19.2,6.9
1996/3/9,7.3,10.0,4.6
1996/3/10,7.0,11.6,2.5
1996/3/11,7.5,13.7,3.2
1996/3/12,5.1,8.9,2.1
1996/3/13,5.4,8.6,2.5
1996/3/14,8.5,13.7,1.4
1996/3/15,10.6,16.6,8.0
1996/3/16,9.9,13.1,5.5
1996/3/17,16.0,20.6,12.0
1996/3/18,10.1,13.4,6.0
1996/3/19,7.7,12.9,1.6
1996/3/20,8.2,11.4,6.1
1996/3/21,10.2,13.8,4.2
1996/3/22,13.2,17.7,8.7
1996/3/23,7.7,10.9,4.5
1996/3/24,6.9,10.1,3.1
1996/3/25,10.7,14.9,7.7
1996/3/26,11.1,15.2,7.1
1996/3/27,10.5,13.9,6.7
1996/3/28,12.2,16.2,9.0
1996/3/29,10.2,13.1,7.3
1996/3/30,17.4,21.4,12.2
1996/3/31,14.9,19.0,12.2
