ダウンロードした時刻：2019/10/10 16:14:25

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,6.2,12.0,2.2
1989/12/2,7.4,13.8,1.0
1989/12/3,8.4,16.1,3.4
1989/12/4,10.0,18.4,3.0
1989/12/5,9.5,16.4,4.9
1989/12/6,7.1,14.1,2.8
1989/12/7,8.3,15.8,0.5
1989/12/8,7.4,11.0,3.4
1989/12/9,5.7,9.7,3.6
1989/12/10,5.2,10.6,0.3
1989/12/11,5.5,11.1,-1.2
1989/12/12,6.9,12.6,2.6
1989/12/13,3.6,9.5,-0.1
1989/12/14,4.9,7.7,1.6
1989/12/15,6.2,10.2,3.6
1989/12/16,6.5,13.2,0.9
1989/12/17,9.3,14.2,5.0
1989/12/18,7.3,12.2,3.7
1989/12/19,3.1,5.3,1.2
1989/12/20,5.4,9.1,0.3
1989/12/21,6.5,12.8,2.3
1989/12/22,4.6,8.1,0.7
1989/12/23,5.4,12.6,1.3
1989/12/24,4.5,6.2,1.2
1989/12/25,6.7,12.8,4.1
1989/12/26,8.5,14.7,4.0
1989/12/27,5.1,9.0,-0.4
1989/12/28,3.7,9.0,-1.3
1989/12/29,4.3,8.8,1.0
1989/12/30,5.2,10.1,2.0
1989/12/31,2.8,6.7,0.9
1990/1/1,3.6,9.4,-0.2
1990/1/2,5.7,9.7,2.1
1990/1/3,2.8,9.0,-0.7
1990/1/4,1.8,7.3,-1.6
1990/1/5,3.0,9.6,-3.3
1990/1/6,3.5,6.5,0.4
1990/1/7,3.3,7.7,0.4
1990/1/8,4.4,10.3,0.4
1990/1/9,5.3,10.3,-1.0
1990/1/10,10.5,15.3,6.1
1990/1/11,5.9,9.4,1.8
1990/1/12,6.4,12.1,0.4
1990/1/13,4.4,8.7,0.1
1990/1/14,2.4,7.5,-2.7
1990/1/15,4.8,8.5,0.1
1990/1/16,2.9,5.5,0.3
1990/1/17,3.8,8.0,-0.4
1990/1/18,6.7,13.5,-1.1
1990/1/19,7.1,8.7,5.4
1990/1/20,1.7,5.4,-1.3
1990/1/21,1.8,8.2,-2.5
1990/1/22,3.3,8.4,-2.9
1990/1/23,2.9,5.8,-0.3
1990/1/24,-0.4,4.9,-3.6
1990/1/25,-0.2,4.3,-3.6
1990/1/26,-0.3,5.1,-4.3
1990/1/27,-0.3,5.1,-3.4
1990/1/28,1.8,7.3,-4.1
1990/1/29,4.7,7.3,1.8
1990/1/30,4.8,8.1,2.1
1990/1/31,1.0,2.3,0.2
1990/2/1,0.9,2.4,0.1
1990/2/2,2.1,7.7,-1.3
1990/2/3,1.7,3.5,-1.0
1990/2/4,3.3,5.9,0.9
1990/2/5,4.1,10.8,0.0
1990/2/6,3.4,6.8,-0.9
1990/2/7,6.5,13.3,1.9
1990/2/8,3.9,9.2,0.3
1990/2/9,3.8,10.9,-1.0
1990/2/10,6.0,14.0,-2.4
1990/2/11,10.5,13.5,7.5
1990/2/12,6.2,12.9,2.4
1990/2/13,4.9,10.7,0.2
1990/2/14,4.8,8.1,0.9
1990/2/15,6.6,9.2,4.9
1990/2/16,6.4,10.9,4.5
1990/2/17,6.5,12.1,1.8
1990/2/18,8.5,15.8,0.6
1990/2/19,12.4,15.4,8.8
1990/2/20,12.3,16.7,8.2
1990/2/21,9.5,16.3,4.0
1990/2/22,11.3,20.0,2.5
1990/2/23,12.2,13.6,10.2
1990/2/24,10.7,13.0,9.0
1990/2/25,8.3,9.7,5.9
1990/2/26,6.7,10.1,3.9
1990/2/27,5.4,9.4,0.0
1990/2/28,5.9,11.1,0.0
1990/3/1,8.4,8.9,6.3
1990/3/2,8.4,9.7,7.5
1990/3/3,8.2,12.3,5.7
1990/3/4,6.5,11.7,1.3
1990/3/5,5.2,12.7,-0.4
1990/3/6,6.8,12.4,0.5
1990/3/7,5.6,13.2,1.5
1990/3/8,3.0,7.4,-0.4
1990/3/9,5.6,13.8,-1.5
1990/3/10,8.2,16.6,0.4
1990/3/11,10.9,19.3,2.2
1990/3/12,8.8,14.7,3.2
1990/3/13,6.0,12.3,1.0
1990/3/14,7.6,14.4,-2.0
1990/3/15,10.0,15.9,6.2
1990/3/16,8.4,14.7,2.9
1990/3/17,7.6,13.6,2.4
1990/3/18,7.5,14.2,1.6
1990/3/19,8.7,14.2,4.1
1990/3/20,10.7,17.7,3.9
1990/3/21,7.9,16.2,1.9
1990/3/22,9.8,19.9,-0.8
1990/3/23,13.9,22.3,4.8
1990/3/24,13.5,20.6,8.2
1990/3/25,6.9,11.5,2.1
1990/3/26,6.5,14.1,0.9
1990/3/27,9.0,17.0,-0.8
1990/3/28,9.1,11.6,8.2
1990/3/29,10.0,12.3,8.9
1990/3/30,11.7,16.3,8.6
1990/3/31,12.5,14.9,10.9
