ダウンロードした時刻：2019/10/10 16:15:05

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,13.5,16.0,10.0
1982/12/2,12.1,16.6,7.8
1982/12/3,11.7,16.0,7.6
1982/12/4,10.4,16.4,5.8
1982/12/5,10.6,13.1,8.8
1982/12/6,7.4,10.2,3.7
1982/12/7,6.6,11.4,1.5
1982/12/8,7.6,11.8,4.7
1982/12/9,8.7,13.1,5.3
1982/12/10,10.6,15.7,5.5
1982/12/11,14.3,21.8,9.1
1982/12/12,7.8,12.3,5.0
1982/12/13,5.8,7.7,3.8
1982/12/14,7.0,10.2,3.5
1982/12/15,6.4,10.0,3.7
1982/12/16,7.6,11.1,3.8
1982/12/17,8.1,10.6,5.1
1982/12/18,4.6,6.2,2.2
1982/12/19,4.0,8.3,1.5
1982/12/20,6.3,11.6,1.5
1982/12/21,7.8,12.7,3.7
1982/12/22,8.9,12.7,7.0
1982/12/23,9.4,11.6,6.8
1982/12/24,8.5,12.7,3.8
1982/12/25,10.9,13.0,8.4
1982/12/26,7.4,9.1,4.8
1982/12/27,6.7,9.9,3.5
1982/12/28,5.7,10.6,1.9
1982/12/29,7.5,12.4,2.8
1982/12/30,9.6,13.2,5.0
1982/12/31,5.5,11.3,1.5
1983/1/1,6.0,11.1,2.0
1983/1/2,6.3,10.2,1.2
1983/1/3,6.8,10.6,2.0
1983/1/4,5.5,10.9,0.1
1983/1/5,9.1,11.0,5.0
1983/1/6,9.4,13.2,6.5
1983/1/7,10.9,14.7,6.1
1983/1/8,8.9,12.9,5.0
1983/1/9,5.0,7.2,2.9
1983/1/10,3.0,5.0,1.9
1983/1/11,3.4,6.8,-0.3
1983/1/12,6.2,8.6,3.1
1983/1/13,6.0,8.3,2.9
1983/1/14,4.2,8.2,-0.4
1983/1/15,4.8,10.0,0.7
1983/1/16,5.6,11.1,1.1
1983/1/17,6.3,9.4,1.9
1983/1/18,7.5,10.0,5.8
1983/1/19,5.6,8.2,2.6
1983/1/20,2.3,3.9,0.9
1983/1/21,1.9,4.7,-0.7
1983/1/22,1.6,4.0,-0.1
1983/1/23,2.5,5.9,-1.1
1983/1/24,6.1,9.8,1.8
1983/1/25,5.0,10.5,0.0
1983/1/26,6.8,11.6,1.8
1983/1/27,6.5,11.4,1.9
1983/1/28,7.3,12.3,2.6
1983/1/29,7.8,13.9,1.7
1983/1/30,9.6,17.5,5.5
1983/1/31,5.6,10.6,2.0
1983/2/1,6.5,11.8,1.4
1983/2/2,9.5,10.9,7.7
1983/2/3,7.1,10.6,2.7
1983/2/4,4.4,10.0,-0.4
1983/2/5,6.9,10.7,2.0
1983/2/6,8.7,12.7,2.9
1983/2/7,7.9,11.3,6.2
1983/2/8,6.6,8.1,4.5
1983/2/9,6.8,9.9,4.2
1983/2/10,3.2,6.6,-0.5
1983/2/11,3.9,8.5,-1.6
1983/2/12,3.8,6.5,1.4
1983/2/13,1.9,4.5,0.0
1983/2/14,2.4,7.6,-3.3
1983/2/15,7.5,12.2,2.5
1983/2/16,6.5,11.2,0.5
1983/2/17,5.7,7.8,3.3
1983/2/18,2.9,7.9,-1.4
1983/2/19,2.1,4.3,-1.4
1983/2/20,2.8,6.2,-0.5
1983/2/21,1.6,6.5,-2.4
1983/2/22,2.6,7.8,-2.3
1983/2/23,5.1,11.6,-1.3
1983/2/24,6.3,10.4,4.1
1983/2/25,5.9,11.0,1.8
1983/2/26,5.4,10.8,0.2
1983/2/27,5.1,11.3,-0.5
1983/2/28,6.4,12.8,0.4
1983/3/1,7.3,9.1,2.3
1983/3/2,13.4,20.6,8.3
1983/3/3,9.8,12.0,7.1
1983/3/4,8.1,11.4,4.5
1983/3/5,5.5,9.3,2.2
1983/3/6,6.3,10.9,1.4
1983/3/7,5.9,10.2,2.3
1983/3/8,4.2,8.7,-0.3
1983/3/9,6.2,11.7,-0.4
1983/3/10,7.1,11.0,5.0
1983/3/11,8.5,15.1,1.9
1983/3/12,9.3,12.5,4.7
1983/3/13,9.2,12.5,4.4
1983/3/14,6.1,9.1,3.4
1983/3/15,7.3,12.8,0.9
1983/3/16,8.5,10.9,7.3
1983/3/17,7.9,9.6,6.7
1983/3/18,6.0,9.8,2.2
1983/3/19,7.1,12.7,0.0
1983/3/20,11.2,16.2,3.7
1983/3/21,12.3,17.8,10.1
1983/3/22,14.1,19.3,8.9
1983/3/23,13.3,15.4,12.1
1983/3/24,11.7,14.0,8.5
1983/3/25,9.7,14.6,6.2
1983/3/26,8.1,11.3,6.2
1983/3/27,10.9,14.9,7.1
1983/3/28,13.1,18.7,9.9
1983/3/29,11.5,13.1,10.1
1983/3/30,11.3,13.8,9.5
1983/3/31,11.9,14.3,10.3
