ダウンロードした時刻：2019/10/10 15:34:22

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,-1.7,1.3,-7.7
1987/12/2,-0.1,3.5,-3.0
1987/12/3,-1.3,1.3,-4.8
1987/12/4,-5.3,-1.5,-7.1
1987/12/5,-4.7,-1.8,-6.9
1987/12/6,-4.5,-0.8,-7.5
1987/12/7,-1.4,4.3,-8.6
1987/12/8,4.8,6.8,-0.8
1987/12/9,2.7,7.2,-1.8
1987/12/10,5.0,9.6,-2.3
1987/12/11,3.2,10.0,-1.8
1987/12/12,-0.8,2.2,-4.0
1987/12/13,-2.8,-0.1,-5.9
1987/12/14,-3.8,-2.3,-6.3
1987/12/15,0.5,3.6,-3.6
1987/12/16,0.6,3.3,-2.7
1987/12/17,-7.6,-1.5,-11.0
1987/12/18,-3.9,-1.2,-8.8
1987/12/19,-1.3,2.1,-7.2
1987/12/20,-2.8,1.7,-6.6
1987/12/21,-4.8,-1.6,-7.0
1987/12/22,-3.3,-0.6,-5.7
1987/12/23,-0.8,3.4,-5.3
1987/12/24,4.3,8.3,-2.5
1987/12/25,2.4,5.3,-0.9
1987/12/26,4.1,9.3,1.0
1987/12/27,6.8,11.6,3.0
1987/12/28,6.1,10.2,1.4
1987/12/29,1.9,6.4,-1.5
1987/12/30,-5.4,-1.5,-10.4
1987/12/31,-7.9,-5.7,-10.9
1988/1/1,0.1,3.2,-8.5
1988/1/2,-2.5,1.9,-5.2
1988/1/3,-4.0,-2.5,-5.6
1988/1/4,-1.8,-0.2,-4.6
1988/1/5,-5.9,-3.9,-7.9
1988/1/6,-3.1,0.2,-6.1
1988/1/7,2.3,5.3,-3.8
1988/1/8,1.9,6.1,-1.1
1988/1/9,-3.6,-0.7,-5.0
1988/1/10,-6.4,-4.4,-8.7
1988/1/11,-6.9,-4.3,-8.7
1988/1/12,-2.4,1.8,-7.4
1988/1/13,0.7,5.0,-5.3
1988/1/14,3.4,6.3,-1.3
1988/1/15,0.3,3.8,-3.9
1988/1/16,-3.8,-2.1,-5.2
1988/1/17,-2.6,-0.1,-4.5
1988/1/18,-6.7,-2.9,-11.6
1988/1/19,-2.4,1.1,-9.5
1988/1/20,2.4,6.7,-3.1
1988/1/21,3.9,7.8,-3.1
1988/1/22,5.3,8.9,2.8
1988/1/23,-2.0,2.8,-5.2
1988/1/24,-6.3,-4.7,-7.8
1988/1/25,-6.8,-5.1,-8.2
1988/1/26,-7.7,-5.1,-9.7
1988/1/27,-6.1,-3.9,-9.1
1988/1/28,-6.1,-4.1,-8.8
1988/1/29,-5.8,-2.5,-9.9
1988/1/30,-6.8,-4.1,-8.5
1988/1/31,-5.0,-3.2,-7.4
1988/2/1,-4.7,-1.0,-6.9
1988/2/2,-0.6,3.1,-6.2
1988/2/3,-7.4,-4.3,-8.8
1988/2/4,-5.7,-3.2,-8.9
1988/2/5,-2.7,0.5,-7.9
1988/2/6,-4.5,-0.5,-8.0
1988/2/7,-8.3,-5.1,-11.7
1988/2/8,-5.6,-0.7,-12.0
1988/2/9,-4.1,0.8,-9.4
1988/2/10,-5.0,0.2,-8.7
1988/2/11,-5.5,-0.9,-9.3
1988/2/12,-4.1,-0.1,-9.5
1988/2/13,-5.3,-0.8,-9.2
1988/2/14,-7.1,-1.8,-11.1
1988/2/15,-7.0,-2.0,-11.8
1988/2/16,-6.3,-2.4,-10.9
1988/2/17,-6.9,-2.6,-10.8
1988/2/18,-7.8,-3.1,-11.3
1988/2/19,-6.8,-3.6,-11.2
1988/2/20,-7.0,-2.1,-11.3
1988/2/21,-5.4,0.5,-13.3
1988/2/22,-2.1,1.3,-10.3
1988/2/23,0.1,3.3,-3.2
1988/2/24,-3.1,1.0,-6.2
1988/2/25,-3.8,0.6,-7.5
1988/2/26,-2.8,-0.2,-5.4
1988/2/27,-5.3,-2.3,-7.3
1988/2/28,-6.3,-4.4,-8.9
1988/2/29,-4.1,-1.1,-8.7
1988/3/1,-0.9,1.4,-4.0
1988/3/2,0.6,2.3,-0.5
1988/3/3,-0.7,2.3,-2.7
1988/3/4,-1.7,1.8,-5.2
1988/3/5,-2.9,1.3,-6.3
1988/3/6,-4.5,0.2,-9.1
1988/3/7,-4.2,-1.3,-7.6
1988/3/8,-4.6,-0.5,-7.5
1988/3/9,-5.0,-1.8,-10.1
1988/3/10,0.3,3.6,-4.1
1988/3/11,5.8,9.8,-1.5
1988/3/12,4.0,6.9,2.1
1988/3/13,3.6,6.1,1.8
1988/3/14,4.6,8.3,1.2
1988/3/15,-2.3,4.5,-7.6
1988/3/16,-2.2,0.7,-6.8
1988/3/17,1.0,5.8,-4.4
1988/3/18,2.3,6.6,-3.7
1988/3/19,2.1,6.6,-0.5
1988/3/20,0.3,5.2,-3.2
1988/3/21,1.0,6.0,-5.6
1988/3/22,1.8,3.8,0.7
1988/3/23,2.2,4.0,0.7
1988/3/24,-0.6,2.2,-2.5
1988/3/25,1.6,6.6,-3.0
1988/3/26,2.0,7.2,-2.3
1988/3/27,1.4,6.9,-3.0
1988/3/28,2.6,7.8,-3.7
1988/3/29,2.0,7.2,-2.5
1988/3/30,2.0,6.5,-2.5
1988/3/31,1.8,5.5,-0.8
