É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:24

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1987/12/1,2.9,4.1,1.2
1987/12/2,2.4,7.6,-1.8
1987/12/3,1.7,8.7,-4.4
1987/12/4,1.4,10.5,-4.0
1987/12/5,2.2,6.7,-3.4
1987/12/6,0.6,3.2,-1.7
1987/12/7,0.5,6.0,-4.3
1987/12/8,2.6,9.6,-5.1
1987/12/9,7.5,12.6,3.5
1987/12/10,9.2,14.8,5.4
1987/12/11,8.6,12.5,4.7
1987/12/12,5.7,8.3,4.2
1987/12/13,1.5,5.1,-1.9
1987/12/14,1.1,6.3,-4.3
1987/12/15,3.3,8.3,-2.0
1987/12/16,4.5,12.0,-1.1
1987/12/17,4.7,11.6,-2.0
1987/12/18,0.8,7.4,-5.6
1987/12/19,3.0,10.2,-3.4
1987/12/20,4.8,11.9,-2.4
1987/12/21,3.6,10.2,-1.4
1987/12/22,2.1,7.1,-4.0
1987/12/23,4.8,14.1,-2.8
1987/12/24,6.6,13.9,1.5
1987/12/25,5.4,14.1,-0.9
1987/12/26,8.6,18.0,1.3
1987/12/27,7.3,17.2,0.4
1987/12/28,7.1,16.9,-0.6
1987/12/29,7.6,17.3,-0.2
1987/12/30,5.9,18.1,-0.1
1987/12/31,2.4,9.0,-4.4
1988/1/1,4.4,11.7,-0.6
1988/1/2,6.5,14.2,-1.7
1988/1/3,5.6,8.2,2.7
1988/1/4,6.9,11.8,3.0
1988/1/5,3.2,7.4,0.0
1988/1/6,-0.1,5.2,-4.2
1988/1/7,0.3,3.6,-5.9
1988/1/8,5.4,12.1,0.4
1988/1/9,3.5,12.0,-2.3
1988/1/10,-0.6,6.6,-5.4
1988/1/11,0.7,8.5,-6.7
1988/1/12,3.2,9.0,-4.4
1988/1/13,4.5,12.3,-2.1
1988/1/14,4.3,12.0,-2.9
1988/1/15,6.5,13.6,-1.5
1988/1/16,6.0,10.7,0.0
1988/1/17,2.4,8.9,-2.4
1988/1/18,1.0,7.9,-4.7
1988/1/19,0.5,6.5,-5.6
1988/1/20,4.2,11.1,-2.7
1988/1/21,5.1,9.3,-2.9
1988/1/22,8.7,13.9,4.1
1988/1/23,6.2,12.8,1.5
1988/1/24,2.4,7.6,-2.4
1988/1/25,3.4,10.8,-1.4
1988/1/26,5.8,11.8,-1.4
1988/1/27,3.1,8.0,-2.0
1988/1/28,3.8,10.6,-2.1
1988/1/29,4.5,14.6,-5.1
1988/1/30,3.4,8.1,-2.8
1988/1/31,3.7,10.7,-2.2
1988/2/1,2.5,8.2,-3.5
1988/2/2,5.6,11.1,1.2
1988/2/3,-0.4,4.3,-3.0
1988/2/4,1.4,8.7,-4.0
1988/2/5,4.8,13.5,-4.3
1988/2/6,3.2,6.7,-0.3
1988/2/7,0.6,5.8,-2.1
1988/2/8,0.1,6.4,-6.5
1988/2/9,1.1,7.8,-7.1
1988/2/10,0.8,6.8,-3.9
1988/2/11,-0.3,5.8,-7.2
1988/2/12,1.3,5.1,-1.2
1988/2/13,1.5,7.8,-3.9
1988/2/14,1.2,7.5,-5.1
1988/2/15,-0.3,5.9,-5.7
1988/2/16,-2.5,3.9,-7.9
1988/2/17,-0.7,5.3,-7.3
1988/2/18,-0.4,5.8,-7.0
1988/2/19,-0.8,6.6,-7.1
1988/2/20,1.9,12.0,-6.9
1988/2/21,0.5,7.1,-5.5
1988/2/22,0.2,6.2,-5.9
1988/2/23,3.5,7.5,-4.0
1988/2/24,5.0,10.1,0.4
1988/2/25,1.4,4.0,-2.7
1988/2/26,3.6,8.5,-0.2
1988/2/27,1.0,2.5,-0.4
1988/2/28,1.8,8.6,-2.7
1988/2/29,3.7,9.3,-5.1
1988/3/1,3.9,5.3,2.7
1988/3/2,3.7,5.6,2.0
1988/3/3,4.7,10.2,0.6
1988/3/4,2.1,7.6,-1.8
1988/3/5,2.9,7.5,-0.4
1988/3/6,4.2,11.2,-2.5
1988/3/7,4.1,10.6,-0.5
1988/3/8,2.3,9.0,-5.1
1988/3/9,3.0,10.4,-3.9
1988/3/10,4.3,11.5,-1.6
1988/3/11,8.0,14.4,-1.5
1988/3/12,10.6,21.0,4.9
1988/3/13,9.5,16.2,2.5
1988/3/14,11.5,19.0,1.4
1988/3/15,9.6,17.2,2.1
1988/3/16,3.5,9.3,-2.1
1988/3/17,3.7,6.9,1.3
1988/3/18,5.8,9.1,2.1
1988/3/19,8.2,15.2,-0.2
1988/3/20,7.7,13.9,3.5
1988/3/21,5.5,8.4,2.5
1988/3/22,7.3,11.2,3.8
1988/3/23,10.4,18.4,4.3
1988/3/24,5.9,12.0,1.4
1988/3/25,5.6,9.2,1.1
1988/3/26,4.2,6.8,1.0
1988/3/27,5.1,11.3,-0.4
1988/3/28,6.8,13.0,-1.7
1988/3/29,6.5,7.7,5.3
1988/3/30,5.5,8.5,3.4
1988/3/31,4.8,8.0,2.6
