ダウンロードした時刻：2019/10/10 15:57:28

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,14.1,19.3,11.2
2014/12/2,7.2,11.2,4.7
2014/12/3,7.0,11.5,3.7
2014/12/4,7.2,9.4,5.5
2014/12/5,6.2,9.4,4.1
2014/12/6,5.5,8.8,3.3
2014/12/7,5.6,9.5,2.8
2014/12/8,6.1,10.0,1.0
2014/12/9,7.6,10.5,4.7
2014/12/10,7.3,9.8,4.5
2014/12/11,8.9,12.0,6.5
2014/12/12,8.2,11.0,5.3
2014/12/13,5.8,9.4,3.2
2014/12/14,5.1,8.4,2.5
2014/12/15,6.0,9.0,4.2
2014/12/16,5.2,9.0,3.5
2014/12/17,2.5,4.8,0.6
2014/12/18,2.4,6.1,0.4
2014/12/19,4.6,9.4,1.3
2014/12/20,5.8,10.1,2.8
2014/12/21,7.7,11.2,4.6
2014/12/22,4.6,7.5,1.4
2014/12/23,6.5,9.4,3.1
2014/12/24,5.9,10.1,0.9
2014/12/25,7.0,9.0,4.9
2014/12/26,5.0,7.7,3.0
2014/12/27,5.0,8.7,1.2
2014/12/28,3.3,6.5,-1.3
2014/12/29,7.5,12.6,4.1
2014/12/30,9.0,12.9,5.3
2014/12/31,8.4,14.1,4.6
2015/1/1,2.7,6.1,-0.1
2015/1/2,2.6,7.1,0.5
2015/1/3,3.6,8.4,0.7
2015/1/4,6.1,11.7,0.5
2015/1/5,8.3,12.2,4.9
2015/1/6,7.4,12.5,5.3
2015/1/7,4.9,7.6,3.2
2015/1/8,4.2,6.2,2.8
2015/1/9,5.4,8.6,3.3
2015/1/10,6.0,8.8,3.6
2015/1/11,6.8,11.3,3.4
2015/1/12,3.7,5.9,1.6
2015/1/13,5.9,9.4,3.6
2015/1/14,4.8,7.8,0.1
2015/1/15,6.6,8.5,4.5
2015/1/16,7.7,10.5,5.4
2015/1/17,5.2,9.4,2.5
2015/1/18,4.8,8.2,2.3
2015/1/19,6.6,11.4,1.3
2015/1/20,6.6,10.7,4.1
2015/1/21,5.4,8.2,0.8
2015/1/22,7.6,9.6,5.9
2015/1/23,7.0,9.5,3.4
2015/1/24,7.0,11.6,3.0
2015/1/25,7.8,12.4,4.9
2015/1/26,6.6,8.9,3.7
2015/1/27,9.1,13.2,4.5
2015/1/28,3.6,7.0,0.9
2015/1/29,3.8,7.1,0.2
2015/1/30,4.9,7.4,2.9
2015/1/31,3.8,7.0,0.5
2015/2/1,2.8,5.5,0.4
2015/2/2,4.2,7.0,2.8
2015/2/3,5.5,9.4,2.9
2015/2/4,5.2,9.5,1.9
2015/2/5,5.7,10.6,3.0
2015/2/6,5.8,9.2,3.6
2015/2/7,5.0,8.1,0.8
2015/2/8,5.0,10.7,2.4
2015/2/9,2.1,6.1,-0.7
2015/2/10,4.4,8.6,0.7
2015/2/11,4.9,9.1,0.4
2015/2/12,6.7,13.4,1.1
2015/2/13,4.0,7.2,1.5
2015/2/14,4.9,9.6,0.9
2015/2/15,6.9,11.2,3.3
2015/2/16,7.4,12.5,3.3
2015/2/17,5.3,6.9,3.2
2015/2/18,6.9,10.5,4.4
2015/2/19,6.2,8.8,4.7
2015/2/20,5.9,9.4,3.7
2015/2/21,6.2,10.0,0.1
2015/2/22,9.8,11.3,7.9
2015/2/23,12.1,16.0,8.9
2015/2/24,9.8,14.2,6.7
2015/2/25,9.5,13.9,5.5
2015/2/26,8.2,10.7,6.7
2015/2/27,7.0,10.6,3.4
2015/2/28,6.9,11.8,3.3
2015/3/1,7.6,11.3,4.8
2015/3/2,7.2,10.8,3.7
2015/3/3,5.6,9.6,0.8
2015/3/4,9.9,14.3,5.7
2015/3/5,5.5,8.1,3.8
2015/3/6,6.9,9.8,3.9
2015/3/7,8.5,10.8,6.9
2015/3/8,10.7,15.4,7.8
2015/3/9,9.4,11.5,7.0
2015/3/10,5.0,8.8,0.7
2015/3/11,4.0,9.0,0.5
2015/3/12,7.0,12.0,2.9
2015/3/13,8.8,15.3,1.8
2015/3/14,6.9,10.1,3.6
2015/3/15,6.3,9.3,2.8
2015/3/16,10.7,14.0,6.8
2015/3/17,12.9,17.1,7.9
2015/3/18,13.3,18.0,9.0
2015/3/19,14.6,16.6,13.2
2015/3/20,13.9,18.7,10.6
2015/3/21,12.2,16.6,8.3
2015/3/22,13.0,18.7,10.1
2015/3/23,8.4,11.0,4.7
2015/3/24,6.1,10.3,3.4
2015/3/25,6.6,10.8,3.1
2015/3/26,9.3,15.2,4.0
2015/3/27,11.2,17.1,4.5
2015/3/28,13.2,18.8,8.7
2015/3/29,11.7,13.0,9.8
2015/3/30,14.0,20.8,10.4
2015/3/31,13.5,17.7,8.2
