ダウンロードした時刻：2019/10/10 16:18:18

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,12.8,14.6,11.3
1992/12/2,11.9,14.0,9.5
1992/12/3,9.9,12.8,7.4
1992/12/4,10.6,14.1,7.4
1992/12/5,9.7,13.3,5.9
1992/12/6,11.2,16.1,5.3
1992/12/7,16.9,18.7,14.2
1992/12/8,16.0,18.9,11.0
1992/12/9,12.0,16.5,8.7
1992/12/10,11.9,17.9,9.0
1992/12/11,8.1,11.2,5.0
1992/12/12,7.2,9.9,2.7
1992/12/13,10.7,17.5,2.6
1992/12/14,7.0,10.8,3.9
1992/12/15,5.6,9.4,2.4
1992/12/16,7.3,12.1,4.7
1992/12/17,8.1,11.7,4.9
1992/12/18,8.8,12.0,6.5
1992/12/19,6.9,11.2,2.5
1992/12/20,7.7,9.7,4.7
1992/12/21,11.6,14.3,9.3
1992/12/22,10.9,14.3,8.5
1992/12/23,6.7,10.7,2.8
1992/12/24,4.3,6.5,1.4
1992/12/25,5.0,9.0,2.3
1992/12/26,6.8,12.7,2.5
1992/12/27,7.7,12.3,1.9
1992/12/28,11.9,16.4,7.9
1992/12/29,12.3,14.9,9.2
1992/12/30,9.9,13.8,7.1
1992/12/31,8.7,11.4,6.4
1993/1/1,6.5,11.1,3.1
1993/1/2,6.7,12.2,2.2
1993/1/3,8.4,13.8,2.7
1993/1/4,9.5,11.4,7.2
1993/1/5,7.8,10.8,5.4
1993/1/6,7.8,11.6,4.2
1993/1/7,12.4,15.2,9.8
1993/1/8,9.7,13.0,7.4
1993/1/9,7.2,9.3,4.7
1993/1/10,8.5,9.8,6.7
1993/1/11,8.3,9.5,7.6
1993/1/12,8.6,11.8,6.6
1993/1/13,8.3,9.6,5.9
1993/1/14,8.3,9.2,7.3
1993/1/15,9.5,10.5,8.5
1993/1/16,9.1,11.4,6.2
1993/1/17,6.9,10.5,4.8
1993/1/18,6.1,10.8,2.7
1993/1/19,4.4,7.8,2.1
1993/1/20,4.8,8.7,1.6
1993/1/21,4.9,8.9,1.7
1993/1/22,4.9,10.2,1.6
1993/1/23,4.8,7.9,1.1
1993/1/24,5.9,8.0,4.0
1993/1/25,7.7,10.6,5.4
1993/1/26,7.7,11.7,4.6
1993/1/27,6.6,12.2,2.6
1993/1/28,2.4,5.2,0.4
1993/1/29,4.8,9.0,1.7
1993/1/30,6.2,9.7,2.5
1993/1/31,7.7,13.6,1.6
1993/2/1,5.6,8.4,3.4
1993/2/2,3.9,6.0,2.3
1993/2/3,4.4,9.1,-0.3
1993/2/4,9.0,15.0,2.3
1993/2/5,6.9,11.9,2.2
1993/2/6,10.5,17.5,1.7
1993/2/7,12.4,21.4,7.6
1993/2/8,5.8,7.6,3.4
1993/2/9,5.3,10.0,3.3
1993/2/10,6.6,11.0,3.9
1993/2/11,7.2,11.2,2.1
1993/2/12,8.8,12.3,6.6
1993/2/13,8.2,12.3,3.7
1993/2/14,7.5,10.7,2.9
1993/2/15,5.6,11.0,-0.3
1993/2/16,9.9,15.6,4.3
1993/2/17,14.0,17.7,10.3
1993/2/18,9.9,13.8,6.9
1993/2/19,7.8,11.7,4.9
1993/2/20,6.9,11.4,3.0
1993/2/21,13.0,15.9,6.6
1993/2/22,12.3,15.4,7.2
1993/2/23,3.8,7.3,0.4
1993/2/24,4.0,8.1,1.2
1993/2/25,5.3,9.8,2.2
1993/2/26,5.6,9.9,1.8
1993/2/27,6.9,12.3,0.9
1993/2/28,9.5,13.7,6.4
1993/3/1,5.2,8.8,1.7
1993/3/2,4.2,8.2,1.0
1993/3/3,5.4,10.5,0.3
1993/3/4,8.0,13.0,3.3
1993/3/5,8.4,15.0,1.7
1993/3/6,10.7,15.2,3.6
1993/3/7,11.8,18.3,7.2
1993/3/8,7.1,10.1,5.3
1993/3/9,7.3,11.1,5.0
1993/3/10,9.0,14.1,4.1
1993/3/11,9.0,13.0,5.0
1993/3/12,9.1,13.2,6.3
1993/3/13,8.2,12.6,5.6
1993/3/14,8.4,12.7,3.7
1993/3/15,6.2,7.3,5.5
1993/3/16,5.5,7.5,3.1
1993/3/17,5.6,9.0,2.5
1993/3/18,6.9,11.9,3.0
1993/3/19,7.9,12.7,3.6
1993/3/20,7.8,12.2,3.5
1993/3/21,7.3,12.6,2.0
1993/3/22,8.5,12.9,5.2
1993/3/23,11.3,16.4,4.1
1993/3/24,13.8,19.9,11.4
1993/3/25,14.4,19.0,10.5
1993/3/26,12.6,17.0,10.4
1993/3/27,13.8,17.0,9.9
1993/3/28,10.6,13.0,9.7
1993/3/29,7.4,10.3,4.0
1993/3/30,7.8,12.2,2.2
1993/3/31,13.6,17.7,9.5
