ダウンロードした時刻：2019/10/10 16:18:03

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,11.7,17.4,7.7
1980/12/2,12.9,19.0,5.2
1980/12/3,12.3,15.9,9.6
1980/12/4,7.6,12.9,4.4
1980/12/5,7.3,10.5,4.2
1980/12/6,7.4,13.0,3.5
1980/12/7,9.3,13.1,3.8
1980/12/8,8.5,12.2,4.7
1980/12/9,7.3,13.0,2.3
1980/12/10,6.5,10.5,3.0
1980/12/11,9.0,14.9,0.7
1980/12/12,6.8,12.4,2.3
1980/12/13,3.7,5.5,1.6
1980/12/14,4.0,7.8,-0.6
1980/12/15,5.2,7.8,3.4
1980/12/16,6.5,11.1,1.7
1980/12/17,7.4,12.3,3.4
1980/12/18,7.7,12.7,2.2
1980/12/19,8.8,12.1,6.5
1980/12/20,5.5,7.6,3.1
1980/12/21,5.0,8.2,1.6
1980/12/22,5.5,10.1,1.9
1980/12/23,5.6,8.1,2.2
1980/12/24,5.7,8.4,1.8
1980/12/25,7.6,11.0,5.1
1980/12/26,5.0,9.5,1.5
1980/12/27,1.9,5.0,-0.2
1980/12/28,0.6,2.9,-1.6
1980/12/29,0.7,3.4,-1.2
1980/12/30,2.6,6.2,-0.3
1980/12/31,3.6,7.5,0.3
1981/1/1,5.5,9.5,-0.9
1981/1/2,4.9,9.1,3.0
1981/1/3,2.7,5.7,0.8
1981/1/4,2.7,5.6,0.9
1981/1/5,2.6,5.9,0.9
1981/1/6,2.8,5.0,0.5
1981/1/7,4.6,8.0,1.7
1981/1/8,4.5,9.6,0.9
1981/1/9,5.3,10.8,-1.2
1981/1/10,5.0,8.7,1.1
1981/1/11,0.9,3.0,-1.3
1981/1/12,2.6,5.7,0.0
1981/1/13,2.4,4.3,0.7
1981/1/14,2.6,6.2,-0.2
1981/1/15,3.5,7.5,-1.1
1981/1/16,4.0,7.4,0.6
1981/1/17,2.3,6.6,-0.9
1981/1/18,3.6,7.3,-1.9
1981/1/19,4.9,8.8,2.3
1981/1/20,4.8,9.1,2.2
1981/1/21,3.9,8.2,1.6
1981/1/22,2.7,6.2,0.5
1981/1/23,2.7,8.1,-0.5
1981/1/24,4.9,8.6,-0.3
1981/1/25,7.4,10.7,4.4
1981/1/26,2.9,4.8,1.2
1981/1/27,2.8,6.1,-0.9
1981/1/28,3.2,6.9,0.3
1981/1/29,4.9,10.2,-1.3
1981/1/30,3.7,8.7,0.1
1981/1/31,4.2,9.6,-1.6
1981/2/1,4.9,9.3,2.7
1981/2/2,4.6,8.2,1.0
1981/2/3,4.2,11.2,0.3
1981/2/4,2.8,6.1,0.5
1981/2/5,3.5,8.4,0.1
1981/2/6,3.6,8.5,-0.9
1981/2/7,6.2,10.4,1.8
1981/2/8,6.8,11.2,2.9
1981/2/9,6.0,9.9,3.1
1981/2/10,5.5,10.4,1.3
1981/2/11,5.3,9.3,0.8
1981/2/12,4.9,8.5,-1.6
1981/2/13,7.2,9.0,5.9
1981/2/14,9.6,12.9,6.3
1981/2/15,8.7,12.4,2.7
1981/2/16,11.5,16.3,7.4
1981/2/17,4.7,7.4,2.5
1981/2/18,5.7,10.6,0.1
1981/2/19,7.7,10.2,4.8
1981/2/20,4.0,6.9,1.9
1981/2/21,6.1,9.2,3.9
1981/2/22,5.0,8.9,1.4
1981/2/23,6.4,8.0,3.8
1981/2/24,7.3,12.6,4.2
1981/2/25,1.1,4.2,-1.4
1981/2/26,-4.0,-1.4,-5.8
1981/2/27,-0.8,3.5,-5.9
1981/2/28,1.6,6.2,-2.6
1981/3/1,1.2,2.8,0.1
1981/3/2,4.2,8.6,0.6
1981/3/3,3.9,6.6,-0.2
1981/3/4,9.2,14.0,4.6
1981/3/5,8.3,13.2,3.6
1981/3/6,5.1,9.0,-0.1
1981/3/7,6.1,10.9,0.1
1981/3/8,9.4,13.9,4.3
1981/3/9,9.2,16.1,6.2
1981/3/10,6.2,9.5,3.6
1981/3/11,4.8,9.4,1.7
1981/3/12,8.8,15.3,0.0
1981/3/13,12.4,15.6,10.0
1981/3/14,14.4,18.9,10.0
1981/3/15,11.0,15.0,6.6
1981/3/16,7.8,12.0,4.3
1981/3/17,8.6,13.2,3.8
1981/3/18,9.4,13.5,3.8
1981/3/19,11.2,15.2,4.9
1981/3/20,14.9,20.8,11.3
1981/3/21,11.3,13.6,9.9
1981/3/22,14.7,20.5,10.2
1981/3/23,12.0,16.5,7.3
1981/3/24,10.5,16.7,5.0
1981/3/25,16.9,23.6,14.9
1981/3/26,12.6,16.5,8.5
1981/3/27,9.4,13.3,6.8
1981/3/28,8.4,12.3,5.7
1981/3/29,9.7,11.8,6.0
1981/3/30,9.8,12.2,8.1
1981/3/31,7.4,8.2,6.4
