ダウンロードした時刻：2019/10/10 16:05:08

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,13.0,15.3,11.9
2003/12/2,12.3,14.4,8.7
2003/12/3,10.1,14.8,6.4
2003/12/4,7.4,10.4,4.5
2003/12/5,9.9,16.2,3.8
2003/12/6,13.1,17.6,10.0
2003/12/7,6.9,12.5,4.0
2003/12/8,7.1,10.0,3.4
2003/12/9,7.0,10.3,5.0
2003/12/10,6.4,11.3,3.2
2003/12/11,6.4,8.1,2.9
2003/12/12,6.8,11.3,4.4
2003/12/13,5.3,10.5,3.4
2003/12/14,7.1,12.4,3.6
2003/12/15,6.1,11.7,1.9
2003/12/16,6.9,9.9,2.9
2003/12/17,8.7,12.2,2.6
2003/12/18,6.4,8.7,4.6
2003/12/19,2.9,7.4,-0.1
2003/12/20,2.9,4.5,0.4
2003/12/21,3.6,6.3,1.5
2003/12/22,6.8,12.8,3.2
2003/12/23,7.8,15.0,3.6
2003/12/24,8.0,13.5,4.0
2003/12/25,10.2,16.9,3.0
2003/12/26,6.3,10.4,0.9
2003/12/27,4.5,5.6,2.6
2003/12/28,5.1,11.2,1.2
2003/12/29,7.8,10.3,4.4
2003/12/30,7.0,10.3,4.9
2003/12/31,8.0,10.0,4.4
2004/1/1,7.2,11.5,4.5
2004/1/2,6.4,12.3,2.8
2004/1/3,6.9,9.7,4.5
2004/1/4,7.1,11.1,4.5
2004/1/5,6.3,11.9,2.3
2004/1/6,5.0,9.6,1.8
2004/1/7,6.9,12.4,0.9
2004/1/8,4.1,7.7,1.6
2004/1/9,3.9,9.1,0.2
2004/1/10,6.5,10.7,0.0
2004/1/11,4.3,5.4,3.1
2004/1/12,5.7,9.9,1.9
2004/1/13,3.5,7.4,0.2
2004/1/14,1.1,2.6,0.1
2004/1/15,1.1,3.2,0.1
2004/1/16,2.8,4.0,0.9
2004/1/17,2.6,6.9,0.6
2004/1/18,4.9,9.3,-0.1
2004/1/19,4.1,7.7,1.7
2004/1/20,3.7,9.0,0.0
2004/1/21,0.9,7.4,-1.8
2004/1/22,-2.4,0.0,-4.3
2004/1/23,1.8,6.9,-2.0
2004/1/24,1.9,6.7,-2.2
2004/1/25,0.2,1.6,-2.6
2004/1/26,1.2,6.1,-2.7
2004/1/27,1.6,5.9,0.2
2004/1/28,3.8,10.0,0.4
2004/1/29,5.2,11.4,0.4
2004/1/30,5.2,10.2,2.3
2004/1/31,4.1,9.0,0.2
2004/2/1,5.5,13.3,-1.2
2004/2/2,6.7,9.6,4.7
2004/2/3,4.2,8.7,1.5
2004/2/4,2.3,5.5,-0.3
2004/2/5,0.5,3.3,-1.4
2004/2/6,0.9,5.5,-1.6
2004/2/7,0.3,3.2,-1.7
2004/2/8,3.4,6.5,0.0
2004/2/9,3.0,5.3,0.9
2004/2/10,3.3,9.2,-0.5
2004/2/11,6.0,12.3,-0.1
2004/2/12,5.2,11.5,1.1
2004/2/13,5.1,12.0,-0.6
2004/2/14,8.1,15.2,2.4
2004/2/15,6.3,9.1,3.1
2004/2/16,5.1,9.0,-0.1
2004/2/17,5.5,11.6,-1.1
2004/2/18,6.1,12.5,0.5
2004/2/19,7.5,17.0,-0.4
2004/2/20,7.7,16.2,1.2
2004/2/21,15.0,22.0,5.2
2004/2/22,16.3,23.0,9.0
2004/2/23,6.0,9.1,2.5
2004/2/24,6.5,12.6,-0.5
2004/2/25,10.8,16.1,5.0
2004/2/26,7.4,12.5,0.9
2004/2/27,3.8,7.7,1.0
2004/2/28,7.8,13.9,-0.6
2004/2/29,9.9,13.1,7.6
2004/3/1,6.4,10.3,3.0
2004/3/2,3.7,8.2,0.5
2004/3/3,3.8,7.9,0.6
2004/3/4,1.4,4.2,-0.1
2004/3/5,5.2,11.7,-2.1
2004/3/6,2.7,6.8,-0.8
2004/3/7,0.1,1.6,-0.9
2004/3/8,2.6,7.6,-0.5
2004/3/9,6.7,13.3,2.4
2004/3/10,14.0,20.4,2.9
2004/3/11,11.6,17.5,4.5
2004/3/12,6.6,11.8,2.3
2004/3/13,6.7,14.9,-0.2
2004/3/14,8.4,16.6,0.0
2004/3/15,8.7,15.0,3.7
2004/3/16,14.1,22.0,3.4
2004/3/17,16.5,23.1,8.9
2004/3/18,6.7,10.9,3.0
2004/3/19,5.8,12.1,0.5
2004/3/20,6.9,13.4,2.2
2004/3/21,7.9,13.9,1.7
2004/3/22,5.9,8.7,4.2
2004/3/23,7.9,12.8,3.9
2004/3/24,10.8,17.0,3.4
2004/3/25,10.2,12.4,7.4
2004/3/26,9.0,13.1,3.3
2004/3/27,7.5,14.1,1.4
2004/3/28,11.3,21.0,3.0
2004/3/29,17.9,24.2,8.3
2004/3/30,14.6,17.5,11.0
2004/3/31,10.6,14.3,4.2
