ダウンロードした時刻：2019/10/10 15:54:12

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,9.7,14.9,6.0
2001/12/2,9.5,15.7,4.3
2001/12/3,9.6,15.3,4.8
2001/12/4,10.5,15.6,7.3
2001/12/5,10.3,14.9,4.5
2001/12/6,10.5,14.4,8.7
2001/12/7,8.8,13.9,4.7
2001/12/8,7.6,12.6,2.2
2001/12/9,8.6,13.5,5.1
2001/12/10,6.6,11.5,3.7
2001/12/11,5.8,10.1,2.3
2001/12/12,6.9,12.9,1.4
2001/12/13,8.0,11.8,5.0
2001/12/14,6.0,9.2,3.4
2001/12/15,4.0,7.2,2.8
2001/12/16,6.0,9.4,2.9
2001/12/17,6.0,10.8,2.2
2001/12/18,5.9,11.1,2.8
2001/12/19,5.6,10.6,0.2
2001/12/20,6.8,11.5,3.3
2001/12/21,3.7,4.5,2.6
2001/12/22,4.3,10.3,1.3
2001/12/23,4.1,9.3,0.5
2001/12/24,5.2,10.8,0.5
2001/12/25,5.7,10.5,0.2
2001/12/26,6.5,10.6,3.4
2001/12/27,5.7,9.7,1.4
2001/12/28,5.7,10.7,2.4
2001/12/29,5.3,10.6,0.0
2001/12/30,4.9,8.6,1.4
2001/12/31,4.0,7.3,1.7
2002/1/1,4.0,9.7,0.3
2002/1/2,2.6,6.3,-2.4
2002/1/3,-0.3,1.7,-2.8
2002/1/4,1.7,4.6,-1.5
2002/1/5,2.7,6.5,0.1
2002/1/6,2.1,7.0,-1.3
2002/1/7,1.7,4.8,-2.0
2002/1/8,4.2,7.6,1.8
2002/1/9,3.2,6.0,0.9
2002/1/10,5.2,9.3,0.9
2002/1/11,6.1,11.0,2.2
2002/1/12,7.3,12.9,1.1
2002/1/13,8.3,14.9,2.9
2002/1/14,7.9,13.8,2.1
2002/1/15,8.6,9.8,7.3
2002/1/16,10.0,11.8,8.5
2002/1/17,7.9,12.2,3.9
2002/1/18,5.1,9.3,3.0
2002/1/19,4.2,8.3,0.8
2002/1/20,6.3,11.6,0.6
2002/1/21,10.8,13.7,6.9
2002/1/22,6.2,10.0,3.7
2002/1/23,3.9,8.5,-0.1
2002/1/24,3.9,8.1,-0.5
2002/1/25,4.7,10.2,1.0
2002/1/26,3.2,6.0,-0.5
2002/1/27,6.9,11.7,4.0
2002/1/28,5.1,7.7,2.4
2002/1/29,2.5,5.3,0.4
2002/1/30,3.4,8.4,-0.1
2002/1/31,3.2,8.1,0.1
2002/2/1,3.0,9.1,-1.9
2002/2/2,5.2,10.2,-0.9
2002/2/3,6.0,8.7,3.8
2002/2/4,7.2,12.4,3.0
2002/2/5,7.8,10.8,4.8
2002/2/6,8.3,14.4,3.8
2002/2/7,6.0,12.7,2.4
2002/2/8,7.1,12.3,1.6
2002/2/9,6.1,11.8,1.4
2002/2/10,3.3,8.5,0.7
2002/2/11,1.9,7.1,0.0
2002/2/12,2.3,6.6,-1.4
2002/2/13,3.7,8.8,0.3
2002/2/14,3.6,10.1,-0.6
2002/2/15,3.4,9.1,-1.4
2002/2/16,4.9,11.3,-1.4
2002/2/17,5.1,7.7,2.1
2002/2/18,4.5,9.9,0.1
2002/2/19,2.8,6.7,-0.2
2002/2/20,7.1,12.3,3.0
2002/2/21,9.2,16.0,1.7
2002/2/22,10.2,15.6,7.6
2002/2/23,9.4,14.6,5.3
2002/2/24,8.5,14.6,4.4
2002/2/25,7.3,14.1,1.2
2002/2/26,9.1,14.7,5.2
2002/2/27,9.7,14.7,4.0
2002/2/28,9.4,11.3,7.8
2002/3/1,11.6,18.2,6.4
2002/3/2,10.4,17.1,5.8
2002/3/3,6.6,12.9,2.8
2002/3/4,7.3,15.3,0.3
2002/3/5,7.0,9.7,4.7
2002/3/6,9.0,12.5,6.0
2002/3/7,6.4,11.0,3.5
2002/3/8,5.6,11.3,1.5
2002/3/9,7.3,15.0,0.1
2002/3/10,10.3,17.3,2.3
2002/3/11,10.8,15.5,6.6
2002/3/12,10.9,18.0,4.0
2002/3/13,10.7,17.1,4.9
2002/3/14,11.7,18.7,4.1
2002/3/15,13.4,18.3,10.5
2002/3/16,11.9,16.6,8.6
2002/3/17,12.8,20.5,6.6
2002/3/18,11.0,19.5,6.0
2002/3/19,11.3,17.5,4.1
2002/3/20,12.7,18.9,7.1
2002/3/21,12.2,17.9,7.0
2002/3/22,11.6,15.2,9.3
2002/3/23,8.3,13.5,4.1
2002/3/24,6.7,12.7,3.4
2002/3/25,8.6,14.6,2.6
2002/3/26,13.4,19.8,7.3
2002/3/27,12.1,16.2,6.8
2002/3/28,10.7,18.2,4.0
2002/3/29,13.4,18.3,8.9
2002/3/30,14.5,19.2,9.9
2002/3/31,13.7,22.0,7.7
