ダウンロードした時刻：2017/07/24 15:46:49

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,7.7,12.7,4.3
2004/1/2,6.9,11.8,3.6
2004/1/3,6.1,12.6,1.0
2004/1/4,6.7,13.0,2.2
2004/1/5,7.2,13.4,2.3
2004/1/6,7.8,14.2,1.6
2004/1/7,7.8,14.2,1.9
2004/1/8,5.8,11.5,1.7
2004/1/9,5.6,9.4,0.6
2004/1/10,7.4,12.8,2.2
2004/1/11,7.0,11.1,3.0
2004/1/12,5.6,10.1,-0.9
2004/1/13,4.8,7.6,1.8
2004/1/14,3.0,8.7,-2.3
2004/1/15,4.3,10.5,-1.2
2004/1/16,4.5,7.0,2.6
2004/1/17,5.3,10.6,2.1
2004/1/18,4.8,8.9,0.7
2004/1/19,5.7,7.7,3.4
2004/1/20,3.9,7.8,-0.1
2004/1/21,1.7,4.7,-2.7
2004/1/22,-2.5,0.6,-5.0
2004/1/23,-0.2,4.4,-4.8
2004/1/24,1.3,4.0,-1.9
2004/1/25,1.2,4.6,-2.3
2004/1/26,2.0,5.7,-2.4
2004/1/27,3.1,7.6,0.2
2004/1/28,2.9,9.6,-2.8
2004/1/29,4.7,11.9,0.0
2004/1/30,5.2,12.6,-1.4
2004/1/31,6.5,14.4,-0.3
2004/2/1,7.7,14.1,1.2
2004/2/2,9.3,12.7,6.2
2004/2/3,5.6,8.9,3.5
2004/2/4,3.6,7.3,0.3
2004/2/5,2.8,6.3,0.5
2004/2/6,3.1,6.3,1.7
2004/2/7,2.6,6.1,0.1
2004/2/8,4.9,10.5,-0.6
2004/2/9,5.7,11.4,1.3
2004/2/10,4.6,12.4,-1.9
2004/2/11,6.1,12.7,-0.6
2004/2/12,7.6,14.9,1.7
2004/2/13,6.5,13.3,-0.7
2004/2/14,8.9,16.8,3.2
2004/2/15,6.9,12.2,0.1
2004/2/16,7.0,14.4,0.1
2004/2/17,8.2,16.1,1.8
2004/2/18,8.9,17.8,1.2
2004/2/19,10.5,15.7,3.6
2004/2/20,14.5,22.6,8.2
2004/2/21,15.3,22.4,7.1
2004/2/22,14.2,18.8,8.5
2004/2/23,7.9,11.5,3.2
2004/2/24,7.4,14.0,1.2
2004/2/25,11.8,17.3,7.5
2004/2/26,9.7,13.7,3.9
2004/2/27,6.1,11.2,0.7
2004/2/28,7.6,13.1,0.7
2004/2/29,14.1,19.1,10.9
2004/3/1,9.2,12.3,5.9
2004/3/2,6.6,10.5,3.6
2004/3/3,4.8,8.4,0.1
2004/3/4,3.5,7.0,0.3
2004/3/5,5.2,11.7,-2.1
2004/3/6,4.1,7.9,0.3
2004/3/7,2.6,5.9,-0.7
2004/3/8,4.4,10.6,-2.6
2004/3/9,8.2,15.0,2.1
2004/3/10,13.3,20.7,3.8
2004/3/11,16.1,20.4,12.2
2004/3/12,10.1,13.3,4.9
2004/3/13,10.2,18.9,1.8
2004/3/14,10.5,17.7,4.1
2004/3/15,12.2,20.6,3.9
2004/3/16,14.2,21.6,5.1
2004/3/17,16.9,20.5,12.5
2004/3/18,11.5,15.1,7.1
2004/3/19,10.3,16.7,3.9
2004/3/20,10.6,12.7,7.6
2004/3/21,9.3,11.7,6.5
2004/3/22,9.5,13.2,7.5
2004/3/23,11.0,16.7,4.5
2004/3/24,13.4,19.8,7.0
2004/3/25,10.6,13.3,7.6
2004/3/26,11.4,17.9,6.8
2004/3/27,12.1,19.3,4.6
2004/3/28,15.2,22.6,8.1
2004/3/29,16.3,23.7,8.7
2004/3/30,16.0,21.1,12.5
2004/3/31,12.7,17.7,6.1
2004/4/1,10.7,16.7,4.0
2004/4/2,13.4,17.5,8.9
2004/4/3,12.5,19.0,6.5
2004/4/4,9.7,14.2,5.9
2004/4/5,10.2,17.0,2.9
2004/4/6,12.7,19.6,4.7
2004/4/7,15.7,21.4,10.9
2004/4/8,13.9,19.6,9.7
2004/4/9,13.7,22.5,5.2
2004/4/10,15.8,23.9,7.0
2004/4/11,18.3,24.4,12.9
2004/4/12,18.3,24.9,12.4
2004/4/13,18.1,22.6,15.6
2004/4/14,17.4,25.1,12.5
2004/4/15,18.0,26.9,8.8
2004/4/16,18.6,26.3,10.9
2004/4/17,18.9,27.8,10.1
2004/4/18,17.1,25.3,11.7
2004/4/19,18.5,23.8,15.6
2004/4/20,17.9,23.1,14.7
2004/4/21,18.5,25.8,13.0
2004/4/22,20.4,26.7,14.2
2004/4/23,18.5,22.5,11.9
2004/4/24,13.4,19.0,8.9
2004/4/25,14.4,22.0,5.4
2004/4/26,15.6,20.7,9.0
2004/4/27,14.6,19.8,11.1
2004/4/28,14.4,20.5,9.9
2004/4/29,15.3,24.4,6.4
2004/4/30,18.0,23.3,11.0
2004/5/1,19.7,25.1,15.5
