ダウンロードした時刻：2017/07/24 15:44:04

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,1.8,5.8,-1.5
2006/1/2,3.7,5.7,1.2
2006/1/3,3.6,5.1,1.6
2006/1/4,2.1,3.9,0.3
2006/1/5,0.6,2.0,-0.3
2006/1/6,0.0,2.1,-2.1
2006/1/7,0.8,3.3,-0.9
2006/1/8,0.0,2.0,-1.6
2006/1/9,-0.4,3.4,-3.7
2006/1/10,1.9,6.4,-2.3
2006/1/11,4.1,6.0,2.7
2006/1/12,4.3,8.5,0.6
2006/1/13,4.2,8.4,-0.5
2006/1/14,7.5,10.0,5.5
2006/1/15,7.0,9.9,2.3
2006/1/16,4.6,8.0,0.0
2006/1/17,5.2,7.7,2.9
2006/1/18,4.0,7.1,2.5
2006/1/19,1.8,3.7,0.6
2006/1/20,2.9,5.8,0.7
2006/1/21,3.3,5.5,0.2
2006/1/22,2.1,7.4,-0.3
2006/1/23,0.6,2.9,-1.4
2006/1/24,1.1,2.9,-0.8
2006/1/25,2.2,4.8,-0.2
2006/1/26,3.3,6.6,0.2
2006/1/27,3.2,5.8,1.1
2006/1/28,3.1,4.2,1.0
2006/1/29,2.6,6.8,-2.1
2006/1/30,4.8,5.7,3.6
2006/1/31,5.9,7.3,4.7
2006/2/1,5.6,7.6,4.2
2006/2/2,5.2,8.0,3.0
2006/2/3,2.1,7.7,-2.6
2006/2/4,-1.6,0.3,-3.9
2006/2/5,-0.4,1.6,-3.2
2006/2/6,-0.3,2.9,-3.9
2006/2/7,4.3,8.1,1.2
2006/2/8,3.5,7.2,0.2
2006/2/9,0.2,1.8,-1.4
2006/2/10,1.7,6.3,-4.3
2006/2/11,5.0,8.2,2.2
2006/2/12,1.7,4.5,-0.2
2006/2/13,3.0,7.4,-0.5
2006/2/14,4.0,8.7,-1.4
2006/2/15,7.7,10.8,4.9
2006/2/16,7.2,8.0,6.5
2006/2/17,4.4,7.0,1.1
2006/2/18,2.2,5.3,-0.7
2006/2/19,3.4,7.5,-0.7
2006/2/20,3.3,4.6,1.1
2006/2/21,5.4,8.0,3.9
2006/2/22,7.2,13.1,1.8
2006/2/23,7.1,10.3,2.1
2006/2/24,5.5,10.4,1.2
2006/2/25,6.9,14.2,-0.2
2006/2/26,9.7,12.2,7.2
2006/2/27,3.8,7.2,1.8
2006/2/28,2.6,5.1,0.5
2006/3/1,4.8,6.8,2.9
2006/3/2,4.0,6.7,2.3
2006/3/3,2.9,5.3,1.1
2006/3/4,3.3,7.9,-0.7
2006/3/5,5.7,12.6,-1.2
2006/3/6,7.2,8.5,6.1
2006/3/7,7.7,13.6,2.7
2006/3/8,8.0,13.3,3.7
2006/3/9,7.4,10.4,2.4
2006/3/10,8.8,10.0,7.4
2006/3/11,10.0,15.0,7.0
2006/3/12,6.8,9.5,1.3
2006/3/13,0.7,2.2,-0.8
2006/3/14,1.3,5.0,-0.7
2006/3/15,4.7,9.6,0.7
2006/3/16,6.5,13.8,1.7
2006/3/17,6.9,8.9,3.3
2006/3/18,4.8,7.7,1.2
2006/3/19,4.9,8.0,1.1
2006/3/20,5.7,9.6,2.0
2006/3/21,5.6,9.8,1.8
2006/3/22,4.9,7.2,2.1
2006/3/23,8.9,14.3,5.8
2006/3/24,6.9,10.5,3.1
2006/3/25,7.1,13.0,0.1
2006/3/26,8.9,13.0,6.1
2006/3/27,10.1,16.3,4.1
2006/3/28,9.8,18.1,4.0
2006/3/29,3.7,6.0,1.8
2006/3/30,2.7,4.8,0.7
2006/3/31,4.8,8.2,0.5
2006/4/1,6.9,11.4,0.7
2006/4/2,9.0,12.1,6.9
2006/4/3,8.9,11.3,5.9
2006/4/4,9.6,17.8,3.6
2006/4/5,9.7,10.8,8.4
2006/4/6,7.9,10.9,5.9
2006/4/7,9.5,15.9,3.3
2006/4/8,9.8,14.5,6.5
2006/4/9,9.3,12.5,6.7
2006/4/10,9.8,12.6,7.4
2006/4/11,14.5,17.6,11.1
2006/4/12,13.9,16.9,11.7
2006/4/13,11.6,13.3,9.8
2006/4/14,9.6,12.6,8.0
2006/4/15,9.0,10.8,7.7
2006/4/16,9.4,14.1,7.0
2006/4/17,9.7,13.4,6.8
2006/4/18,12.2,18.5,5.7
2006/4/19,16.3,22.9,11.3
2006/4/20,11.6,18.5,7.1
2006/4/21,7.1,8.6,5.8
2006/4/22,11.3,14.8,7.7
2006/4/23,13.5,16.2,10.7
2006/4/24,12.4,14.7,8.4
2006/4/25,8.9,13.2,5.5
2006/4/26,9.3,13.2,4.6
2006/4/27,11.4,16.0,8.6
2006/4/28,13.8,19.7,9.7
2006/4/29,14.1,19.7,9.9
2006/4/30,16.9,22.6,11.4
2006/5/1,19.9,29.5,13.3
