ダウンロードした時刻：2019/10/10 15:44:57

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,14.2,17.5,8.5
2016/12/2,10.0,12.4,8.3
2016/12/3,11.4,16.1,7.3
2016/12/4,12.0,19.5,4.9
2016/12/5,13.3,16.5,10.8
2016/12/6,8.5,13.9,4.6
2016/12/7,6.9,9.9,3.0
2016/12/8,7.5,11.5,4.8
2016/12/9,10.1,12.0,6.2
2016/12/10,4.8,8.3,3.1
2016/12/11,2.9,4.0,1.9
2016/12/12,4.4,8.6,0.3
2016/12/13,10.4,13.2,5.6
2016/12/14,6.2,9.6,4.2
2016/12/15,4.0,6.8,2.2
2016/12/16,2.2,4.4,0.4
2016/12/17,5.5,7.2,3.1
2016/12/18,9.6,14.2,4.9
2016/12/19,11.2,16.7,6.3
2016/12/20,11.1,14.9,7.8
2016/12/21,10.6,16.2,6.3
2016/12/22,15.2,23.6,6.4
2016/12/23,9.0,12.8,4.1
2016/12/24,5.4,7.7,4.1
2016/12/25,6.1,9.6,2.8
2016/12/26,7.3,12.5,2.0
2016/12/27,6.7,10.0,2.4
2016/12/28,2.8,6.2,0.9
2016/12/29,4.5,9.2,1.0
2016/12/30,3.6,5.1,1.7
2016/12/31,7.1,9.6,3.5
2017/1/1,8.3,11.4,5.8
2017/1/2,9.2,13.7,4.6
2017/1/3,7.3,9.9,5.5
2017/1/4,8.0,11.8,5.8
2017/1/5,4.4,6.6,2.3
2017/1/6,3.5,7.4,0.6
2017/1/7,4.5,9.3,0.3
2017/1/8,5.7,9.2,0.8
2017/1/9,7.0,11.1,5.0
2017/1/10,6.7,10.6,3.7
2017/1/11,4.7,7.0,3.0
2017/1/12,5.2,6.8,2.8
2017/1/13,4.6,6.7,1.1
2017/1/14,0.7,3.9,-2.3
2017/1/15,1.0,3.6,-1.5
2017/1/16,2.3,5.2,0.1
2017/1/17,3.1,5.7,1.0
2017/1/18,5.3,9.5,1.2
2017/1/19,4.4,6.5,0.3
2017/1/20,2.5,9.1,-1.3
2017/1/21,3.4,6.0,1.2
2017/1/22,2.6,5.5,0.1
2017/1/23,0.8,2.1,-1.1
2017/1/24,0.3,2.2,-1.3
2017/1/25,0.9,3.4,-0.7
2017/1/26,3.6,8.3,-0.7
2017/1/27,7.4,11.5,0.1
2017/1/28,5.4,9.7,1.5
2017/1/29,6.3,11.6,1.1
2017/1/30,7.6,12.0,3.1
2017/1/31,2.4,4.4,0.5
2017/2/1,3.8,9.9,0.4
2017/2/2,3.0,6.7,-0.5
2017/2/3,5.3,8.8,2.6
2017/2/4,6.9,12.1,3.1
2017/2/5,6.8,10.7,3.6
2017/2/6,5.5,8.3,1.7
2017/2/7,2.0,3.5,0.7
2017/2/8,3.2,6.2,1.1
2017/2/9,4.0,6.8,2.0
2017/2/10,1.7,4.7,-0.6
2017/2/11,2.7,5.4,-0.3
2017/2/12,1.7,3.0,0.6
2017/2/13,1.9,6.3,-0.2
2017/2/14,1.6,3.9,-0.1
2017/2/15,4.2,7.6,1.6
2017/2/16,9.0,15.4,1.0
2017/2/17,9.6,13.8,3.2
2017/2/18,3.7,9.3,-0.3
2017/2/19,4.0,8.3,-0.4
2017/2/20,8.4,12.8,2.7
2017/2/21,2.6,4.6,1.0
2017/2/22,4.1,7.6,-1.0
2017/2/23,7.6,12.7,4.0
2017/2/24,3.6,6.7,0.8
2017/2/25,5.0,9.2,1.0
2017/2/26,4.4,8.8,1.9
2017/2/27,3.5,7.1,0.9
2017/2/28,4.1,8.5,-0.9
2017/3/1,6.1,10.4,0.9
2017/3/2,7.8,13.4,2.9
2017/3/3,6.3,8.5,2.8
2017/3/4,7.7,13.9,1.4
2017/3/5,8.8,13.6,3.7
2017/3/6,8.6,14.1,4.7
2017/3/7,2.0,4.7,0.5
2017/3/8,2.4,6.5,0.3
2017/3/9,3.5,6.5,1.1
2017/3/10,5.1,9.7,1.2
2017/3/11,5.2,9.0,1.8
2017/3/12,5.8,11.5,-0.2
2017/3/13,9.7,17.1,3.9
2017/3/14,7.6,11.4,4.7
2017/3/15,6.2,10.2,3.8
2017/3/16,6.3,10.0,4.5
2017/3/17,7.5,11.5,4.2
2017/3/18,8.8,12.6,4.3
2017/3/19,10.8,14.5,7.3
2017/3/20,9.3,14.2,2.5
2017/3/21,7.4,9.8,6.0
2017/3/22,8.1,11.7,4.6
2017/3/23,7.8,11.6,4.4
2017/3/24,5.7,8.7,3.4
2017/3/25,6.2,10.7,1.5
2017/3/26,7.5,12.6,2.9
2017/3/27,7.8,11.5,5.8
2017/3/28,7.6,12.4,3.0
2017/3/29,9.2,13.6,3.7
2017/3/30,11.4,16.8,6.2
2017/3/31,7.8,9.3,6.6
