É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:07

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1985/1/1,-5.7,-3.1,-7.9
1985/1/2,-6.3,-4.9,-7.7
1985/1/3,-4.7,-1.8,-6.7
1985/1/4,-8.2,-4.0,-11.6
1985/1/5,-10.0,-6.4,-13.0
1985/1/6,-9.7,-6.8,-15.4
1985/1/7,-8.5,-4.5,-11.9
1985/1/8,-7.1,-2.8,-12.1
1985/1/9,-5.5,-1.8,-9.3
1985/1/10,-4.8,1.6,-11.3
1985/1/11,-2.4,1.1,-5.3
1985/1/12,-4.3,-0.6,-10.7
1985/1/13,-2.9,2.4,-6.1
1985/1/14,-7.0,-4.2,-12.1
1985/1/15,-8.7,-4.8,-15.1
1985/1/16,-5.3,-1.4,-8.2
1985/1/17,-6.8,-4.7,-9.1
1985/1/18,-8.1,-4.9,-12.4
1985/1/19,-6.5,-3.7,-9.0
1985/1/20,-4.1,-0.7,-10.2
1985/1/21,-3.0,-0.9,-5.6
1985/1/22,-6.6,-4.6,-8.4
1985/1/23,-9.2,-4.7,-11.7
1985/1/24,-11.8,-9.0,-14.6
1985/1/25,-12.0,-8.0,-16.8
1985/1/26,-10.4,-7.8,-14.6
1985/1/27,-8.6,-6.0,-11.5
1985/1/28,-3.2,3.2,-11.4
1985/1/29,-6.7,-4.0,-8.6
1985/1/30,-9.2,-6.6,-11.9
1985/1/31,-6.6,-5.1,-9.2
1985/2/1,-2.2,1.4,-5.5
1985/2/2,-6.1,-4.0,-8.1
1985/2/3,-5.7,-0.9,-9.9
1985/2/4,-4.9,-3.4,-6.9
1985/2/5,-4.5,-1.0,-8.2
1985/2/6,-0.6,4.0,-8.0
1985/2/7,-2.7,0.5,-5.9
1985/2/8,-4.3,-0.6,-7.9
1985/2/9,-4.1,0.7,-10.6
1985/2/10,-1.3,0.3,-3.6
1985/2/11,-3.6,-2.0,-4.7
1985/2/12,-3.1,-1.0,-5.1
1985/2/13,-5.1,-2.4,-9.2
1985/2/14,-4.6,-2.8,-8.0
1985/2/15,-3.3,-1.6,-5.0
1985/2/16,1.2,2.6,-1.9
1985/2/17,1.5,3.9,0.4
1985/2/18,0.8,2.9,-0.7
1985/2/19,-0.6,2.7,-3.4
1985/2/20,-0.8,1.9,-6.3
1985/2/21,0.0,2.0,-2.2
1985/2/22,-1.1,1.6,-7.2
1985/2/23,1.3,3.1,0.7
1985/2/24,0.2,1.2,-0.9
1985/2/25,-1.8,0.8,-4.6
1985/2/26,-1.7,2.0,-4.1
1985/2/27,-2.2,0.7,-4.9
1985/2/28,-2.9,0.9,-7.8
1985/3/1,-2.1,2.0,-7.8
1985/3/2,-0.5,2.1,-3.9
1985/3/3,-3.2,0.2,-7.1
1985/3/4,-4.6,-1.6,-6.8
1985/3/5,-4.2,-0.7,-8.2
1985/3/6,-4.0,-0.3,-9.7
1985/3/7,-1.5,1.4,-6.3
1985/3/8,-0.6,2.4,-4.6
1985/3/9,-0.8,1.9,-4.1
1985/3/10,-4.5,-1.6,-6.0
1985/3/11,-3.8,-1.8,-5.6
1985/3/12,-1.5,1.6,-5.3
1985/3/13,-2.1,0.4,-3.6
1985/3/14,-2.1,0.5,-6.1
1985/3/15,-0.9,2.3,-4.1
1985/3/16,0.2,5.1,-6.7
1985/3/17,2.7,6.2,-1.6
1985/3/18,3.3,6.3,0.9
1985/3/19,1.3,4.9,-2.2
1985/3/20,2.1,7.8,-3.4
1985/3/21,3.1,5.8,0.1
1985/3/22,0.4,3.1,-1.2
1985/3/23,1.5,4.4,-2.1
1985/3/24,1.1,6.6,-5.1
1985/3/25,3.3,5.3,-0.3
1985/3/26,3.3,5.7,0.7
1985/3/27,1.5,4.4,-2.5
1985/3/28,1.9,4.3,-0.3
1985/3/29,2.8,4.9,1.5
1985/3/30,3.6,7.1,1.6
1985/3/31,2.1,5.7,0.5
1985/4/1,1.8,4.3,-0.9
1985/4/2,3.9,8.0,-1.7
1985/4/3,7.3,12.6,4.0
1985/4/4,6.2,8.3,3.6
1985/4/5,6.2,9.9,3.1
1985/4/6,4.9,9.8,1.9
1985/4/7,7.6,14.6,0.2
1985/4/8,8.7,11.4,5.0
1985/4/9,9.3,13.9,4.1
1985/4/10,7.4,11.9,4.1
1985/4/11,3.6,7.5,0.8
1985/4/12,4.8,11.8,-0.3
1985/4/13,5.7,13.1,-0.1
1985/4/14,6.8,11.7,1.5
1985/4/15,5.1,8.8,3.2
1985/4/16,6.1,9.1,2.4
1985/4/17,7.9,12.7,4.3
1985/4/18,6.0,9.8,3.4
1985/4/19,8.0,14.4,1.8
1985/4/20,9.6,12.3,7.8
1985/4/21,8.6,13.0,6.9
1985/4/22,10.0,15.8,4.7
1985/4/23,10.1,12.0,8.0
1985/4/24,9.8,11.7,6.7
1985/4/25,7.9,11.0,6.6
1985/4/26,12.0,17.0,8.6
1985/4/27,11.4,16.0,7.9
1985/4/28,10.7,17.3,4.1
1985/4/29,11.8,18.2,4.9
1985/4/30,9.6,14.4,5.9
1985/5/1,11.7,17.3,8.4
