ダウンロードした時刻：2019/10/10 15:33:15

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,1.4,4.0,-0.7
1999/12/2,1.7,6.1,-3.6
1999/12/3,-2.6,0.2,-4.9
1999/12/4,2.0,4.5,0.0
1999/12/5,0.6,2.3,-0.2
1999/12/6,0.4,1.5,-0.6
1999/12/7,-1.0,1.3,-2.7
1999/12/8,-0.5,2.1,-2.5
1999/12/9,5.2,7.5,0.9
1999/12/10,5.4,7.8,3.1
1999/12/11,0.9,7.6,-5.4
1999/12/12,-4.6,-2.6,-7.1
1999/12/13,-3.2,-1.9,-4.6
1999/12/14,-1.9,-0.8,-2.6
1999/12/15,-1.2,1.4,-2.4
1999/12/16,-0.7,0.9,-3.0
1999/12/17,0.3,2.1,-1.4
1999/12/18,0.1,1.7,-1.4
1999/12/19,0.9,2.5,0.1
1999/12/20,0.9,2.5,-0.6
1999/12/21,0.6,3.5,-2.3
1999/12/22,-0.5,1.1,-2.0
1999/12/23,-0.1,2.7,-2.1
1999/12/24,2.3,4.7,0.4
1999/12/25,3.6,6.4,1.9
1999/12/26,1.3,3.5,-1.4
1999/12/27,1.2,3.1,-1.7
1999/12/28,3.7,5.3,1.6
1999/12/29,1.1,4.2,-0.4
1999/12/30,0.7,2.8,-1.0
1999/12/31,0.9,4.0,-1.7
2000/1/1,-1.1,1.8,-3.8
2000/1/2,-0.9,1.3,-3.9
2000/1/3,1.8,3.0,0.3
2000/1/4,1.0,1.8,0.1
2000/1/5,0.1,2.8,-2.1
2000/1/6,0.7,2.7,-2.2
2000/1/7,1.9,7.4,-2.6
2000/1/8,-2.3,-0.7,-3.4
2000/1/9,0.3,2.0,-1.8
2000/1/10,0.8,2.2,-0.8
2000/1/11,-3.8,-0.7,-6.7
2000/1/12,-3.9,-1.6,-6.4
2000/1/13,0.1,2.5,-2.8
2000/1/14,2.6,3.6,1.7
2000/1/15,0.1,1.9,-3.2
2000/1/16,-1.2,1.8,-3.8
2000/1/17,-0.8,0.8,-3.4
2000/1/18,-1.1,2.0,-3.3
2000/1/19,-0.1,3.2,-2.4
2000/1/20,0.5,2.5,-1.8
2000/1/21,-2.7,-0.3,-5.1
2000/1/22,-2.9,-1.1,-5.9
2000/1/23,-1.4,0.9,-3.0
2000/1/24,-4.2,-1.3,-8.5
2000/1/25,-8.3,-7.3,-9.5
2000/1/26,-8.3,-6.0,-10.4
2000/1/27,-5.4,-2.8,-8.8
2000/1/28,-0.6,1.3,-3.1
2000/1/29,1.1,3.2,-1.3
2000/1/30,0.2,3.6,-3.7
2000/1/31,-4.1,-2.3,-6.8
2000/2/1,-0.7,0.3,-2.6
2000/2/2,0.2,2.8,-1.2
2000/2/3,-0.3,1.6,-2.7
2000/2/4,-1.2,1.2,-4.2
2000/2/5,-1.2,2.0,-4.6
2000/2/6,-1.3,1.3,-3.4
2000/2/7,-0.9,1.9,-3.3
2000/2/8,-1.3,0.3,-3.3
2000/2/9,-3.3,-1.1,-5.1
2000/2/10,-2.7,-1.5,-4.1
2000/2/11,-1.9,-0.4,-3.1
2000/2/12,-3.2,-1.0,-5.0
2000/2/13,-3.9,-1.5,-6.2
2000/2/14,-2.7,-1.0,-4.8
2000/2/15,-4.2,-1.8,-5.9
2000/2/16,-4.9,-2.1,-8.1
2000/2/17,-2.5,0.0,-5.2
2000/2/18,-1.2,0.8,-2.8
2000/2/19,-0.9,1.2,-2.7
2000/2/20,-0.4,2.6,-2.2
2000/2/21,-2.5,-0.3,-4.5
2000/2/22,-3.6,-0.8,-6.1
2000/2/23,-3.9,-1.3,-5.5
2000/2/24,-4.4,-2.3,-6.2
2000/2/25,-4.6,-2.4,-5.8
2000/2/26,-3.7,-0.6,-6.3
2000/2/27,-2.3,0.7,-4.9
2000/2/28,-2.6,-0.5,-4.3
2000/2/29,-2.6,0.4,-6.0
2000/3/1,-1.0,2.2,-4.6
2000/3/2,2.6,5.1,0.3
2000/3/3,2.1,5.0,-1.7
2000/3/4,6.3,9.9,3.4
2000/3/5,0.5,5.1,-2.4
2000/3/6,0.3,3.7,-3.1
2000/3/7,-1.2,2.3,-4.8
2000/3/8,-2.8,-0.7,-4.3
2000/3/9,-4.7,-2.5,-6.4
2000/3/10,-4.4,-2.3,-6.5
2000/3/11,-0.4,3.7,-3.7
2000/3/12,-1.0,2.1,-3.2
2000/3/13,-2.3,-0.3,-3.7
2000/3/14,-1.6,0.3,-3.6
2000/3/15,0.7,2.8,-1.7
2000/3/16,0.7,2.8,-1.0
2000/3/17,0.1,3.0,-2.3
2000/3/18,0.9,5.2,-2.5
2000/3/19,1.2,3.6,0.0
2000/3/20,0.8,3.8,-1.4
2000/3/21,0.1,3.5,-2.7
2000/3/22,0.1,3.3,-2.4
2000/3/23,0.7,4.0,-2.9
2000/3/24,3.7,6.0,0.9
2000/3/25,0.1,3.0,-1.9
2000/3/26,-1.8,-0.1,-2.9
2000/3/27,0.0,3.2,-2.2
2000/3/28,1.0,2.7,-1.6
2000/3/29,5.4,7.0,2.3
2000/3/30,3.4,4.9,1.8
2000/3/31,5.6,10.6,2.6
