ダウンロードした時刻：2019/10/10 16:05:24

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,8.7,12.3,3.5
2015/12/2,11.5,18.1,1.9
2015/12/3,10.1,15.9,5.7
2015/12/4,7.1,8.9,4.6
2015/12/5,9.3,13.3,5.4
2015/12/6,9.4,13.2,6.7
2015/12/7,8.3,14.9,4.2
2015/12/8,6.9,13.8,3.1
2015/12/9,8.1,15.0,2.6
2015/12/10,12.3,14.9,6.6
2015/12/11,13.3,15.9,11.3
2015/12/12,10.4,12.0,8.6
2015/12/13,10.7,15.5,7.8
2015/12/14,11.4,17.4,7.8
2015/12/15,11.7,16.8,7.8
2015/12/16,9.1,11.3,5.7
2015/12/17,3.7,7.5,0.4
2015/12/18,4.2,8.2,1.0
2015/12/19,5.4,8.8,1.3
2015/12/20,6.5,13.0,-0.2
2015/12/21,9.5,12.1,7.5
2015/12/22,8.7,14.7,4.0
2015/12/23,7.6,11.9,3.5
2015/12/24,10.6,16.4,6.9
2015/12/25,8.0,10.9,4.7
2015/12/26,7.1,11.2,2.7
2015/12/27,4.9,8.3,3.2
2015/12/28,4.6,10.5,0.1
2015/12/29,4.7,7.9,2.2
2015/12/30,4.6,10.8,1.4
2015/12/31,5.0,9.4,1.2
2016/1/1,6.4,11.6,2.6
2016/1/2,9.9,14.1,6.1
2016/1/3,10.0,16.5,5.5
2016/1/4,9.2,15.3,4.5
2016/1/5,7.2,10.8,4.7
2016/1/6,7.0,12.3,2.9
2016/1/7,5.1,7.0,2.5
2016/1/8,4.6,9.4,1.0
2016/1/9,5.5,9.8,2.5
2016/1/10,6.5,10.0,2.7
2016/1/11,6.2,10.6,3.9
2016/1/12,3.1,4.7,1.6
2016/1/13,3.2,8.2,0.5
2016/1/14,3.9,7.6,0.8
2016/1/15,3.7,7.4,1.0
2016/1/16,4.1,9.2,1.5
2016/1/17,4.6,9.3,0.2
2016/1/18,4.5,8.6,0.9
2016/1/19,-0.1,1.9,-2.0
2016/1/20,4.2,8.3,-1.8
2016/1/21,2.5,4.3,1.1
2016/1/22,2.0,3.3,0.6
2016/1/23,2.0,7.1,-0.8
2016/1/24,-3.5,-0.8,-5.4
2016/1/25,0.7,4.9,-4.3
2016/1/26,2.8,7.6,-3.5
2016/1/27,5.8,9.5,2.8
2016/1/28,5.8,11.9,0.9
2016/1/29,6.2,7.8,4.9
2016/1/30,7.0,9.6,5.7
2016/1/31,6.4,10.4,3.5
2016/2/1,4.6,6.0,2.9
2016/2/2,3.3,5.0,1.6
2016/2/3,3.3,7.9,1.3
2016/2/4,4.9,10.6,0.4
2016/2/5,5.2,10.6,2.0
2016/2/6,3.2,7.5,0.2
2016/2/7,1.5,3.8,-1.5
2016/2/8,3.0,10.0,-3.0
2016/2/9,4.9,7.1,2.5
2016/2/10,4.6,8.9,-0.2
2016/2/11,4.7,13.4,-1.6
2016/2/12,11.9,17.5,1.8
2016/2/13,15.8,18.6,12.5
2016/2/14,12.7,19.5,6.9
2016/2/15,1.8,7.0,-0.1
2016/2/16,1.5,5.5,-3.1
2016/2/17,1.8,3.5,0.5
2016/2/18,3.5,10.6,-1.5
2016/2/19,8.2,15.7,2.8
2016/2/20,6.2,8.3,5.0
2016/2/21,4.7,7.7,2.2
2016/2/22,4.9,10.2,0.4
2016/2/23,6.9,9.9,2.8
2016/2/24,2.2,7.3,-0.3
2016/2/25,2.3,6.5,-1.2
2016/2/26,3.5,8.5,0.7
2016/2/27,6.9,11.5,2.3
2016/2/28,9.4,15.3,1.2
2016/2/29,5.4,13.2,-0.1
2016/3/1,1.9,4.8,-0.1
2016/3/2,4.9,11.5,-0.1
2016/3/3,7.9,15.6,0.8
2016/3/4,10.9,20.0,3.0
2016/3/5,15.8,21.8,9.9
2016/3/6,17.7,19.3,16.0
2016/3/7,12.6,16.3,8.8
2016/3/8,10.9,15.5,8.2
2016/3/9,6.6,9.8,5.4
2016/3/10,6.9,10.5,4.7
2016/3/11,3.7,6.3,1.7
2016/3/12,4.5,10.5,0.8
2016/3/13,6.0,11.4,0.2
2016/3/14,7.2,11.3,4.9
2016/3/15,6.8,10.9,0.7
2016/3/16,7.4,16.2,-0.3
2016/3/17,11.0,20.9,2.4
2016/3/18,14.8,18.2,11.9
2016/3/19,12.2,14.4,9.7
2016/3/20,9.8,12.6,8.4
2016/3/21,7.7,11.9,1.8
2016/3/22,8.7,18.1,-0.6
2016/3/23,9.4,14.0,7.3
2016/3/24,7.8,11.1,5.8
2016/3/25,6.4,10.3,2.5
2016/3/26,5.7,12.3,0.8
2016/3/27,7.7,14.8,0.6
2016/3/28,9.3,15.9,3.8
2016/3/29,11.9,19.7,3.1
2016/3/30,14.0,19.2,9.2
2016/3/31,13.5,21.4,7.0
