É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:48:00

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2016/12/1,9.1,13.6,5.8
2016/12/2,8.8,14.6,2.9
2016/12/3,8.2,15.8,1.0
2016/12/4,9.6,14.4,4.7
2016/12/5,11.3,17.3,6.5
2016/12/6,8.2,16.1,1.8
2016/12/7,4.1,9.1,-1.3
2016/12/8,5.9,12.7,-0.7
2016/12/9,8.1,15.0,1.9
2016/12/10,4.9,11.7,-0.3
2016/12/11,2.5,8.4,-2.0
2016/12/12,3.2,9.0,-2.7
2016/12/13,6.8,12.1,1.0
2016/12/14,5.9,8.7,1.5
2016/12/15,2.9,8.7,-1.8
2016/12/16,2.1,9.2,-2.1
2016/12/17,2.7,10.4,-3.2
2016/12/18,4.7,13.3,-1.5
2016/12/19,7.1,15.2,0.8
2016/12/20,7.7,15.4,1.1
2016/12/21,8.0,15.6,1.8
2016/12/22,10.2,13.9,4.5
2016/12/23,12.2,17.8,4.5
2016/12/24,5.4,11.4,0.5
2016/12/25,3.7,9.7,-1.6
2016/12/26,4.4,8.7,-1.0
2016/12/27,7.3,12.3,3.8
2016/12/28,3.9,8.1,-1.4
2016/12/29,1.8,7.4,-2.4
2016/12/30,2.2,8.5,-2.7
2016/12/31,2.2,9.8,-4.4
2017/1/1,4.9,12.1,-0.8
2017/1/2,4.6,12.5,-0.6
2017/1/3,4.9,12.4,-1.0
2017/1/4,4.4,11.8,-1.6
2017/1/5,3.2,9.0,-1.6
2017/1/6,1.9,8.9,-3.6
2017/1/7,2.0,8.8,-3.8
2017/1/8,3.1,8.3,-2.5
2017/1/9,6.7,10.8,3.8
2017/1/10,5.8,12.6,0.3
2017/1/11,3.4,10.5,-1.6
2017/1/12,2.6,10.8,-3.0
2017/1/13,1.5,7.3,-2.5
2017/1/14,-0.5,4.0,-3.4
2017/1/15,-1.0,3.1,-4.0
2017/1/16,0.7,6.9,-4.7
2017/1/17,3.1,8.6,-1.1
2017/1/18,2.8,8.7,-2.5
2017/1/19,2.9,10.4,-2.0
2017/1/20,1.6,4.8,-0.5
2017/1/21,3.5,9.2,-1.1
2017/1/22,4.3,11.3,-0.8
2017/1/23,1.7,6.9,-3.1
2017/1/24,-0.7,3.9,-4.3
2017/1/25,0.1,7.3,-6.4
2017/1/26,1.5,8.9,-5.5
2017/1/27,4.2,12.9,-2.1
2017/1/28,4.9,11.7,-1.5
2017/1/29,6.7,11.8,1.9
2017/1/30,7.8,17.2,2.5
2017/1/31,3.8,8.2,-0.8
2017/2/1,3.0,8.9,-2.3
2017/2/2,2.7,8.0,-2.2
2017/2/3,4.2,11.4,-2.1
2017/2/4,4.3,11.6,-2.3
2017/2/5,4.8,9.8,0.3
2017/2/6,6.0,15.0,1.7
2017/2/7,2.8,8.5,-1.0
2017/2/8,2.4,9.1,-3.4
2017/2/9,1.2,2.1,-0.4
2017/2/10,2.9,8.5,-1.2
2017/2/11,2.0,8.6,-5.3
2017/2/12,2.7,10.0,-3.3
2017/2/13,2.6,9.9,-3.9
2017/2/14,2.6,9.5,-3.9
2017/2/15,3.3,11.3,-3.3
2017/2/16,4.9,13.0,-2.5
2017/2/17,9.5,20.3,-0.5
2017/2/18,5.5,10.0,2.2
2017/2/19,3.8,9.3,-1.7
2017/2/20,6.7,15.5,-0.1
2017/2/21,3.5,8.1,-0.6
2017/2/22,4.0,9.7,-2.9
2017/2/23,8.7,17.2,3.4
2017/2/24,5.4,11.0,0.6
2017/2/25,5.2,11.9,-1.7
2017/2/26,6.7,13.7,0.0
2017/2/27,4.6,10.9,1.4
2017/2/28,3.9,10.0,0.4
2017/3/1,4.3,8.3,-0.7
2017/3/2,6.9,10.9,4.0
2017/3/3,6.8,15.3,1.4
2017/3/4,6.5,14.0,-1.3
2017/3/5,8.3,15.5,1.3
2017/3/6,7.8,10.9,4.8
2017/3/7,4.3,9.9,-0.4
2017/3/8,3.5,11.5,-3.1
2017/3/9,5.9,14.5,-2.5
2017/3/10,5.9,13.2,-0.4
2017/3/11,5.0,12.7,-1.2
2017/3/12,5.7,11.1,1.5
2017/3/13,6.7,11.2,3.4
2017/3/14,7.2,10.9,5.0
2017/3/15,4.3,5.8,2.1
2017/3/16,6.1,13.7,-0.9
2017/3/17,6.2,14.0,-1.1
2017/3/18,7.8,14.3,-0.1
2017/3/19,9.1,16.5,1.7
2017/3/20,9.4,16.4,2.1
2017/3/21,7.4,8.8,5.6
2017/3/22,8.1,14.0,2.9
2017/3/23,6.3,13.1,0.2
2017/3/24,5.7,11.1,1.1
2017/3/25,5.3,12.6,-2.0
2017/3/26,5.9,8.4,4.1
2017/3/27,4.2,6.7,1.6
2017/3/28,6.4,13.0,0.6
2017/3/29,8.2,14.8,2.9
2017/3/30,10.9,18.2,3.5
2017/3/31,7.9,11.1,4.6
