ダウンロードした時刻：2019/10/10 16:13:45

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,9.2,12.4,5.1
1987/12/2,5.9,8.5,3.6
1987/12/3,7.9,10.3,5.4
1987/12/4,7.6,10.1,4.8
1987/12/5,7.5,10.8,4.7
1987/12/6,8.0,11.9,5.8
1987/12/7,7.3,11.2,4.1
1987/12/8,9.7,14.4,5.1
1987/12/9,11.8,12.9,10.2
1987/12/10,13.6,16.7,10.4
1987/12/11,13.3,15.1,11.4
1987/12/12,13.1,16.7,9.8
1987/12/13,11.3,15.4,8.6
1987/12/14,10.0,13.9,6.0
1987/12/15,11.7,15.3,7.5
1987/12/16,10.8,13.0,8.7
1987/12/17,9.8,13.2,7.3
1987/12/18,9.0,13.3,5.3
1987/12/19,11.1,15.7,6.9
1987/12/20,11.4,15.6,7.5
1987/12/21,10.1,13.5,7.2
1987/12/22,10.0,13.5,5.4
1987/12/23,11.3,15.2,8.0
1987/12/24,11.9,15.9,7.1
1987/12/25,14.2,17.0,8.1
1987/12/26,15.9,19.5,13.6
1987/12/27,16.1,19.2,13.1
1987/12/28,15.3,18.5,11.7
1987/12/29,15.6,19.1,12.3
1987/12/30,14.1,18.9,7.1
1987/12/31,7.7,11.7,4.9
1988/1/1,10.9,14.6,5.4
1988/1/2,14.0,16.8,11.0
1988/1/3,13.3,16.8,10.8
1988/1/4,13.7,17.6,11.0
1988/1/5,8.2,11.8,4.1
1988/1/6,6.9,11.3,3.4
1988/1/7,9.4,12.6,6.2
1988/1/8,11.9,14.2,9.8
1988/1/9,8.8,11.4,4.4
1988/1/10,4.8,7.4,3.6
1988/1/11,5.1,8.5,2.7
1988/1/12,7.9,11.7,3.4
1988/1/13,9.3,13.8,5.1
1988/1/14,11.9,16.2,7.2
1988/1/15,13.5,17.5,10.5
1988/1/16,11.9,15.2,9.5
1988/1/17,9.0,11.7,7.5
1988/1/18,7.0,9.4,3.7
1988/1/19,7.5,11.6,2.6
1988/1/20,10.8,15.1,7.6
1988/1/21,13.3,17.3,9.6
1988/1/22,16.3,19.2,13.9
1988/1/23,8.3,16.2,1.9
1988/1/24,3.2,5.7,1.4
1988/1/25,6.8,9.2,3.6
1988/1/26,7.5,10.8,5.1
1988/1/27,6.9,11.3,4.1
1988/1/28,8.6,12.4,6.0
1988/1/29,10.8,15.0,6.3
1988/1/30,10.8,14.6,8.5
1988/1/31,8.5,12.1,5.3
1988/2/1,6.8,10.9,3.4
1988/2/2,8.1,12.3,3.7
1988/2/3,1.5,3.7,0.1
1988/2/4,4.3,8.0,0.1
1988/2/5,14.1,18.6,5.2
1988/2/6,11.7,17.1,4.5
1988/2/7,3.1,5.2,1.6
1988/2/8,4.4,8.5,1.3
1988/2/9,5.3,8.9,2.8
1988/2/10,4.4,7.6,2.5
1988/2/11,5.3,8.3,0.7
1988/2/12,7.8,11.6,4.4
1988/2/13,8.2,12.1,3.8
1988/2/14,6.8,9.6,4.2
1988/2/15,6.6,10.0,4.6
1988/2/16,5.8,9.3,3.6
1988/2/17,5.4,8.0,3.5
1988/2/18,5.0,8.8,2.7
1988/2/19,5.4,10.3,1.5
1988/2/20,8.0,12.7,3.1
1988/2/21,6.5,10.6,2.9
1988/2/22,6.9,11.2,1.4
1988/2/23,11.2,13.6,7.4
1988/2/24,10.6,14.0,8.0
1988/2/25,10.6,14.4,7.8
1988/2/26,9.1,11.2,6.3
1988/2/27,7.0,8.4,5.0
1988/2/28,8.3,12.6,3.9
1988/2/29,9.4,12.4,5.3
1988/3/1,12.0,15.5,9.5
1988/3/2,11.6,13.6,8.0
1988/3/3,7.5,11.5,2.6
1988/3/4,5.0,8.3,1.0
1988/3/5,5.7,6.9,3.0
1988/3/6,7.9,12.4,2.6
1988/3/7,6.5,11.2,2.8
1988/3/8,5.6,9.7,1.3
1988/3/9,7.5,10.6,4.1
1988/3/10,9.2,12.8,5.1
1988/3/11,13.7,17.1,7.4
1988/3/12,15.2,18.4,10.8
1988/3/13,12.8,16.8,8.0
1988/3/14,14.3,17.2,12.7
1988/3/15,13.7,18.0,6.0
1988/3/16,7.3,10.7,2.4
1988/3/17,10.2,12.1,7.2
1988/3/18,12.1,16.5,8.6
1988/3/19,12.1,16.1,7.5
1988/3/20,12.7,16.0,9.2
1988/3/21,11.1,12.4,10.4
1988/3/22,13.8,18.8,11.6
1988/3/23,12.3,15.7,10.1
1988/3/24,10.5,14.9,5.9
1988/3/25,10.8,11.6,10.0
1988/3/26,10.7,12.4,7.7
1988/3/27,10.3,14.0,7.6
1988/3/28,11.5,16.2,7.5
1988/3/29,11.8,14.1,8.9
1988/3/30,10.7,14.1,9.0
1988/3/31,10.7,13.7,9.1
