ダウンロードした時刻：2019/10/10 16:19:34

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,11.1,12.9,9.2
2013/12/2,11.0,14.9,7.7
2013/12/3,10.5,14.3,8.3
2013/12/4,11.0,14.7,8.5
2013/12/5,11.3,15.8,6.7
2013/12/6,12.4,15.5,8.5
2013/12/7,10.6,12.6,7.7
2013/12/8,11.2,14.8,8.9
2013/12/9,11.0,13.5,8.7
2013/12/10,10.1,13.0,7.8
2013/12/11,9.1,11.1,7.3
2013/12/12,7.4,9.5,6.0
2013/12/13,8.7,10.9,7.2
2013/12/14,8.4,10.5,6.8
2013/12/15,8.9,11.3,6.4
2013/12/16,8.5,10.5,6.6
2013/12/17,8.8,9.6,7.9
2013/12/18,7.2,10.1,5.1
2013/12/19,8.0,10.9,4.7
2013/12/20,6.7,8.9,4.5
2013/12/21,6.2,8.3,3.5
2013/12/22,7.1,10.9,3.7
2013/12/23,7.9,10.5,6.1
2013/12/24,8.1,11.7,5.8
2013/12/25,6.7,8.1,5.3
2013/12/26,7.9,9.8,6.3
2013/12/27,6.6,9.1,4.8
2013/12/28,4.7,6.4,2.9
2013/12/29,5.4,7.2,3.6
2013/12/30,8.0,9.6,6.2
2013/12/31,10.3,12.6,7.9
2014/1/1,11.0,12.0,10.1
2014/1/2,10.9,13.6,6.7
2014/1/3,8.1,11.7,5.1
2014/1/4,9.3,13.3,5.9
2014/1/5,7.4,9.7,5.2
2014/1/6,7.9,11.7,5.2
2014/1/7,8.6,12.0,5.6
2014/1/8,8.2,8.6,7.6
2014/1/9,6.2,10.0,4.1
2014/1/10,4.0,5.7,2.4
2014/1/11,5.4,7.8,3.4
2014/1/12,6.3,9.1,3.1
2014/1/13,6.9,9.2,5.2
2014/1/14,6.3,10.5,3.9
2014/1/15,6.1,8.8,4.4
2014/1/16,6.0,10.0,2.0
2014/1/17,7.1,10.5,4.6
2014/1/18,6.9,8.6,3.2
2014/1/19,5.5,9.0,3.1
2014/1/20,7.3,10.0,3.1
2014/1/21,4.8,8.9,1.5
2014/1/22,4.4,6.1,2.4
2014/1/23,5.1,9.5,1.2
2014/1/24,7.8,12.0,3.6
2014/1/25,9.9,14.1,7.9
2014/1/26,9.0,13.8,4.6
2014/1/27,4.8,7.7,1.9
2014/1/28,8.1,12.3,3.8
2014/1/29,8.5,12.2,4.8
2014/1/30,12.2,15.4,9.2
2014/1/31,11.7,14.8,8.7
2014/2/1,10.7,14.0,7.8
2014/2/2,13.9,19.4,11.5
2014/2/3,12.6,14.7,10.3
2014/2/4,5.4,10.4,2.3
2014/2/5,4.5,7.3,2.9
2014/2/6,2.9,4.2,1.3
2014/2/7,3.1,4.9,1.5
2014/2/8,4.8,8.8,0.6
2014/2/9,5.6,8.6,2.8
2014/2/10,4.8,6.8,2.2
2014/2/11,3.4,5.9,1.2
2014/2/12,4.2,7.1,2.3
2014/2/13,4.9,8.8,2.8
2014/2/14,4.8,7.1,2.2
2014/2/15,6.6,8.9,5.0
2014/2/16,7.3,12.0,3.1
2014/2/17,7.2,10.9,4.8
2014/2/18,4.8,6.3,3.8
2014/2/19,5.5,9.4,3.6
2014/2/20,6.1,11.6,2.6
2014/2/21,6.7,11.3,3.6
2014/2/22,7.0,10.7,3.6
2014/2/23,7.8,11.7,4.5
2014/2/24,8.3,13.5,4.7
2014/2/25,9.5,14.3,5.8
2014/2/26,8.8,9.7,8.1
2014/2/27,11.1,12.8,9.6
2014/2/28,11.9,16.1,8.7
2014/3/1,11.2,13.5,9.6
2014/3/2,9.4,13.0,6.5
2014/3/3,8.2,12.0,6.3
2014/3/4,8.2,10.5,5.4
2014/3/5,9.1,12.3,5.9
2014/3/6,5.8,8.1,3.8
2014/3/7,5.7,9.2,3.1
2014/3/8,5.6,9.5,1.5
2014/3/9,7.5,11.7,3.7
2014/3/10,6.1,9.8,3.0
2014/3/11,8.2,13.6,3.4
2014/3/12,10.5,15.1,5.8
2014/3/13,9.7,13.2,6.6
2014/3/14,6.6,8.5,5.2
2014/3/15,9.7,14.0,4.7
2014/3/16,13.5,18.3,9.5
2014/3/17,13.0,17.3,8.8
2014/3/18,15.7,20.5,13.0
2014/3/19,13.7,17.8,11.5
2014/3/20,10.7,13.3,6.5
2014/3/21,7.9,11.7,5.3
2014/3/22,9.5,14.2,4.9
2014/3/23,12.4,16.9,8.1
2014/3/24,13.0,18.1,8.0
2014/3/25,13.7,17.1,12.2
2014/3/26,14.9,17.4,12.5
2014/3/27,14.2,17.5,11.8
2014/3/28,14.8,19.6,10.6
2014/3/29,14.8,16.6,13.9
2014/3/30,13.2,16.8,11.7
2014/3/31,12.5,16.3,9.0
