ダウンロードした時刻：2017/07/24 15:39:24

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,2.1,4.2,0.4
2001/1/2,3.5,7.2,0.1
2001/1/3,2.5,4.4,0.1
2001/1/4,1.9,2.9,-0.1
2001/1/5,2.3,3.5,0.2
2001/1/6,1.1,3.2,-0.4
2001/1/7,1.2,3.8,-1.0
2001/1/8,3.1,6.3,0.4
2001/1/9,4.5,8.3,-1.5
2001/1/10,5.0,9.8,1.6
2001/1/11,3.9,10.1,0.0
2001/1/12,1.0,2.2,-0.1
2001/1/13,0.0,1.0,-0.6
2001/1/14,-2.3,-0.4,-5.4
2001/1/15,-2.6,-0.9,-5.5
2001/1/16,-2.1,0.0,-3.5
2001/1/17,-1.0,1.1,-3.7
2001/1/18,-0.4,4.6,-4.4
2001/1/19,-0.3,2.7,-2.6
2001/1/20,0.2,3.5,-4.1
2001/1/21,3.3,5.8,0.4
2001/1/22,1.0,3.2,0.2
2001/1/23,0.2,0.7,-0.8
2001/1/24,0.9,4.6,-2.3
2001/1/25,1.2,6.4,-3.8
2001/1/26,2.2,4.8,0.7
2001/1/27,3.1,6.1,0.6
2001/1/28,4.0,7.9,0.3
2001/1/29,1.5,4.6,-1.8
2001/1/30,2.2,6.3,-1.3
2001/1/31,1.9,5.7,-0.2
2001/2/1,4.5,7.3,0.5
2001/2/2,0.0,1.9,-1.0
2001/2/3,1.8,4.8,0.2
2001/2/4,0.2,3.3,-2.6
2001/2/5,2.1,9.2,-4.8
2001/2/6,1.6,5.1,-2.5
2001/2/7,2.8,4.7,0.8
2001/2/8,1.0,6.3,-1.9
2001/2/9,0.8,6.0,-5.1
2001/2/10,1.0,6.9,-1.5
2001/2/11,1.2,4.5,-1.3
2001/2/12,-0.7,0.5,-3.1
2001/2/13,-0.9,1.4,-3.7
2001/2/14,-1.1,2.2,-2.9
2001/2/15,-1.0,2.9,-4.8
2001/2/16,1.1,5.5,-3.5
2001/2/17,1.0,5.0,-3.3
2001/2/18,5.3,9.9,2.4
2001/2/19,3.7,7.4,1.2
2001/2/20,2.1,6.0,-2.0
2001/2/21,3.7,12.6,-4.3
2001/2/22,6.9,12.3,1.7
2001/2/23,5.9,12.6,0.0
2001/2/24,1.3,3.9,0.3
2001/2/25,0.9,2.9,-1.2
2001/2/26,1.0,4.5,-1.0
2001/2/27,3.1,10.0,-2.7
2001/2/28,7.3,11.3,-0.1
2001/3/1,2.5,4.9,0.4
2001/3/2,2.7,5.3,0.5
2001/3/3,4.6,9.0,-0.1
2001/3/4,5.9,11.5,0.9
2001/3/5,2.8,5.1,-0.2
2001/3/6,7.5,11.5,2.9
2001/3/7,4.9,13.1,0.7
2001/3/8,-0.1,2.4,-1.7
2001/3/9,-0.3,2.3,-1.8
2001/3/10,-0.2,2.3,-1.6
2001/3/11,-0.6,1.2,-3.5
2001/3/12,0.3,4.7,-3.9
2001/3/13,0.5,4.8,-2.8
2001/3/14,4.5,11.0,-2.3
2001/3/15,6.2,12.0,0.5
2001/3/16,3.7,7.7,0.2
2001/3/17,5.9,10.6,0.7
2001/3/18,8.5,13.0,3.3
2001/3/19,10.0,15.9,4.5
2001/3/20,10.8,18.5,3.5
2001/3/21,7.5,11.7,2.1
2001/3/22,11.1,21.0,-0.1
2001/3/23,8.0,13.8,2.9
2001/3/24,9.4,19.6,0.6
2001/3/25,11.9,17.8,4.4
2001/3/26,7.8,11.0,6.2
2001/3/27,6.2,10.8,1.8
2001/3/28,5.6,12.3,2.0
2001/3/29,3.3,5.9,1.1
2001/3/30,3.9,7.6,1.3
2001/3/31,3.7,7.8,1.0
2001/4/1,4.4,11.5,0.4
2001/4/2,9.6,16.5,1.5
2001/4/3,5.5,9.3,3.0
2001/4/4,6.3,11.9,2.0
2001/4/5,9.8,19.8,-0.2
2001/4/6,9.9,17.8,4.9
2001/4/7,10.7,18.6,4.8
2001/4/8,14.1,22.5,6.5
2001/4/9,16.5,24.8,9.5
2001/4/10,15.3,24.5,7.9
2001/4/11,16.0,24.3,8.5
2001/4/12,10.7,15.7,6.4
2001/4/13,10.4,17.3,3.7
2001/4/14,12.2,20.1,4.7
2001/4/15,12.3,19.8,5.3
2001/4/16,12.5,20.1,5.3
2001/4/17,16.4,24.2,7.4
2001/4/18,16.0,25.8,7.1
2001/4/19,14.9,22.7,9.0
2001/4/20,8.2,12.2,6.3
2001/4/21,8.0,12.6,4.2
2001/4/22,8.0,12.8,3.2
2001/4/23,10.4,19.1,2.0
2001/4/24,12.5,21.6,5.8
2001/4/25,9.5,12.5,5.6
2001/4/26,9.4,16.8,3.0
2001/4/27,11.9,20.1,2.3
2001/4/28,15.6,23.3,6.7
2001/4/29,16.6,25.2,8.5
2001/4/30,16.3,22.8,11.3
2001/5/1,14.1,21.3,7.7
