ダウンロードした時刻：2019/10/10 15:36:58

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,3.1,6.0,-2.0
1989/12/2,4.6,8.8,-0.5
1989/12/3,6.6,8.2,3.8
1989/12/4,8.6,14.7,2.9
1989/12/5,2.9,5.8,0.6
1989/12/6,2.3,6.5,-2.5
1989/12/7,2.9,7.5,-2.4
1989/12/8,4.0,8.2,-1.0
1989/12/9,-0.3,3.0,-3.2
1989/12/10,0.9,4.2,-3.1
1989/12/11,1.6,3.7,-1.2
1989/12/12,0.1,3.6,-1.1
1989/12/13,-0.1,4.0,-4.4
1989/12/14,-2.1,1.7,-6.8
1989/12/15,3.4,6.7,0.8
1989/12/16,3.7,6.9,-0.4
1989/12/17,3.1,7.6,1.0
1989/12/18,-0.8,3.0,-4.6
1989/12/19,-4.1,-0.8,-5.7
1989/12/20,-2.7,0.7,-5.9
1989/12/21,-1.9,5.2,-7.4
1989/12/22,1.5,6.0,-3.1
1989/12/23,0.8,6.2,-3.4
1989/12/24,-0.3,3.9,-6.0
1989/12/25,3.1,7.8,-0.5
1989/12/26,3.8,8.0,-0.9
1989/12/27,3.6,6.0,0.0
1989/12/28,-0.5,1.9,-2.2
1989/12/29,1.1,5.1,-2.6
1989/12/30,1.3,5.7,-2.9
1989/12/31,-1.2,0.1,-3.9
1990/1/1,-3.1,-0.6,-7.0
1990/1/2,-3.1,0.0,-7.1
1990/1/3,-1.4,2.6,-3.6
1990/1/4,-1.6,2.1,-6.1
1990/1/5,-0.2,4.4,-3.2
1990/1/6,-0.1,3.3,-2.9
1990/1/7,-1.0,1.0,-4.4
1990/1/8,0.9,4.9,-1.6
1990/1/9,1.1,5.5,-3.8
1990/1/10,2.4,7.9,-1.4
1990/1/11,3.0,9.4,-2.3
1990/1/12,2.5,6.4,-1.8
1990/1/13,-1.4,2.6,-5.3
1990/1/14,-3.1,1.0,-7.3
1990/1/15,-2.7,-0.1,-4.9
1990/1/16,-4.6,0.6,-7.9
1990/1/17,-4.1,1.4,-9.8
1990/1/18,-1.4,1.2,-5.1
1990/1/19,-0.6,2.4,-5.0
1990/1/20,-5.8,-1.6,-10.0
1990/1/21,-7.4,-3.8,-12.8
1990/1/22,-4.5,-0.9,-11.4
1990/1/23,-7.3,-2.9,-13.6
1990/1/24,-7.5,-2.6,-14.6
1990/1/25,-8.0,-4.4,-10.2
1990/1/26,-8.1,-3.5,-12.3
1990/1/27,-7.9,-2.4,-13.6
1990/1/28,-6.6,-0.8,-12.4
1990/1/29,-6.2,-3.3,-11.6
1990/1/30,-3.3,-0.2,-7.8
1990/1/31,-5.1,-1.3,-8.7
1990/2/1,-4.5,0.2,-9.3
1990/2/2,-5.4,0.8,-12.4
1990/2/3,-3.6,0.9,-11.2
1990/2/4,-1.9,2.6,-5.9
1990/2/5,-1.9,2.3,-7.2
1990/2/6,0.2,2.7,-2.6
1990/2/7,1.0,5.5,-2.3
1990/2/8,-0.1,3.3,-3.4
1990/2/9,-2.1,3.3,-7.9
1990/2/10,-1.3,2.8,-8.2
1990/2/11,3.5,6.2,0.3
1990/2/12,0.8,5.7,-1.3
1990/2/13,-0.6,2.8,-2.0
1990/2/14,-1.1,2.8,-5.5
1990/2/15,1.0,4.3,-2.7
1990/2/16,2.6,6.2,0.9
1990/2/17,2.8,6.7,-0.4
1990/2/18,1.7,5.7,-1.5
1990/2/19,1.9,3.8,-1.4
1990/2/20,5.4,10.2,2.4
1990/2/21,5.2,8.3,1.9
1990/2/22,5.0,11.3,0.2
1990/2/23,4.5,9.5,-0.6
1990/2/24,5.2,6.4,4.1
1990/2/25,6.1,10.1,3.6
1990/2/26,4.5,8.3,0.2
1990/2/27,2.3,6.6,-0.8
1990/2/28,0.6,5.9,-3.2
1990/3/1,1.6,9.5,-5.6
1990/3/2,2.8,4.8,0.4
1990/3/3,1.0,4.8,-3.8
1990/3/4,3.7,10.0,0.4
1990/3/5,2.9,6.3,-0.1
1990/3/6,2.5,7.0,-0.7
1990/3/7,2.0,5.0,-1.9
1990/3/8,1.0,4.7,-0.7
1990/3/9,5.6,10.2,-0.4
1990/3/10,4.6,10.5,-0.6
1990/3/11,7.7,13.6,0.9
1990/3/12,5.8,9.1,1.6
1990/3/13,1.5,4.6,-0.3
1990/3/14,3.5,8.2,-1.5
1990/3/15,2.0,4.5,0.5
1990/3/16,3.3,8.9,-0.9
1990/3/17,3.1,9.2,-1.7
1990/3/18,3.1,10.7,-3.4
1990/3/19,5.1,9.8,-3.6
1990/3/20,7.3,11.8,3.9
1990/3/21,3.4,7.7,-1.1
1990/3/22,3.7,10.1,-2.0
1990/3/23,6.2,13.4,-2.7
1990/3/24,3.5,6.1,1.3
1990/3/25,1.9,6.1,-1.2
1990/3/26,0.1,4.5,-4.8
1990/3/27,3.0,9.5,-4.1
1990/3/28,7.0,13.5,2.1
1990/3/29,6.1,15.1,-1.2
1990/3/30,6.4,15.0,-2.3
1990/3/31,7.6,11.2,3.8
