ダウンロードした時刻：2019/10/10 16:23:37

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,11.4,18.4,6.8
1980/12/2,11.0,15.8,5.7
1980/12/3,10.7,14.6,5.8
1980/12/4,6.9,10.5,4.6
1980/12/5,6.2,10.8,3.0
1980/12/6,6.4,14.0,-0.5
1980/12/7,6.9,12.8,1.5
1980/12/8,6.0,12.0,0.3
1980/12/9,4.3,11.2,-0.7
1980/12/10,5.2,11.8,-0.5
1980/12/11,9.9,16.8,2.0
1980/12/12,6.9,13.2,2.4
1980/12/13,2.8,5.5,0.6
1980/12/14,4.3,7.3,0.5
1980/12/15,4.1,8.8,-0.6
1980/12/16,3.8,9.7,-2.0
1980/12/17,5.2,11.1,0.8
1980/12/18,6.6,12.1,0.3
1980/12/19,7.5,10.9,5.4
1980/12/20,4.0,7.4,0.2
1980/12/21,1.8,7.8,-2.8
1980/12/22,3.7,10.0,-4.1
1980/12/23,3.6,5.9,1.1
1980/12/24,5.2,8.7,1.3
1980/12/25,6.2,9.8,2.6
1980/12/26,3.8,6.5,1.5
1980/12/27,1.5,3.1,-0.8
1980/12/28,1.2,4.4,-1.0
1980/12/29,0.0,3.0,-2.7
1980/12/30,0.2,4.6,-4.0
1980/12/31,0.9,7.4,-3.2
1981/1/1,4.3,13.2,-4.5
1981/1/2,2.8,5.5,1.2
1981/1/3,1.9,3.7,1.0
1981/1/4,0.9,5.0,-3.2
1981/1/5,2.4,4.4,0.8
1981/1/6,1.2,5.0,-3.2
1981/1/7,1.1,7.8,-5.1
1981/1/8,2.5,10.2,-4.3
1981/1/9,4.4,9.9,-1.6
1981/1/10,4.3,6.9,1.6
1981/1/11,1.6,4.6,-0.9
1981/1/12,4.2,8.2,1.4
1981/1/13,3.8,6.7,1.8
1981/1/14,1.5,7.2,-3.6
1981/1/15,4.2,10.3,-2.8
1981/1/16,2.4,5.0,-0.4
1981/1/17,2.2,7.5,-1.4
1981/1/18,2.8,6.3,-2.2
1981/1/19,3.7,7.7,0.5
1981/1/20,2.6,8.8,-2.6
1981/1/21,1.9,5.1,-1.0
1981/1/22,0.8,6.1,-4.0
1981/1/23,1.6,9.9,-6.0
1981/1/24,9.4,14.8,0.5
1981/1/25,6.5,10.2,0.6
1981/1/26,2.0,6.9,-1.3
1981/1/27,2.1,7.1,-1.6
1981/1/28,3.3,9.0,-1.7
1981/1/29,3.3,9.6,-1.9
1981/1/30,3.6,10.7,-3.3
1981/1/31,3.4,6.5,-0.3
1981/2/1,5.0,8.3,2.5
1981/2/2,3.5,10.1,-1.7
1981/2/3,3.4,9.0,-1.3
1981/2/4,1.5,7.7,-4.3
1981/2/5,2.0,9.2,-4.6
1981/2/6,3.9,10.7,-2.3
1981/2/7,3.3,9.0,-2.3
1981/2/8,4.1,9.9,-1.1
1981/2/9,6.4,11.6,1.3
1981/2/10,6.1,8.7,3.1
1981/2/11,5.8,10.8,0.3
1981/2/12,4.6,9.5,-1.9
1981/2/13,13.6,17.6,9.5
1981/2/14,12.1,17.0,8.2
1981/2/15,11.3,18.5,5.9
1981/2/16,13.8,19.9,8.8
1981/2/17,7.5,16.8,4.6
1981/2/18,8.7,13.8,3.5
1981/2/19,8.5,12.4,4.6
1981/2/20,5.7,9.5,0.5
1981/2/21,6.0,10.9,1.0
1981/2/22,6.6,11.1,0.6
1981/2/23,9.9,13.1,7.5
1981/2/24,7.3,10.2,4.9
1981/2/25,1.0,5.2,-1.7
1981/2/26,-2.9,-0.2,-5.3
1981/2/27,-1.5,3.1,-7.2
1981/2/28,2.5,8.7,-4.7
1981/3/1,3.3,5.9,0.8
1981/3/2,7.0,12.3,2.3
1981/3/3,5.9,7.1,3.6
1981/3/4,8.4,12.8,5.2
1981/3/5,6.8,14.1,1.3
1981/3/6,4.6,11.2,-1.2
1981/3/7,5.7,13.0,-1.9
1981/3/8,8.5,16.5,-0.7
1981/3/9,8.8,14.6,5.5
1981/3/10,5.7,11.6,1.2
1981/3/11,7.6,15.4,-0.4
1981/3/12,11.1,18.8,4.9
1981/3/13,16.6,22.9,11.5
1981/3/14,14.4,16.1,12.4
1981/3/15,8.9,13.1,5.1
1981/3/16,8.0,13.6,1.8
1981/3/17,8.9,17.2,0.6
1981/3/18,11.4,19.1,3.0
1981/3/19,12.2,15.1,7.9
1981/3/20,15.7,22.0,9.5
1981/3/21,12.4,14.8,10.9
1981/3/22,12.6,18.8,6.7
1981/3/23,14.0,22.5,6.2
1981/3/24,13.3,17.1,9.2
1981/3/25,14.1,16.6,11.8
1981/3/26,10.1,12.6,6.9
1981/3/27,9.0,14.9,2.3
1981/3/28,10.2,13.9,6.2
1981/3/29,9.7,11.7,8.3
1981/3/30,12.8,16.8,8.8
1981/3/31,11.8,16.0,7.9
