ダウンロードした時刻：2019/10/10 16:23:04

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,14.0,16.7,8.4
1993/12/2,13.4,17.9,7.3
1993/12/3,11.7,18.9,7.4
1993/12/4,8.7,9.7,7.5
1993/12/5,9.2,11.2,7.9
1993/12/6,8.8,11.2,7.7
1993/12/7,8.6,13.2,3.7
1993/12/8,8.3,12.8,4.3
1993/12/9,9.0,13.9,2.9
1993/12/10,13.4,15.7,8.5
1993/12/11,8.6,11.5,2.8
1993/12/12,9.1,15.4,2.3
1993/12/13,13.5,19.0,8.5
1993/12/14,8.6,10.9,6.5
1993/12/15,7.1,9.4,5.8
1993/12/16,7.5,10.2,2.9
1993/12/17,6.3,9.3,4.3
1993/12/18,5.9,7.9,4.6
1993/12/19,7.9,12.5,4.4
1993/12/20,9.6,15.1,3.3
1993/12/21,6.2,11.1,2.8
1993/12/22,6.0,8.3,3.1
1993/12/23,7.8,9.2,6.1
1993/12/24,9.0,12.3,5.0
1993/12/25,9.8,16.1,4.6
1993/12/26,12.9,17.6,8.6
1993/12/27,9.0,10.4,8.3
1993/12/28,8.7,11.6,6.7
1993/12/29,8.7,13.0,3.7
1993/12/30,13.5,17.7,3.8
1993/12/31,10.0,17.0,7.9
1994/1/1,7.6,13.0,3.3
1994/1/2,8.3,13.2,3.6
1994/1/3,10.5,15.0,4.1
1994/1/4,10.1,12.5,4.3
1994/1/5,7.6,11.8,1.8
1994/1/6,10.7,14.5,8.3
1994/1/7,6.9,10.0,3.6
1994/1/8,7.2,9.3,4.0
1994/1/9,8.5,14.4,1.9
1994/1/10,9.7,15.2,3.5
1994/1/11,10.1,14.4,5.2
1994/1/12,9.0,13.2,3.1
1994/1/13,9.0,11.0,7.6
1994/1/14,7.5,9.2,4.8
1994/1/15,5.8,12.3,-0.5
1994/1/16,10.5,16.8,1.4
1994/1/17,14.3,16.8,9.6
1994/1/18,5.6,9.7,2.2
1994/1/19,2.5,4.7,1.6
1994/1/20,4.5,6.0,3.6
1994/1/21,3.9,5.0,1.6
1994/1/22,5.5,8.3,2.8
1994/1/23,4.3,7.6,2.1
1994/1/24,4.1,8.1,-1.3
1994/1/25,7.8,13.0,3.0
1994/1/26,10.2,15.5,2.9
1994/1/27,6.5,9.0,3.8
1994/1/28,5.4,7.9,1.3
1994/1/29,5.6,7.5,4.9
1994/1/30,6.2,9.6,2.7
1994/1/31,10.5,14.9,4.3
1994/2/1,10.4,15.9,6.9
1994/2/2,6.1,7.9,5.3
1994/2/3,6.7,8.8,3.3
1994/2/4,6.8,10.0,2.7
1994/2/5,8.1,10.5,5.7
1994/2/6,8.6,13.4,2.4
1994/2/7,9.3,12.3,3.6
1994/2/8,7.6,11.0,1.9
1994/2/9,4.8,9.5,2.8
1994/2/10,4.4,8.2,1.5
1994/2/11,7.6,10.1,2.3
1994/2/12,7.4,8.9,6.0
1994/2/13,6.4,10.1,2.9
1994/2/14,9.1,13.1,2.9
1994/2/15,8.9,10.6,7.8
1994/2/16,8.7,11.0,6.3
1994/2/17,8.7,13.3,3.8
1994/2/18,7.5,13.8,1.4
1994/2/19,10.0,14.1,4.2
1994/2/20,12.7,13.4,10.8
1994/2/21,8.0,10.8,5.8
1994/2/22,6.8,11.4,1.4
1994/2/23,9.0,12.5,3.2
1994/2/24,7.9,9.9,6.7
1994/2/25,7.4,10.3,6.2
1994/2/26,7.9,10.7,6.7
1994/2/27,8.1,11.0,5.9
1994/2/28,7.7,12.9,1.7
1994/3/1,6.9,9.3,5.3
1994/3/2,6.6,9.9,1.2
1994/3/3,6.2,11.1,-0.5
1994/3/4,8.6,13.6,4.1
1994/3/5,10.9,14.8,3.9
1994/3/6,8.9,14.8,3.0
1994/3/7,14.9,16.0,9.2
1994/3/8,13.7,15.5,12.7
1994/3/9,10.3,13.6,6.4
1994/3/10,4.4,7.2,-0.1
1994/3/11,6.4,11.8,-0.4
1994/3/12,9.7,11.0,8.0
1994/3/13,9.0,12.1,5.5
1994/3/14,5.8,8.7,4.5
1994/3/15,6.9,11.1,1.4
1994/3/16,6.7,10.3,0.8
1994/3/17,9.5,13.2,5.2
1994/3/18,7.6,14.1,0.6
1994/3/19,10.2,15.9,2.7
1994/3/20,11.6,15.8,8.0
1994/3/21,10.3,13.6,7.7
1994/3/22,10.9,14.6,7.9
1994/3/23,10.7,12.9,8.8
1994/3/24,8.1,13.2,5.1
1994/3/25,7.0,10.0,4.1
1994/3/26,6.6,8.7,4.7
1994/3/27,7.8,11.7,2.4
1994/3/28,9.5,15.0,2.0
1994/3/29,12.0,15.4,7.9
1994/3/30,11.1,16.4,6.2
1994/3/31,12.0,18.1,6.2
