ダウンロードした時刻：2019/10/10 15:46:20

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,6.6,10.3,4.3
2002/12/2,4.4,10.7,1.5
2002/12/3,5.2,10.8,0.0
2002/12/4,8.2,12.6,4.2
2002/12/5,9.2,13.7,7.3
2002/12/6,3.5,7.3,0.3
2002/12/7,2.5,6.2,0.6
2002/12/8,1.8,5.2,-0.9
2002/12/9,-0.1,1.9,-1.3
2002/12/10,-0.2,2.5,-1.7
2002/12/11,-1.0,1.2,-2.9
2002/12/12,0.3,4.2,-2.4
2002/12/13,-0.7,1.0,-1.9
2002/12/14,-0.9,3.8,-4.5
2002/12/15,-0.8,5.0,-5.5
2002/12/16,0.8,6.1,-3.3
2002/12/17,3.4,8.5,-0.6
2002/12/18,2.0,8.4,-1.6
2002/12/19,2.9,5.6,0.0
2002/12/20,1.3,4.6,-1.9
2002/12/21,-0.6,0.5,-2.2
2002/12/22,1.5,4.0,-1.6
2002/12/23,0.6,4.8,-3.2
2002/12/24,3.0,7.3,-0.9
2002/12/25,1.4,7.5,-0.8
2002/12/26,-1.4,1.2,-2.9
2002/12/27,-2.7,0.5,-3.9
2002/12/28,-2.4,2.9,-8.0
2002/12/29,-1.1,2.0,-3.1
2002/12/30,-0.9,4.6,-5.8
2002/12/31,-0.1,2.4,-1.5
2003/1/1,0.6,5.3,-2.4
2003/1/2,-2.2,0.7,-4.5
2003/1/3,-0.6,5.2,-5.4
2003/1/4,-0.7,2.8,-2.5
2003/1/5,-3.7,-2.3,-5.3
2003/1/6,-4.2,0.5,-8.0
2003/1/7,-4.5,-0.3,-10.3
2003/1/8,-0.9,3.0,-4.8
2003/1/9,-3.7,2.0,-8.6
2003/1/10,-1.3,3.2,-6.7
2003/1/11,0.1,4.1,-3.2
2003/1/12,-1.3,3.8,-4.4
2003/1/13,-0.8,6.5,-5.9
2003/1/14,-0.2,6.0,-5.1
2003/1/15,-3.8,-0.8,-7.1
2003/1/16,-4.9,0.4,-9.7
2003/1/17,-0.5,6.4,-6.4
2003/1/18,1.7,5.5,-0.4
2003/1/19,1.3,4.0,-1.1
2003/1/20,1.1,5.4,-1.1
2003/1/21,-1.6,1.8,-4.7
2003/1/22,-2.0,3.0,-7.0
2003/1/23,-1.2,0.3,-3.2
2003/1/24,-2.0,0.9,-4.1
2003/1/25,-1.9,0.4,-4.7
2003/1/26,0.1,3.1,-4.0
2003/1/27,3.5,6.0,1.2
2003/1/28,2.7,6.3,-1.0
2003/1/29,-3.5,0.7,-6.8
2003/1/30,-3.9,0.4,-6.8
2003/1/31,-2.7,1.4,-6.6
2003/2/1,-2.8,0.4,-6.2
2003/2/2,-3.0,2.2,-6.9
2003/2/3,-2.2,3.5,-7.6
2003/2/4,-1.5,3.6,-5.7
2003/2/5,-1.9,4.0,-6.4
2003/2/6,-1.8,3.0,-4.9
2003/2/7,-1.1,6.0,-7.5
2003/2/8,1.6,7.6,-5.1
2003/2/9,3.7,6.3,1.1
2003/2/10,4.3,10.5,-0.6
2003/2/11,4.0,9.6,1.8
2003/2/12,-1.1,2.7,-5.0
2003/2/13,-1.2,7.1,-7.1
2003/2/14,-1.1,2.3,-4.5
2003/2/15,0.9,7.2,-3.6
2003/2/16,-0.9,0.6,-2.2
2003/2/17,0.7,4.2,-2.4
2003/2/18,-0.5,4.9,-5.6
2003/2/19,2.1,8.8,-4.3
2003/2/20,1.8,7.0,-1.5
2003/2/21,-0.2,3.7,-3.9
2003/2/22,0.4,6.3,-2.9
2003/2/23,1.8,6.2,0.1
2003/2/24,0.3,1.7,-0.9
2003/2/25,1.0,5.3,-1.7
2003/2/26,2.4,8.8,-3.9
2003/2/27,-0.3,3.3,-2.7
2003/2/28,0.2,7.3,-5.2
2003/3/1,1.3,4.7,-2.7
2003/3/2,4.6,9.6,1.1
2003/3/3,3.1,11.5,-0.9
2003/3/4,-2.8,0.8,-4.8
2003/3/5,-1.7,3.5,-6.0
2003/3/6,1.0,6.9,-4.8
2003/3/7,3.1,4.7,1.8
2003/3/8,2.2,7.2,-0.2
2003/3/9,-0.4,3.0,-2.4
2003/3/10,-1.3,3.7,-4.1
2003/3/11,-2.5,0.7,-4.6
2003/3/12,-1.7,2.8,-6.0
2003/3/13,0.1,5.7,-4.8
2003/3/14,1.2,7.8,-4.3
2003/3/15,2.6,9.0,-0.9
2003/3/16,2.8,10.7,-3.1
2003/3/17,3.1,6.6,0.8
2003/3/18,2.0,6.7,-0.8
2003/3/19,1.2,7.2,-3.6
2003/3/20,0.9,5.4,-2.5
2003/3/21,1.9,8.6,-2.2
2003/3/22,2.0,7.6,-2.9
2003/3/23,4.4,13.0,-2.7
2003/3/24,8.1,16.6,-0.2
2003/3/25,6.6,11.3,4.3
2003/3/26,7.4,14.0,2.0
2003/3/27,10.1,20.6,1.2
2003/3/28,6.1,10.4,2.8
2003/3/29,4.3,8.6,0.0
2003/3/30,5.1,12.6,-2.1
2003/3/31,8.2,18.9,0.4
