ダウンロードした時刻：2019/10/10 16:20:20

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,7.7,11.4,3.3
1981/12/2,3.8,6.7,2.0
1981/12/3,5.6,11.2,1.1
1981/12/4,7.5,13.4,2.3
1981/12/5,9.7,13.6,6.8
1981/12/6,9.9,13.9,6.8
1981/12/7,8.0,10.2,5.3
1981/12/8,7.4,9.3,4.3
1981/12/9,8.9,13.5,5.3
1981/12/10,8.1,14.1,4.0
1981/12/11,10.1,13.2,7.0
1981/12/12,10.8,14.5,7.2
1981/12/13,8.5,10.4,6.6
1981/12/14,6.1,7.8,5.6
1981/12/15,4.6,7.0,1.1
1981/12/16,6.1,10.6,0.4
1981/12/17,8.1,14.4,3.9
1981/12/18,9.1,14.2,4.2
1981/12/19,7.9,9.9,4.9
1981/12/20,7.7,8.6,3.7
1981/12/21,9.4,11.5,6.8
1981/12/22,12.6,15.2,9.2
1981/12/23,12.2,14.3,8.2
1981/12/24,6.0,8.4,2.3
1981/12/25,5.5,11.1,0.7
1981/12/26,9.2,13.9,2.8
1981/12/27,12.3,17.8,8.6
1981/12/28,10.8,17.6,6.2
1981/12/29,11.7,15.1,8.2
1981/12/30,9.0,12.6,6.6
1981/12/31,7.8,9.6,6.7
1982/1/1,7.3,8.8,6.0
1982/1/2,6.3,10.2,2.5
1982/1/3,9.5,13.7,3.1
1982/1/4,13.9,15.5,11.8
1982/1/5,9.6,12.0,5.8
1982/1/6,7.3,12.1,3.0
1982/1/7,6.3,9.3,3.3
1982/1/8,7.5,11.7,1.5
1982/1/9,10.9,14.0,5.8
1982/1/10,7.6,12.7,4.1
1982/1/11,11.5,16.7,3.3
1982/1/12,10.0,16.7,4.4
1982/1/13,5.0,8.0,3.0
1982/1/14,4.4,7.3,1.3
1982/1/15,3.7,7.1,0.1
1982/1/16,3.1,4.5,1.8
1982/1/17,3.1,6.2,-0.2
1982/1/18,4.8,9.5,1.1
1982/1/19,2.2,4.1,0.4
1982/1/20,4.7,6.4,3.4
1982/1/21,7.3,11.0,3.1
1982/1/22,9.6,13.1,5.0
1982/1/23,7.7,11.3,4.0
1982/1/24,8.0,10.7,4.3
1982/1/25,7.3,10.5,4.1
1982/1/26,7.3,11.3,2.8
1982/1/27,6.1,8.1,3.6
1982/1/28,1.6,3.7,0.9
1982/1/29,0.0,2.1,-1.6
1982/1/30,1.9,5.1,-2.1
1982/1/31,4.3,6.1,0.9
1982/2/1,5.4,7.2,4.2
1982/2/2,3.7,8.2,0.1
1982/2/3,6.0,9.4,0.2
1982/2/4,9.7,15.6,6.3
1982/2/5,6.2,8.9,4.2
1982/2/6,4.6,5.4,3.4
1982/2/7,3.6,6.3,1.7
1982/2/8,4.6,8.3,1.8
1982/2/9,4.0,8.9,-0.6
1982/2/10,6.1,8.5,3.7
1982/2/11,5.9,8.9,0.9
1982/2/12,8.3,12.6,5.6
1982/2/13,6.9,12.2,2.4
1982/2/14,5.9,9.1,3.2
1982/2/15,5.6,11.9,0.1
1982/2/16,6.7,9.6,3.9
1982/2/17,8.1,12.6,5.3
1982/2/18,9.7,14.1,3.4
1982/2/19,13.2,16.8,11.0
1982/2/20,11.9,14.4,10.4
1982/2/21,9.7,11.8,7.2
1982/2/22,9.1,14.6,4.1
1982/2/23,9.8,13.3,7.6
1982/2/24,6.5,9.0,4.0
1982/2/25,7.1,11.9,2.2
1982/2/26,7.4,11.7,3.9
1982/2/27,8.9,14.1,4.7
1982/2/28,7.8,10.9,5.6
1982/3/1,7.8,10.2,5.1
1982/3/2,7.1,10.6,3.1
1982/3/3,6.6,12.0,1.0
1982/3/4,12.5,17.5,5.7
1982/3/5,13.5,18.2,9.8
1982/3/6,9.9,12.8,7.5
1982/3/7,6.1,7.6,4.0
1982/3/8,6.1,9.3,2.9
1982/3/9,8.3,13.6,3.0
1982/3/10,9.2,15.7,3.4
1982/3/11,10.6,17.2,4.4
1982/3/12,12.0,14.3,9.8
1982/3/13,12.8,18.3,9.0
1982/3/14,13.6,17.0,9.1
1982/3/15,15.1,17.7,13.6
1982/3/16,13.5,17.1,9.9
1982/3/17,11.4,14.3,7.9
1982/3/18,12.1,15.8,9.9
1982/3/19,11.9,13.4,10.8
1982/3/20,12.6,14.2,11.0
1982/3/21,12.4,15.9,9.1
1982/3/22,13.0,19.1,7.2
1982/3/23,17.7,21.2,13.8
1982/3/24,12.5,17.7,8.8
1982/3/25,8.8,12.3,6.2
1982/3/26,9.9,15.0,4.6
1982/3/27,10.8,14.1,8.0
1982/3/28,11.7,18.0,5.6
1982/3/29,13.6,19.9,6.7
1982/3/30,14.8,19.1,11.7
1982/3/31,13.1,17.5,10.4
