ダウンロードした時刻：2019/10/10 16:13:33

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,13.6,16.4,9.6
2016/12/2,11.6,14.6,7.6
2016/12/3,10.8,16.7,5.9
2016/12/4,12.2,17.2,7.9
2016/12/5,14.3,17.1,11.4
2016/12/6,11.3,14.7,7.1
2016/12/7,8.1,13.0,3.7
2016/12/8,9.8,14.4,6.6
2016/12/9,10.5,16.6,5.7
2016/12/10,9.2,11.7,4.4
2016/12/11,6.8,11.0,3.3
2016/12/12,7.1,11.1,1.9
2016/12/13,9.9,11.9,7.8
2016/12/14,9.3,12.2,5.3
2016/12/15,6.1,9.7,2.9
2016/12/16,6.3,8.3,2.5
2016/12/17,6.8,12.1,2.0
2016/12/18,8.0,13.9,3.5
2016/12/19,9.0,15.6,3.6
2016/12/20,10.9,15.8,7.5
2016/12/21,11.8,18.4,6.8
2016/12/22,18.1,21.5,11.9
2016/12/23,11.9,15.8,8.7
2016/12/24,9.2,11.3,7.2
2016/12/25,8.7,12.8,5.8
2016/12/26,10.5,17.3,5.1
2016/12/27,13.1,18.8,6.6
2016/12/28,5.5,7.9,3.3
2016/12/29,5.7,9.9,1.3
2016/12/30,6.5,9.1,3.4
2016/12/31,6.1,11.5,2.0
2017/1/1,7.1,12.5,2.4
2017/1/2,8.1,13.6,3.0
2017/1/3,9.4,14.3,5.8
2017/1/4,8.6,14.4,3.7
2017/1/5,7.9,10.4,6.3
2017/1/6,7.1,10.0,3.5
2017/1/7,6.4,11.5,0.7
2017/1/8,7.0,8.0,6.2
2017/1/9,9.0,12.1,4.9
2017/1/10,10.7,13.5,8.2
2017/1/11,7.9,10.2,5.8
2017/1/12,7.3,8.8,5.1
2017/1/13,7.4,9.3,5.1
2017/1/14,4.3,7.3,0.0
2017/1/15,3.1,5.7,0.5
2017/1/16,5.2,7.0,4.2
2017/1/17,5.7,8.8,2.5
2017/1/18,5.7,11.2,0.5
2017/1/19,7.0,10.5,3.9
2017/1/20,5.8,11.2,2.1
2017/1/21,5.3,7.8,3.1
2017/1/22,4.9,10.0,1.6
2017/1/23,2.6,5.6,0.7
2017/1/24,2.5,6.2,0.2
2017/1/25,3.1,7.4,-1.1
2017/1/26,3.8,9.6,-1.0
2017/1/27,8.2,15.4,1.7
2017/1/28,8.0,12.1,4.7
2017/1/29,8.4,13.3,3.1
2017/1/30,9.9,13.6,5.6
2017/1/31,4.5,7.2,2.0
2017/2/1,4.7,8.5,-0.2
2017/2/2,6.4,8.8,4.0
2017/2/3,8.5,11.8,4.7
2017/2/4,7.0,12.8,1.6
2017/2/5,8.3,12.2,5.7
2017/2/6,8.3,11.6,4.5
2017/2/7,5.0,6.9,3.8
2017/2/8,5.4,8.0,3.1
2017/2/9,4.6,6.6,3.1
2017/2/10,4.3,6.8,2.2
2017/2/11,4.1,7.3,2.2
2017/2/12,4.0,7.8,1.3
2017/2/13,4.7,9.0,0.3
2017/2/14,4.1,8.9,0.4
2017/2/15,5.5,9.9,1.9
2017/2/16,8.5,14.2,1.0
2017/2/17,12.9,17.1,8.6
2017/2/18,9.1,12.9,6.3
2017/2/19,7.1,10.8,3.7
2017/2/20,13.1,17.8,5.5
2017/2/21,4.9,8.2,3.0
2017/2/22,6.6,13.2,0.0
2017/2/23,13.0,17.6,8.0
2017/2/24,6.4,9.3,4.4
2017/2/25,6.3,10.5,1.9
2017/2/26,7.4,11.4,2.6
2017/2/27,6.9,10.2,4.3
2017/2/28,6.1,11.1,0.8
2017/3/1,7.0,13.6,2.0
2017/3/2,9.6,14.6,7.0
2017/3/3,8.5,11.7,5.0
2017/3/4,9.3,15.4,3.9
2017/3/5,10.4,16.0,5.4
2017/3/6,11.0,14.3,8.0
2017/3/7,7.0,9.5,4.4
2017/3/8,5.9,9.8,1.9
2017/3/9,6.8,10.5,1.7
2017/3/10,8.9,13.3,4.3
2017/3/11,7.8,11.9,3.4
2017/3/12,8.0,13.3,1.9
2017/3/13,9.0,11.2,6.7
2017/3/14,9.3,13.0,6.8
2017/3/15,7.7,11.1,5.3
2017/3/16,8.6,11.7,6.0
2017/3/17,8.6,13.4,3.2
2017/3/18,9.0,14.3,3.3
2017/3/19,10.6,16.9,3.8
2017/3/20,11.8,16.6,5.9
2017/3/21,9.4,11.8,7.6
2017/3/22,9.6,13.2,6.4
2017/3/23,9.3,12.7,5.8
2017/3/24,8.9,12.0,6.6
2017/3/25,8.6,12.1,5.2
2017/3/26,9.4,12.4,5.6
2017/3/27,9.6,14.6,6.6
2017/3/28,9.2,14.2,4.1
2017/3/29,11.1,16.4,6.5
2017/3/30,14.5,20.4,9.8
2017/3/31,9.0,13.8,5.6
