ダウンロードした時刻：2019/10/10 16:01:02

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,11.1,17.5,6.0
2016/12/2,12.3,16.1,9.8
2016/12/3,12.1,16.3,7.7
2016/12/4,13.1,17.3,8.8
2016/12/5,13.8,18.4,9.7
2016/12/6,11.7,17.5,7.2
2016/12/7,8.4,11.2,6.0
2016/12/8,9.8,14.2,4.9
2016/12/9,12.1,17.2,5.6
2016/12/10,9.1,12.5,5.7
2016/12/11,7.4,11.3,4.5
2016/12/12,7.5,10.8,3.4
2016/12/13,10.1,15.5,5.5
2016/12/14,8.7,10.8,6.4
2016/12/15,7.0,10.3,4.4
2016/12/16,5.5,10.1,2.6
2016/12/17,8.1,13.8,1.8
2016/12/18,9.0,14.1,4.1
2016/12/19,11.5,16.7,6.4
2016/12/20,10.8,14.1,7.6
2016/12/21,11.8,16.9,6.9
2016/12/22,16.0,20.5,9.8
2016/12/23,16.2,20.2,9.7
2016/12/24,9.3,12.4,6.7
2016/12/25,8.1,11.3,6.3
2016/12/26,8.9,14.8,4.7
2016/12/27,13.2,18.3,6.4
2016/12/28,6.8,9.2,3.5
2016/12/29,6.4,13.9,2.2
2016/12/30,6.6,10.5,3.8
2016/12/31,7.2,12.6,3.4
2017/1/1,8.5,13.6,4.2
2017/1/2,8.9,13.3,5.6
2017/1/3,9.2,14.1,4.5
2017/1/4,9.3,14.5,5.3
2017/1/5,7.3,10.7,4.2
2017/1/6,5.5,8.8,2.7
2017/1/7,5.2,9.2,1.2
2017/1/8,4.4,6.7,2.4
2017/1/9,8.3,11.9,5.1
2017/1/10,8.6,12.3,5.3
2017/1/11,7.5,10.5,4.8
2017/1/12,7.2,11.9,2.1
2017/1/13,7.6,12.7,4.4
2017/1/14,3.4,8.4,-0.1
2017/1/15,1.9,6.1,-1.2
2017/1/16,4.1,8.7,-0.3
2017/1/17,6.6,11.1,2.6
2017/1/18,6.3,9.9,2.1
2017/1/19,7.2,11.4,4.3
2017/1/20,3.7,4.7,2.0
2017/1/21,6.5,11.0,2.1
2017/1/22,7.4,13.6,1.8
2017/1/23,4.5,7.8,1.2
2017/1/24,3.2,7.5,0.3
2017/1/25,4.4,10.1,0.3
2017/1/26,5.7,10.0,0.6
2017/1/27,11.0,15.6,4.4
2017/1/28,9.1,12.5,5.9
2017/1/29,8.8,12.2,5.6
2017/1/30,12.3,19.3,7.5
2017/1/31,6.8,10.7,3.7
2017/2/1,6.5,10.7,3.1
2017/2/2,5.5,10.0,2.2
2017/2/3,7.7,13.8,2.8
2017/2/4,8.7,12.3,4.9
2017/2/5,7.3,9.1,4.6
2017/2/6,9.2,14.9,5.3
2017/2/7,6.6,11.4,4.2
2017/2/8,7.0,11.2,3.5
2017/2/9,3.1,6.6,1.3
2017/2/10,4.3,10.2,0.5
2017/2/11,4.8,10.3,-0.4
2017/2/12,5.8,11.3,2.0
2017/2/13,6.6,12.0,2.3
2017/2/14,6.3,10.8,2.5
2017/2/15,7.0,11.6,1.9
2017/2/16,8.1,13.7,2.9
2017/2/17,14.1,18.7,7.5
2017/2/18,8.5,11.5,6.8
2017/2/19,7.0,11.6,2.8
2017/2/20,10.7,18.5,3.7
2017/2/21,7.1,10.3,4.4
2017/2/22,7.3,10.8,2.7
2017/2/23,13.1,18.1,9.4
2017/2/24,7.8,12.0,5.6
2017/2/25,8.0,12.3,5.0
2017/2/26,8.9,12.6,4.9
2017/2/27,6.7,8.8,4.9
2017/2/28,6.0,9.0,3.8
2017/3/1,7.0,11.4,3.4
2017/3/2,7.1,8.4,5.7
2017/3/3,9.0,16.0,4.7
2017/3/4,9.5,14.2,5.2
2017/3/5,10.9,14.7,5.8
2017/3/6,9.6,11.5,8.6
2017/3/7,7.1,12.1,4.0
2017/3/8,6.4,10.7,2.0
2017/3/9,8.1,13.0,2.5
2017/3/10,9.0,13.8,5.2
2017/3/11,7.9,11.8,5.6
2017/3/12,8.2,11.7,4.8
2017/3/13,8.7,12.2,6.3
2017/3/14,8.3,11.1,6.6
2017/3/15,6.2,8.3,4.6
2017/3/16,8.4,13.8,3.8
2017/3/17,9.5,14.2,5.8
2017/3/18,10.4,15.0,5.4
2017/3/19,12.4,18.2,6.8
2017/3/20,12.8,17.7,8.9
2017/3/21,9.6,13.1,7.4
2017/3/22,10.2,15.0,6.4
2017/3/23,9.8,14.0,6.5
2017/3/24,9.1,13.5,5.7
2017/3/25,8.3,12.3,4.9
2017/3/26,6.0,9.2,4.7
2017/3/27,6.1,10.9,2.8
2017/3/28,8.8,13.3,4.6
2017/3/29,9.3,14.0,5.1
2017/3/30,12.3,17.6,6.9
2017/3/31,8.8,12.9,5.2
