ダウンロードした時刻：2019/10/10 16:25:46

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,13.1,17.5,9.1
1990/12/2,9.9,13.7,7.5
1990/12/3,7.9,12.3,4.8
1990/12/4,6.8,13.7,0.5
1990/12/5,8.1,14.6,2.7
1990/12/6,10.1,17.2,4.6
1990/12/7,11.9,18.9,6.2
1990/12/8,12.3,17.8,6.0
1990/12/9,13.0,14.8,10.1
1990/12/10,14.6,21.5,9.4
1990/12/11,10.9,17.6,5.1
1990/12/12,7.7,14.0,2.2
1990/12/13,8.0,13.7,0.8
1990/12/14,11.1,14.3,8.2
1990/12/15,10.7,15.5,7.1
1990/12/16,8.0,13.8,3.6
1990/12/17,5.3,8.7,0.7
1990/12/18,8.1,12.9,4.0
1990/12/19,6.5,14.0,1.1
1990/12/20,8.0,11.7,3.3
1990/12/21,10.6,17.1,5.2
1990/12/22,11.0,17.2,4.4
1990/12/23,8.3,12.5,4.6
1990/12/24,7.2,12.9,2.4
1990/12/25,8.6,15.1,0.8
1990/12/26,8.9,12.5,5.0
1990/12/27,5.6,10.7,1.3
1990/12/28,5.4,11.1,-0.7
1990/12/29,7.1,12.4,1.7
1990/12/30,5.9,11.2,-0.6
1990/12/31,9.4,11.7,6.5
1991/1/1,12.8,18.2,8.7
1991/1/2,11.5,14.3,6.2
1991/1/3,6.9,11.7,3.2
1991/1/4,7.1,12.2,1.4
1991/1/5,5.9,9.7,3.7
1991/1/6,5.5,10.7,2.1
1991/1/7,6.3,11.9,0.4
1991/1/8,7.1,10.3,4.3
1991/1/9,5.8,11.2,2.1
1991/1/10,8.0,13.3,1.6
1991/1/11,7.6,8.9,6.6
1991/1/12,7.6,11.9,3.4
1991/1/13,5.7,10.1,2.0
1991/1/14,4.6,10.2,-1.4
1991/1/15,5.7,10.9,0.3
1991/1/16,5.4,13.2,-1.6
1991/1/17,8.8,15.7,3.4
1991/1/18,4.5,11.9,-1.6
1991/1/19,4.8,11.2,-1.3
1991/1/20,9.4,11.9,6.0
1991/1/21,14.9,19.8,11.3
1991/1/22,12.3,16.6,7.6
1991/1/23,7.7,12.8,3.6
1991/1/24,7.7,12.4,3.6
1991/1/25,10.3,14.0,7.7
1991/1/26,8.0,12.6,4.5
1991/1/27,6.2,11.0,2.2
1991/1/28,5.4,10.9,-0.1
1991/1/29,6.1,11.4,1.8
1991/1/30,5.8,11.8,1.4
1991/1/31,6.2,11.1,0.1
1991/2/1,8.4,14.4,4.0
1991/2/2,6.7,12.8,0.7
1991/2/3,6.7,12.4,0.7
1991/2/4,8.6,13.0,4.6
1991/2/5,6.4,11.9,0.8
1991/2/6,7.4,12.5,1.2
1991/2/7,9.5,14.3,5.8
1991/2/8,11.1,17.9,5.9
1991/2/9,9.2,14.8,1.4
1991/2/10,15.2,20.7,10.7
1991/2/11,13.3,19.0,8.9
1991/2/12,9.3,14.7,5.3
1991/2/13,6.7,10.1,3.1
1991/2/14,12.7,15.1,8.3
1991/2/15,13.6,17.4,9.9
1991/2/16,9.3,13.5,5.7
1991/2/17,6.6,12.0,0.7
1991/2/18,5.6,10.0,1.1
1991/2/19,6.5,10.5,1.8
1991/2/20,4.3,9.3,-0.5
1991/2/21,4.6,9.3,1.7
1991/2/22,4.8,11.7,-1.2
1991/2/23,2.3,6.4,-0.7
1991/2/24,2.9,8.7,-2.2
1991/2/25,2.7,8.9,-3.4
1991/2/26,4.4,11.5,-2.6
1991/2/27,7.8,15.0,-1.4
1991/2/28,14.1,19.7,9.7
1991/3/1,9.5,13.5,7.7
1991/3/2,9.6,13.8,5.8
1991/3/3,8.4,14.4,1.7
1991/3/4,8.7,11.9,3.8
1991/3/5,13.5,15.7,11.7
1991/3/6,15.9,21.1,12.7
1991/3/7,13.9,18.6,10.5
1991/3/8,16.1,22.2,11.2
1991/3/9,15.3,19.0,10.3
1991/3/10,12.9,17.5,6.9
1991/3/11,18.5,23.4,14.1
1991/3/12,13.5,15.8,10.9
1991/3/13,13.5,17.3,10.4
1991/3/14,12.8,17.9,7.2
1991/3/15,8.6,12.8,4.4
1991/3/16,10.8,17.1,7.5
1991/3/17,10.3,15.7,4.4
1991/3/18,11.1,16.0,5.8
1991/3/19,12.7,18.6,7.0
1991/3/20,15.8,22.0,9.8
1991/3/21,14.1,18.0,12.4
1991/3/22,14.7,18.4,12.1
1991/3/23,17.0,22.5,13.2
1991/3/24,15.2,19.3,10.7
1991/3/25,13.7,16.3,11.2
1991/3/26,14.9,15.8,13.5
1991/3/27,19.5,26.1,15.8
1991/3/28,16.1,19.3,13.6
1991/3/29,14.3,17.7,11.6
1991/3/30,15.5,18.7,12.6
1991/3/31,12.5,15.0,10.8
