ダウンロードした時刻：2019/10/10 16:09:02

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,10.5,15.0,5.5
2018/12/2,9.7,14.1,4.2
2018/12/3,12.6,15.1,10.2
2018/12/4,15.6,18.6,13.1
2018/12/5,13.7,17.5,8.8
2018/12/6,11.4,13.7,8.6
2018/12/7,11.2,14.4,6.5
2018/12/8,6.9,10.1,4.9
2018/12/9,4.1,5.4,2.4
2018/12/10,4.8,9.3,1.6
2018/12/11,5.6,10.1,0.1
2018/12/12,8.8,11.6,6.7
2018/12/13,7.6,10.2,4.6
2018/12/14,5.5,8.5,2.6
2018/12/15,5.0,7.5,2.0
2018/12/16,5.0,10.5,-0.6
2018/12/17,8.3,11.9,6.3
2018/12/18,7.6,10.8,4.9
2018/12/19,8.3,12.5,3.5
2018/12/20,9.3,12.0,7.0
2018/12/21,8.3,11.8,4.1
2018/12/22,10.6,14.1,8.5
2018/12/23,9.7,13.2,6.1
2018/12/24,7.2,10.5,1.8
2018/12/25,4.8,9.7,0.9
2018/12/26,6.9,10.1,2.8
2018/12/27,7.3,9.7,2.6
2018/12/28,1.5,3.6,-0.1
2018/12/29,1.5,3.0,-0.1
2018/12/30,2.5,5.1,0.8
2018/12/31,3.7,7.6,0.0
2019/1/1,4.1,8.3,-0.6
2019/1/2,4.7,6.8,3.3
2019/1/3,3.7,5.7,1.6
2019/1/4,4.5,8.7,0.8
2019/1/5,6.1,8.7,4.7
2019/1/6,5.1,7.1,4.2
2019/1/7,6.1,8.9,4.0
2019/1/8,6.5,10.8,2.9
2019/1/9,3.1,6.2,-0.5
2019/1/10,2.2,5.3,-1.9
2019/1/11,6.8,10.0,2.7
2019/1/12,3.6,6.7,1.1
2019/1/13,5.1,10.3,-0.3
2019/1/14,4.9,10.7,0.3
2019/1/15,4.2,7.7,0.0
2019/1/16,4.6,6.3,3.3
2019/1/17,5.3,9.7,2.2
2019/1/18,4.4,6.2,2.1
2019/1/19,5.7,9.7,2.8
2019/1/20,5.4,8.1,3.9
2019/1/21,3.4,5.6,1.8
2019/1/22,4.8,7.8,2.0
2019/1/23,5.6,11.3,-0.3
2019/1/24,4.2,6.4,2.5
2019/1/25,5.0,7.0,1.6
2019/1/26,2.0,6.1,-0.1
2019/1/27,3.6,7.5,0.6
2019/1/28,3.9,7.9,0.3
2019/1/29,4.1,6.5,1.3
2019/1/30,3.7,9.0,-0.5
2019/1/31,4.3,6.5,2.5
2019/2/1,2.6,4.9,0.9
2019/2/2,5.3,10.1,1.0
2019/2/3,4.7,7.6,0.3
2019/2/4,8.2,10.8,6.3
2019/2/5,6.7,11.2,3.5
2019/2/6,6.5,9.6,3.6
2019/2/7,8.8,12.0,7.1
2019/2/8,4.6,7.3,2.5
2019/2/9,3.4,6.1,0.7
2019/2/10,2.9,5.2,1.8
2019/2/11,3.0,5.6,1.5
2019/2/12,4.6,6.5,3.0
2019/2/13,5.2,8.6,3.7
2019/2/14,3.2,5.4,0.5
2019/2/15,2.9,6.1,-1.8
2019/2/16,5.2,7.7,3.8
2019/2/17,4.6,7.3,2.4
2019/2/18,5.5,11.0,0.8
2019/2/19,6.9,9.2,4.8
2019/2/20,9.2,12.1,6.6
2019/2/21,6.7,9.3,3.4
2019/2/22,6.4,11.0,2.0
2019/2/23,7.7,10.9,3.5
2019/2/24,6.1,12.0,0.8
2019/2/25,8.5,14.7,3.6
2019/2/26,7.8,11.1,4.3
2019/2/27,6.0,10.3,1.5
2019/2/28,8.4,9.7,6.6
2019/3/1,9.0,11.9,6.6
2019/3/2,7.4,13.1,1.9
2019/3/3,7.1,8.8,5.3
2019/3/4,8.1,10.0,7.1
2019/3/5,9.6,13.4,6.9
2019/3/6,8.4,12.0,6.1
2019/3/7,7.8,10.4,3.8
2019/3/8,6.1,9.7,2.2
2019/3/9,6.8,14.1,-0.6
2019/3/10,9.3,12.2,5.2
2019/3/11,9.5,11.6,6.5
2019/3/12,7.6,12.6,3.5
2019/3/13,6.0,10.5,1.9
2019/3/14,4.0,9.0,0.6
2019/3/15,5.9,12.4,0.1
2019/3/16,6.7,11.0,3.1
2019/3/17,4.5,9.2,1.0
2019/3/18,6.4,11.6,-0.1
2019/3/19,9.3,13.4,5.5
2019/3/20,11.8,18.1,4.5
2019/3/21,14.9,18.7,11.6
2019/3/22,9.5,14.3,6.2
2019/3/23,6.4,9.8,2.5
2019/3/24,5.8,10.1,2.0
2019/3/25,7.6,13.5,1.3
2019/3/26,9.5,15.2,3.9
2019/3/27,12.4,18.9,4.8
2019/3/28,10.2,14.1,6.7
2019/3/29,9.1,13.4,4.4
2019/3/30,9.4,11.9,7.1
2019/3/31,8.2,10.9,5.1
