ダウンロードした時刻：2019/10/10 15:35:21

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,1.5,3.8,-1.0
1994/12/2,3.8,9.9,1.1
1994/12/3,3.5,9.4,1.1
1994/12/4,2.7,4.8,0.3
1994/12/5,1.2,3.3,0.2
1994/12/6,1.7,3.4,0.2
1994/12/7,1.6,6.0,0.4
1994/12/8,4.3,8.9,-0.6
1994/12/9,2.1,6.2,-0.9
1994/12/10,3.8,5.3,2.9
1994/12/11,3.1,6.1,-1.1
1994/12/12,4.8,8.9,1.5
1994/12/13,4.1,6.8,0.7
1994/12/14,0.8,3.8,-0.5
1994/12/15,-0.1,3.6,-2.5
1994/12/16,-4.3,-2.3,-6.4
1994/12/17,-2.8,-1.2,-4.9
1994/12/18,-1.9,-1.3,-2.7
1994/12/19,-3.0,-1.3,-5.1
1994/12/20,-3.5,-1.6,-5.9
1994/12/21,0.9,3.5,-3.9
1994/12/22,0.6,5.6,-1.9
1994/12/23,0.5,2.3,-2.6
1994/12/24,2.1,5.1,0.8
1994/12/25,2.1,4.3,-3.3
1994/12/26,-0.2,4.5,-5.6
1994/12/27,1.6,3.9,0.2
1994/12/28,1.1,2.9,-0.2
1994/12/29,-0.4,2.3,-2.1
1994/12/30,-0.1,2.2,-1.8
1994/12/31,-0.5,1.5,-1.9
1995/1/1,-2.1,0.3,-4.2
1995/1/2,-1.6,0.8,-6.1
1995/1/3,-0.7,2.8,-6.6
1995/1/4,1.4,2.7,0.3
1995/1/5,1.3,3.4,0.3
1995/1/6,-1.5,1.1,-2.8
1995/1/7,1.9,3.7,-1.6
1995/1/8,1.6,5.7,-6.8
1995/1/9,-1.5,6.2,-9.1
1995/1/10,-1.1,2.8,-3.1
1995/1/11,-4.1,-1.6,-12.4
1995/1/12,-4.8,-1.6,-8.5
1995/1/13,-3.4,-1.4,-5.8
1995/1/14,-4.2,-2.6,-7.4
1995/1/15,-3.8,-2.5,-4.6
1995/1/16,-4.1,-2.0,-6.7
1995/1/17,-3.9,-1.5,-6.6
1995/1/18,-1.9,2.0,-7.6
1995/1/19,-2.6,0.3,-4.0
1995/1/20,-0.7,2.2,-4.7
1995/1/21,-4.5,3.2,-14.6
1995/1/22,0.7,4.1,-1.9
1995/1/23,1.8,3.3,0.7
1995/1/24,1.2,4.1,-1.9
1995/1/25,-1.2,1.8,-3.3
1995/1/26,0.2,4.0,-2.6
1995/1/27,-2.8,-0.4,-4.8
1995/1/28,-3.3,0.6,-8.9
1995/1/29,-3.4,1.8,-9.3
1995/1/30,-3.0,-1.0,-5.6
1995/1/31,-1.6,1.6,-5.2
1995/2/1,0.4,1.5,-1.1
1995/2/2,-1.1,1.1,-3.8
1995/2/3,-2.3,-0.5,-6.2
1995/2/4,-3.1,1.6,-10.6
1995/2/5,-6.2,-1.6,-11.1
1995/2/6,-4.8,1.9,-10.7
1995/2/7,-0.3,3.3,-2.6
1995/2/8,1.0,3.9,-1.2
1995/2/9,-0.1,3.6,-3.3
1995/2/10,-1.8,1.8,-7.8
1995/2/11,0.0,3.9,-4.4
1995/2/12,-0.9,4.1,-6.4
1995/2/13,2.0,5.7,0.4
1995/2/14,0.4,2.7,-3.5
1995/2/15,-1.8,2.2,-5.1
1995/2/16,-0.7,3.4,-3.9
1995/2/17,-1.4,1.3,-3.9
1995/2/18,-0.7,1.5,-2.3
1995/2/19,0.0,2.7,-3.2
1995/2/20,0.1,3.8,-5.3
1995/2/21,0.2,3.1,-2.5
1995/2/22,1.1,3.6,-1.0
1995/2/23,0.9,5.5,-3.7
1995/2/24,0.6,3.3,-2.5
1995/2/25,-0.9,4.0,-4.8
1995/2/26,0.3,6.6,-8.5
1995/2/27,1.6,5.8,-1.3
1995/2/28,1.6,5.5,-2.9
1995/3/1,2.9,6.3,0.4
1995/3/2,-0.3,2.1,-2.5
1995/3/3,-1.3,2.3,-4.4
1995/3/4,-0.5,3.3,-2.5
1995/3/5,-1.1,2.3,-3.1
1995/3/6,0.2,3.9,-5.0
1995/3/7,1.1,5.9,-5.8
1995/3/8,1.2,3.0,0.2
1995/3/9,3.0,6.2,0.0
1995/3/10,1.9,7.1,-4.0
1995/3/11,1.0,2.7,0.2
1995/3/12,1.8,6.1,-2.7
1995/3/13,3.3,7.1,0.7
1995/3/14,2.8,6.4,0.4
1995/3/15,2.9,9.9,-2.3
1995/3/16,4.6,10.1,-4.4
1995/3/17,8.4,16.2,1.0
1995/3/18,1.6,4.2,-1.7
1995/3/19,0.6,6.1,-5.0
1995/3/20,3.5,8.3,-0.4
1995/3/21,5.7,14.8,-1.8
1995/3/22,3.2,6.9,0.1
1995/3/23,3.3,8.4,-0.7
1995/3/24,3.1,5.2,1.4
1995/3/25,1.4,3.2,-0.5
1995/3/26,0.3,5.2,-2.6
1995/3/27,2.1,7.3,-3.5
1995/3/28,3.0,7.9,-0.7
1995/3/29,4.3,11.1,-1.6
1995/3/30,6.0,11.4,0.1
1995/3/31,7.7,9.8,5.1
